,drug,cell_line,IC50,prediction
533,Sepantronium bromide,NCIH2452,-5.645451386,-5.172168
534,Serdemetan,NCIH2452,3.480896442,4.636368
535,Sorafenib,NCIH2452,3.408199031,3.168733
536,Staurosporine,NCIH2452,-4.300430472,-3.352974
537,TW 37,NCIH2452,1.753003232,2.38779
538,Talazoparib,NCIH2452,0.894423932,4.895617
539,Tamoxifen,NCIH2452,2.486735196,4.633527
540,Tanespimycin,NCIH2452,0.56155065,0.303843
541,Taselisib,NCIH2452,3.270180262,2.439503
542,Telomerase Inhibitor IX,NCIH2452,1.428072849,1.712247
543,Temozolomide,NCIH2452,7.387220044,7.162236
544,Temsirolimus,NCIH2452,-0.040018782,1.976048
545,Trametinib,NCIH2452,1.725842491,1.172648
546,UMI-77,NCIH2452,2.814828316,3.503608
547,UNC0379,NCIH2452,3.80497434,4.543607
548,UNC0638,NCIH2452,4.376334633,5.265442
549,Ulixertinib,NCIH2452,3.892696821,3.400277
550,Uprosertib,NCIH2452,3.994697642,4.297463
551,VE821,NCIH2452,4.740632733,5.23466
552,VX-11e,NCIH2452,3.823568969,3.495155
553,Veliparib,NCIH2452,4.99959765,5.754038
554,Venetoclax,NCIH2452,3.327107532,3.918814
555,Vinblastine,NCIH2452,-5.549154218,-3.075428
556,Vinorelbine,NCIH2452,-2.58104654,-2.382878
557,Vismodegib,NCIH2452,5.496032014,5.675132
558,Vorinostat,NCIH2452,1.541140518,2.61637
559,WEHI-539,NCIH2452,5.478453861,4.53109
560,WIKI4,NCIH2452,3.70190959,4.037176
561,Wee1 Inhibitor,NCIH2452,1.171450956,3.324964
562,YK-4-279,NCIH2452,1.218629396,4.073464
563,ZM447439,NCIH2452,3.58373532,3.842669
564,alpha-lipoic acid,NCIH2452,9.04413427,8.144373
565,glutathione,NCIH2452,8.760788931,9.206375
566,5-Fluorouracil,GAMG,6.603624028,5.162286
567,5-azacytidine,GAMG,2.139699685,3.750937
568,A-366,GAMG,4.578383053,5.422736
569,ABT737,GAMG,3.922015724,3.231734
570,AGI-5198,GAMG,5.736279055,5.162396
571,AGI-6780,GAMG,5.322868849,4.980125
572,AGK2,GAMG,3.596515285,3.636282
573,AMG-319,GAMG,5.272385968,5.703509
574,AT13148,GAMG,2.593901222,4.515918
575,AZ6102,GAMG,1.625621519,3.371066
576,AZ960,GAMG,1.314182536,2.781558
577,AZD1208,GAMG,5.004012782,5.914231
578,AZD1332,GAMG,3.479859634,4.537533
579,AZD2014,GAMG,1.576355002,3.347857
580,AZD3759,GAMG,2.686560701,3.430074
581,AZD4547,GAMG,3.600544842,3.771848
582,AZD5153,GAMG,2.32507816,3.103257
583,AZD5363,GAMG,2.589873781,4.184291
584,AZD5438,GAMG,3.159418706,3.129727
585,AZD5582,GAMG,3.870126963,3.571009
586,AZD5991,GAMG,5.873041991,6.317533
587,AZD6738,GAMG,2.786441029,2.772076
588,AZD7762,GAMG,-0.005091444,0.48162
589,AZD8055,GAMG,-1.575360663,0.962082
590,AZD8186,GAMG,1.755995427,4.064688
591,Acetalax,GAMG,6.756092674,5.817979
592,Afatinib,GAMG,1.466629584,2.841138
593,Afuresertib,GAMG,2.040677044,4.192063
594,Alisertib,GAMG,0.139790919,2.35404
595,Alpelisib,GAMG,3.837576115,4.792739
596,Avagacestat,GAMG,4.860881024,5.371331
597,Axitinib,GAMG,1.766433855,3.900567
598,BI-2536,GAMG,-3.858626609,-1.078002
599,BIBR-1532,GAMG,5.281259567,5.319309
600,BMS-345541,GAMG,4.002419752,4.371563
601,BMS-536924,GAMG,1.671650607,2.894923
602,BMS-754807,GAMG,2.215068673,3.647117
603,Bleomycin,GAMG,0.960616045,2.868856
604,Bleomycin (50 uM),GAMG,1.087208877,2.972622
605,Bortezomib,GAMG,-5.487937836,-5.430243
606,Bosutinib,GAMG,3.226304402,3.344447
607,Bromosporine,GAMG,3.101003092,2.901545
608,Buparlisib,GAMG,1.026499597,1.481718
609,CCT007093,GAMG,4.80989317,5.548372
610,CPI-637,GAMG,2.945903545,4.729828
611,CZC24832,GAMG,4.813601876,5.767073
612,Camptothecin,GAMG,-2.392523421,-3.117967
613,Carmustine,GAMG,6.572022796,6.759921
614,Cediranib,GAMG,2.177103891,2.725408
615,Cisplatin,GAMG,3.931959412,3.753882
616,Crizotinib,GAMG,2.354226991,3.427054
617,Cyclophosphamide,GAMG,4.839880616,5.76531
618,Cytarabine,GAMG,2.060802121,3.171618
619,Dabrafenib,GAMG,5.83593848,4.99821
620,Dacarbazine,GAMG,5.446414957,6.452044
621,Dactinomycin,GAMG,-3.639353205,-4.122721
622,Dactolisib,GAMG,-2.542326147,-1.925978
623,Daporinad,GAMG,-4.77802056,-3.292107
624,Dasatinib,GAMG,-0.06182746,0.915087
625,Dihydrorotenone,GAMG,1.153646463,0.679789
626,Dinaciclib,GAMG,-2.453056747,-1.981068
627,Docetaxel,GAMG,-4.992374851,-3.635446
628,Doramapimod,GAMG,5.850522461,5.847644
629,EHT-1864,GAMG,4.122885754,4.122945
630,EPZ004777,GAMG,5.470484949,6.005326
631,EPZ5676,GAMG,5.755254903,6.427656
632,Elephantin,GAMG,3.277546767,4.426745
633,Entinostat,GAMG,3.931371156,3.446583
634,Entospletinib,GAMG,3.533632214,4.347845
635,Epirubicin,GAMG,-1.88093403,-0.614104
636,Erlotinib,GAMG,4.766299807,4.305516
637,Fludarabine,GAMG,5.146997022,5.706085
638,Foretinib,GAMG,1.314672134,1.141521
639,Fulvestrant,GAMG,4.003982059,4.398645
640,GDC0810,GAMG,5.024908303,5.619358
641,GNE-317,GAMG,0.439071817,0.894673
642,GSK-LSD1,GAMG,3.159986948,2.826604
643,GSK1904529A,GAMG,4.240806839,5.042205
644,GSK2110183B,GAMG,2.961542233,4.92028
645,GSK2578215A,GAMG,5.084277955,5.58605
646,GSK2606414,GAMG,5.068959129,4.538647
647,GSK2801,GAMG,5.7630984,5.296725
648,GSK2830371,GAMG,5.873161475,6.232223
649,GSK343,GAMG,4.369098898,4.395146
650,GSK591,GAMG,1.967563142,5.134323
651,GW441756,GAMG,4.021098754,3.523755
652,Gallibiscoquinazole,GAMG,2.240233833,2.915159
653,Gefitinib,GAMG,3.584908212,3.982236
654,Gemcitabine,GAMG,-1.466066887,-1.185553
655,I-BET-762,GAMG,4.766058821,4.408509
656,I-BRD9,GAMG,5.328885017,5.031332
657,ICL-SIRT078,GAMG,5.760046525,5.194498
658,IWP-2,GAMG,2.907592927,3.292806
659,Ibrutinib,GAMG,4.767752395,5.666842
660,Ipatasertib,GAMG,3.527258568,4.819438
661,Irinotecan,GAMG,3.123877615,3.026902
662,JNK Inhibitor VIII,GAMG,5.720646525,5.699885
663,JQ1,GAMG,2.592999599,3.726423
664,KRAS (G12C) Inhibitor-12,GAMG,4.488902356,5.412432
665,KU-55933,GAMG,5.862300814,5.542627
666,L-Oxonoreleagnine,GAMG,3.087806842,3.988276
667,LCL161,GAMG,5.626701804,5.155023
668,LGK974,GAMG,4.316870498,5.074036
669,LJI308,GAMG,5.628818302,5.541119
670,LMP744,GAMG,0.57672655,0.292495
671,LY2109761,GAMG,4.539925567,5.958797
672,Lapatinib,GAMG,3.871046889,4.858459
673,Leflunomide,GAMG,5.466582722,5.301337
674,Lenalidomide,GAMG,5.860369393,5.883366
675,Lestaurtinib,GAMG,-0.243065771,0.76719
676,Linsitinib,GAMG,5.00609086,4.893659
677,Luminespib,GAMG,-4.144815849,-2.202115
678,MG-132,GAMG,-1.788287135,-1.407573
679,MIM1,GAMG,4.166615518,4.417056
680,MIRA-1,GAMG,5.459691476,5.984503
681,MK-1775,GAMG,0.372101862,0.931127
682,MK-2206,GAMG,2.319452488,4.345236
683,MK-8776,GAMG,4.374542819,4.158664
684,ML323,GAMG,5.263296733,5.301553
685,MN-64,GAMG,4.555609773,5.099845
686,Methotrexate,GAMG,2.917639662,0.818439
687,Mirin,GAMG,5.028969317,5.601683
688,Mitoxantrone,GAMG,0.613742715,1.685948
689,Motesanib,GAMG,5.873161475,6.458866
690,Mycophenolic acid,GAMG,0.44211476,1.991421
691,N-acetyl cysteine,GAMG,9.207279206,10.232824
692,NU7441,GAMG,3.327383147,4.088147
693,NVP-ADW742,GAMG,4.005740657,3.730708
694,Navitoclax,GAMG,2.460189316,3.028296
695,Nelarabine,GAMG,6.210571453,6.825715
696,Nilotinib,GAMG,4.56295835,4.431609
697,Niraparib,GAMG,5.306259322,4.851818
698,Nutlin-3a (-),GAMG,5.157455077,5.887428
699,OF-1,GAMG,4.180467081,4.482632
700,OSI-027,GAMG,0.120789785,3.431699
701,OTX015,GAMG,3.394753574,3.907692
702,Obatoclax Mesylate,GAMG,0.565822095,0.249271
703,Olaparib,GAMG,4.27037367,4.928833
704,Osimertinib,GAMG,3.427500207,2.595731
705,Oxaliplatin,GAMG,5.754249325,5.580745
706,P22077,GAMG,5.654181581,5.3196
707,PCI-34051,GAMG,4.814293992,5.13516
708,PD0325901,GAMG,3.451891849,0.502275
709,PD173074,GAMG,1.739214137,4.741031
710,PFI-1,GAMG,4.214355336,4.636483
711,PFI3,GAMG,4.443383747,5.534572
712,PLX-4720,GAMG,5.397892395,4.918177
713,POMHEX,GAMG,0.802097199,2.303181
714,PRIMA-1MET,GAMG,3.009420127,5.442513
715,PRT062607,GAMG,4.27119285,4.297918
716,Paclitaxel,GAMG,-3.66191348,-3.041291
717,Palbociclib,GAMG,3.477809063,4.396656
718,Pevonedistat,GAMG,-1.516542468,0.853944
719,Picolinici-acid,GAMG,5.668900483,5.818109
720,Pictilisib,GAMG,-0.370731539,1.787827
721,Podophyllotoxin bromide,GAMG,-1.014575833,-0.788381
722,Pyridostatin,GAMG,2.436827994,4.398344
723,RO-3306,GAMG,3.237634422,4.593178
724,RVX-208,GAMG,5.274720127,5.455583
725,Rapamycin,GAMG,-3.110522901,-1.597694
726,Refametinib,GAMG,2.805157281,1.474936
727,Ribociclib,GAMG,3.987295209,4.672259
728,Romidepsin,GAMG,-5.69864187,-5.880885
729,Rucaparib,GAMG,3.882331539,4.613793
730,Ruxolitinib,GAMG,4.771924045,5.363851
731,SB216763,GAMG,5.619178513,5.539065
732,SB590885,GAMG,4.980075016,5.340143
733,SCH772984,GAMG,4.97412901,2.637874
734,SGC-CBP30,GAMG,4.853595896,4.929669
735,SGC0946,GAMG,1.810234329,2.484287
736,SN-38,GAMG,-3.01599868,-3.77337
737,Sabutoclax,GAMG,0.43904008,-0.014235
738,Sapitinib,GAMG,4.740026373,5.309524
739,Savolitinib,GAMG,3.057692209,3.241494
740,Schweinfurthin A,GAMG,2.222527921,1.865344
741,Selumetinib,GAMG,4.622495646,3.591295
742,Sepantronium bromide,GAMG,-6.541663959,-5.648635
743,Serdemetan,GAMG,3.673905517,4.590672
744,Sinularin,GAMG,2.836894569,4.153861
745,Sorafenib,GAMG,3.242200026,2.914155
746,Staurosporine,GAMG,-4.179626679,-3.06313
747,TW 37,GAMG,1.11295383,1.431164
748,Talazoparib,GAMG,3.561741756,3.243473
749,Tamoxifen,GAMG,4.695320192,4.475178
750,Tanespimycin,GAMG,-2.198361902,-0.387251
751,Taselisib,GAMG,0.856394399,3.336312
752,Telomerase Inhibitor IX,GAMG,0.350863742,0.852303
753,Temozolomide,GAMG,7.079384104,7.180661
754,Temsirolimus,GAMG,-1.324324502,1.907968
755,Teniposide,GAMG,-0.329823272,0.588937
756,Topotecan,GAMG,1.412913129,0.284566
757,Trametinib,GAMG,1.971190421,-0.387227
758,UMI-77,GAMG,5.086488322,3.017619
759,UNC0379,GAMG,2.142599963,4.861012
760,UNC0638,GAMG,5.151411922,5.476261
761,Ulixertinib,GAMG,2.621236716,3.050483
762,Uprosertib,GAMG,2.279282486,4.731339
763,VE-822,GAMG,5.026478643,4.528072
764,VE821,GAMG,5.197520821,5.126724
765,VX-11e,GAMG,4.492436054,3.109347
766,Veliparib,GAMG,5.310539651,5.855214
767,Venetoclax,GAMG,3.02455622,3.690509
768,Vinblastine,GAMG,-4.552573148,-3.431434
769,Vincristine,GAMG,-3.122506512,-2.233458
770,Vinorelbine,GAMG,-4.372400157,-3.453496
771,Vismodegib,GAMG,5.663231054,5.583668
772,Vorinostat,GAMG,1.524335315,2.411778
773,WEHI-539,GAMG,4.767958639,4.43591
774,WIKI4,GAMG,4.505022921,4.194568
775,WZ4003,GAMG,4.380112552,5.20784
776,Wee1 Inhibitor,GAMG,2.257949453,2.734737
777,Wnt-C59,GAMG,5.654247309,5.039264
778,XAV939,GAMG,4.913546487,4.908025
779,YK-4-279,GAMG,1.518072751,2.976685
780,ZM447439,GAMG,2.054200179,3.821855
781,Zoledronate,GAMG,4.263723563,4.412318
782,alpha-lipoic acid,GAMG,7.124386228,8.265587
783,glutathione,GAMG,8.253323453,9.536686
784,5-Fluorouracil,HCC1187,6.877450941,5.204823
785,5-azacytidine,HCC1187,1.555267761,3.732713
786,A-366,HCC1187,5.167233215,4.872105
787,ABT737,HCC1187,2.635721341,-0.157398
788,AGI-5198,HCC1187,4.203456047,4.72217
789,AGI-6780,HCC1187,5.363345023,4.351737
790,AGK2,HCC1187,3.040021913,3.21202
791,AMG-319,HCC1187,5.361197934,5.092587
792,AT13148,HCC1187,2.004433746,2.761473
793,AZ6102,HCC1187,3.353595312,2.540706
794,AZ960,HCC1187,-0.5676574,1.546244
795,AZD1208,HCC1187,5.378087077,4.91783
796,AZD1332,HCC1187,5.327475512,3.709219
797,AZD2014,HCC1187,3.972174286,1.316266
798,AZD3759,HCC1187,2.715288293,1.695782
799,AZD4547,HCC1187,1.307570299,2.901576
800,AZD5153,HCC1187,2.306843108,1.018866
801,AZD5363,HCC1187,3.615286562,1.255935
802,AZD5438,HCC1187,0.792495919,1.992946
803,AZD5582,HCC1187,2.102031356,1.313541
804,AZD5991,HCC1187,-1.848605405,0.284554
805,AZD6482,HCC1187,5.485882541,3.403551
806,AZD6738,HCC1187,3.923795575,1.943875
807,AZD7762,HCC1187,1.531382559,-0.147776
808,AZD8055,HCC1187,3.028370866,-0.578705
809,AZD8186,HCC1187,2.962223644,2.086087
810,Acetalax,HCC1187,1.751804179,2.2385
811,Afatinib,HCC1187,2.11452211,0.342405
812,Afuresertib,HCC1187,3.021916501,0.577528
813,Alpelisib,HCC1187,4.544422586,1.811514
814,Avagacestat,HCC1187,4.569729513,4.73917
815,Axitinib,HCC1187,2.828859066,2.645939
816,BI-2536,HCC1187,2.636376092,-0.212038
817,BIBR-1532,HCC1187,4.527651911,4.810306
818,BMS-345541,HCC1187,2.106860968,3.180846
819,BMS-536924,HCC1187,4.177553098,2.105699
820,BMS-754807,HCC1187,0.201923349,2.57641
821,Bleomycin,HCC1187,2.988183197,3.801994
822,Bleomycin (50 uM),HCC1187,3.593406093,3.827846
823,Bortezomib,HCC1187,-5.861439157,-5.259996
824,Bosutinib,HCC1187,3.768649164,2.786026
825,Bromosporine,HCC1187,3.740689981,2.488992
826,Buparlisib,HCC1187,1.715498207,0.401356
827,CCT007093,HCC1187,4.210185143,4.876686
828,CPI-637,HCC1187,5.365916674,4.053311
829,CZC24832,HCC1187,5.37230324,5.072549
830,Camptothecin,HCC1187,1.240640222,-1.860713
831,Carmustine,HCC1187,6.476382173,6.209682
832,Cediranib,HCC1187,3.869726842,1.939772
833,Cisplatin,HCC1187,4.081944694,3.875802
834,Crizotinib,HCC1187,2.36093167,2.363063
835,Cyclophosphamide,HCC1187,4.745388871,5.232192
836,Cytarabine,HCC1187,3.324361937,3.227884
837,Dabrafenib,HCC1187,4.237743162,5.170503
838,Dacarbazine,HCC1187,6.022653247,5.924696
839,Dactinomycin,HCC1187,-2.930841445,-3.99955
840,Dactolisib,HCC1187,1.501885236,-1.57448
841,Dasatinib,HCC1187,4.087140423,0.462462
842,Dihydrorotenone,HCC1187,-2.737095427,0.512034
843,Dinaciclib,HCC1187,-4.278835747,-2.898305
844,Docetaxel,HCC1187,-4.654389911,-3.727285
845,Doramapimod,HCC1187,4.091357318,5.339613
846,EHT-1864,HCC1187,2.006490653,3.599862
847,EPZ004777,HCC1187,5.419711928,5.295318
848,EPZ5676,HCC1187,5.117681334,5.497227
849,Elephantin,HCC1187,4.867183366,3.669772
850,Entinostat,HCC1187,2.708007097,1.879929
851,Entospletinib,HCC1187,5.371560202,3.838724
852,Epirubicin,HCC1187,3.361589854,-0.150366
853,Erlotinib,HCC1187,2.657153446,2.561683
854,Fludarabine,HCC1187,6.070164645,5.269121
855,Foretinib,HCC1187,0.283828017,0.543737
856,Fulvestrant,HCC1187,4.348349498,3.502819
857,GDC0810,HCC1187,4.244448746,5.05462
858,GNE-317,HCC1187,2.705013962,-0.065265
859,GSK-LSD1,HCC1187,3.056709835,2.3412
860,GSK1904529A,HCC1187,3.583419495,4.185464
861,GSK2110183B,HCC1187,2.864474454,1.018338
862,GSK2578215A,HCC1187,4.729749338,4.84778
863,GSK2606414,HCC1187,5.377899838,3.502534
864,GSK269962A,HCC1187,4.007744744,2.010215
865,GSK2801,HCC1187,5.340632278,4.628967
866,GSK2830371,HCC1187,5.369101044,5.396335
867,GSK343,HCC1187,3.895152412,4.226367
868,GSK591,HCC1187,5.332400956,4.424409
869,GW441756,HCC1187,1.735457284,3.203913
870,Gallibiscoquinazole,HCC1187,2.970207771,2.864888
871,Gefitinib,HCC1187,3.531042163,2.753166
872,Gemcitabine,HCC1187,6.224837285,2.396981
873,I-BET-762,HCC1187,5.368563747,2.959189
874,I-BRD9,HCC1187,4.44970475,4.282763
875,ICL-SIRT078,HCC1187,3.949552855,4.295253
876,IWP-2,HCC1187,2.731991204,2.6788
877,Ibrutinib,HCC1187,3.753851855,2.964933
878,Ipatasertib,HCC1187,3.469111721,1.21124
879,Irinotecan,HCC1187,5.244332551,3.412894
880,JNK Inhibitor VIII,HCC1187,3.309182605,5.008969
881,JQ1,HCC1187,2.157325194,1.142215
882,KRAS (G12C) Inhibitor-12,HCC1187,2.574040034,4.602339
883,KU-55933,HCC1187,4.996236728,4.855742
884,L-Oxonoreleagnine,HCC1187,3.926692257,3.474787
885,LCL161,HCC1187,4.69322746,4.483108
886,LGK974,HCC1187,3.503820393,3.863379
887,LJI308,HCC1187,5.043637378,5.005764
888,LMP744,HCC1187,3.376902658,0.829665
889,LY2109761,HCC1187,3.579169093,5.183169
890,Lapatinib,HCC1187,5.226373514,2.251892
891,Leflunomide,HCC1187,4.455464383,5.16083
892,Lenalidomide,HCC1187,5.366410035,5.325796
893,Lestaurtinib,HCC1187,-0.60322002,0.031325
894,Linsitinib,HCC1187,3.394222504,3.915177
895,Luminespib,HCC1187,1.813081634,-2.730979
896,MG-132,HCC1187,-1.751930187,-1.395297
897,MIM1,HCC1187,3.977007454,3.994165
898,MIRA-1,HCC1187,4.984464467,5.603249
899,MK-1775,HCC1187,1.677484233,0.473097
900,MK-2206,HCC1187,2.863974695,1.660789
901,MK-8776,HCC1187,4.684939896,3.143641
902,ML323,HCC1187,3.883954293,4.229972
903,MN-64,HCC1187,1.676433388,4.501805
904,Methotrexate,HCC1187,-2.552634982,1.984375
905,Mirin,HCC1187,4.142373348,4.893636
906,Mitoxantrone,HCC1187,1.240874967,2.540762
907,Motesanib,HCC1187,5.312485922,5.391285
908,Mycophenolic acid,HCC1187,5.354492259,2.098071
909,N-acetyl cysteine,HCC1187,8.895636789,10.084476
910,NU7441,HCC1187,4.097348051,2.72104
911,NVP-ADW742,HCC1187,4.08829943,3.000929
912,Navitoclax,HCC1187,3.631228279,0.538843
913,Nelarabine,HCC1187,6.052151247,6.237662
914,Nilotinib,HCC1187,4.136108369,3.436705
915,Niraparib,HCC1187,4.111744492,4.171801
916,Nutlin-3a (-),HCC1187,4.548689075,5.433659
917,OF-1,HCC1187,1.86728612,3.862018
918,OSI-027,HCC1187,3.109177469,1.684581
919,OTX015,HCC1187,2.450643707,1.640341
920,Obatoclax Mesylate,HCC1187,0.961346462,0.490581
921,Olaparib,HCC1187,4.460889944,4.674487
922,Osimertinib,HCC1187,1.838928913,1.142907
923,Oxaliplatin,HCC1187,3.286756949,5.046016
924,P22077,HCC1187,4.050165212,4.287838
925,PCI-34051,HCC1187,5.369089594,4.592082
926,PD0325901,HCC1187,2.534667855,3.130733
927,PD173074,HCC1187,4.424597206,3.973127
928,PF-4708671,HCC1187,4.307152003,3.587356
929,PFI-1,HCC1187,4.965094469,4.297625
930,PFI3,HCC1187,5.37664018,5.275964
931,PLX-4720,HCC1187,5.621832484,4.638481
932,POMHEX,HCC1187,-0.299529748,1.711744
933,PRIMA-1MET,HCC1187,4.491009745,4.956001
934,PRT062607,HCC1187,5.365382335,2.833268
935,Paclitaxel,HCC1187,-4.759722852,-3.440333
936,Palbociclib,HCC1187,4.287420156,4.236789
937,Pevonedistat,HCC1187,2.671186307,1.385088
938,Picolinici-acid,HCC1187,5.348773611,5.320004
939,Pictilisib,HCC1187,1.869899533,-0.091805
940,Podophyllotoxin bromide,HCC1187,-1.198184378,-0.655881
941,Pyridostatin,HCC1187,4.473329251,3.469717
942,RO-3306,HCC1187,5.107099483,3.396575
943,RVX-208,HCC1187,5.359488698,4.726372
944,Rapamycin,HCC1187,-0.687643344,-2.180041
945,Refametinib,HCC1187,2.538229905,3.579696
946,Remodelin,HCC1187,4.321484874,4.485209
947,Ribociclib,HCC1187,4.114708155,4.202507
948,Romidepsin,HCC1187,-3.82682649,-6.167947
949,Rucaparib,HCC1187,3.672111599,4.216043
950,Ruxolitinib,HCC1187,3.216758386,4.894943
951,SB216763,HCC1187,5.027237388,5.262925
952,SB590885,HCC1187,4.684939896,5.046966
953,SCH772984,HCC1187,5.129826683,3.464223
954,SGC-CBP30,HCC1187,4.651901603,4.203056
955,SGC0946,HCC1187,0.972518687,2.197934
956,SN-38,HCC1187,3.40868545,-1.980214
957,Sabutoclax,HCC1187,-1.812969912,-0.338972
958,Sapitinib,HCC1187,4.512400393,2.36118
959,Savolitinib,HCC1187,0.930695066,2.594306
960,Schweinfurthin A,HCC1187,1.627053769,1.088608
961,Selumetinib,HCC1187,4.33982479,4.744082
962,Sepantronium bromide,HCC1187,-2.644641047,-4.629701
963,Serdemetan,HCC1187,3.947179743,3.590007
964,Sinularin,HCC1187,3.653759471,3.43815
965,Sorafenib,HCC1187,2.294080625,2.457101
966,Staurosporine,HCC1187,-1.991935771,-3.429786
967,Talazoparib,HCC1187,5.29525931,4.053092
968,Tamoxifen,HCC1187,3.572879814,3.886016
969,Tanespimycin,HCC1187,1.12394813,0.016476
970,Taselisib,HCC1187,3.117261442,0.027204
971,Telomerase Inhibitor IX,HCC1187,1.855446428,1.211173
972,Temozolomide,HCC1187,6.795984496,6.641144
973,Temsirolimus,HCC1187,3.028516173,0.911107
974,Teniposide,HCC1187,2.371558759,0.860263
975,Topotecan,HCC1187,4.168023269,0.492105
976,Tozasertib,HCC1187,2.723568204,2.202508
977,Trametinib,HCC1187,2.224068537,1.852735
978,UMI-77,HCC1187,1.680653869,2.713187
979,UNC0379,HCC1187,4.03627207,4.26071
980,UNC0638,HCC1187,4.684939896,4.936695
981,Ulixertinib,HCC1187,3.625820965,3.135713
982,Uprosertib,HCC1187,5.065864313,1.000201
983,VE-822,HCC1187,4.089903175,3.287627
984,VE821,HCC1187,5.336524707,3.939067
985,VX-11e,HCC1187,3.357521322,3.469563
986,Veliparib,HCC1187,5.135328119,5.291505
987,Venetoclax,HCC1187,2.357071171,2.350102
988,Vinblastine,HCC1187,0.235892773,-3.27381
989,Vincristine,HCC1187,-4.477343043,-2.322453
990,Vinorelbine,HCC1187,-5.635734628,-3.2107
991,Vismodegib,HCC1187,5.202196996,4.928738
992,Vorinostat,HCC1187,2.691514796,1.319782
993,WEHI-539,HCC1187,3.721744133,2.530021
994,WIKI4,HCC1187,3.294058717,3.590151
995,WZ4003,HCC1187,5.375015697,4.251672
996,Wee1 Inhibitor,HCC1187,4.236263055,2.240034
997,Wnt-C59,HCC1187,5.118689375,4.010939
998,XAV939,HCC1187,2.467970573,4.419929
999,YK-4-279,HCC1187,3.5286178,3.034287
1000,ZM447439,HCC1187,1.913961111,3.215134
1001,Zoledronate,HCC1187,3.744203478,3.955836
1002,alpha-lipoic acid,HCC1187,6.735364376,7.319527
1003,glutathione,HCC1187,8.659428087,9.497562
1004,5-Fluorouracil,HS578T,4.859618464,5.833508
1005,5-azacytidine,HS578T,2.32429526,4.280791
1006,A-366,HS578T,4.621757411,5.163643
1007,ABT737,HS578T,2.337206058,3.047548
1008,AGI-5198,HS578T,5.037240289,5.21839
1009,AGI-6780,HS578T,4.030129924,4.945225
1010,AGK2,HS578T,3.396325393,3.270127
1011,AMG-319,HS578T,4.798471951,5.519509
1012,AT13148,HS578T,2.1402327,3.532657
1013,AZ6102,HS578T,2.058539396,2.560265
1014,AZ960,HS578T,0.457758956,1.99033
1015,AZD1208,HS578T,5.041582823,5.858645
1016,AZD1332,HS578T,1.392176707,3.777493
1017,AZD2014,HS578T,-0.23176243,1.602169
1018,AZD3759,HS578T,3.375842995,3.26025
1019,AZD4547,HS578T,2.715783009,2.450367
1020,AZD5153,HS578T,-0.464744866,1.022989
1021,AZD5363,HS578T,1.333245132,2.612663
1022,AZD5438,HS578T,1.249668737,2.320654
1023,AZD5582,HS578T,2.039740475,3.000983
1024,AZD5991,HS578T,4.114306491,5.513534
1025,AZD6482,HS578T,1.599428859,3.106414
1026,AZD6738,HS578T,1.099491232,2.321563
1027,AZD7762,HS578T,-0.537589244,-0.038092
1028,AZD8055,HS578T,-1.745734798,-0.881441
1029,AZD8186,HS578T,1.898470182,2.963451
1030,Acetalax,HS578T,2.054847445,5.434268
1031,Afatinib,HS578T,1.455081784,2.428659
1032,Afuresertib,HS578T,1.609257936,2.738878
1033,Alisertib,HS578T,1.134765225,2.144283
1034,Alpelisib,HS578T,2.423235329,3.976088
1035,Avagacestat,HS578T,3.431718568,5.433494
1036,Axitinib,HS578T,2.139422658,3.572823
1037,BI-2536,HS578T,-4.416597945,-1.162138
1038,BIBR-1532,HS578T,5.914701856,5.394753
1039,BMS-345541,HS578T,3.469936677,4.227633
1040,BMS-536924,HS578T,1.869456733,1.889105
1041,BMS-754807,HS578T,2.124918376,3.500848
1042,Bleomycin,HS578T,2.151212473,3.117603
1043,Bleomycin (50 uM),HS578T,3.798179312,2.994253
1044,Bortezomib,HS578T,-6.012449995,-5.957837
1045,Bosutinib,HS578T,3.313562099,2.94457
1046,Bromosporine,HS578T,0.799728571,2.341876
1047,Buparlisib,HS578T,0.431344286,0.807705
1048,CPI-637,HS578T,3.218323217,4.198772
1049,CZC24832,HS578T,4.064585026,5.515578
1050,Camptothecin,HS578T,-0.6846606,-3.005701
1051,Carmustine,HS578T,6.19784545,6.715374
1052,Cediranib,HS578T,0.915954046,2.264286
1053,Cisplatin,HS578T,4.295031413,4.752161
1054,Crizotinib,HS578T,2.856482233,3.321688
1055,Cyclophosphamide,HS578T,4.447831085,5.587326
1056,Cytarabine,HS578T,3.573614089,3.622212
1057,Dabrafenib,HS578T,5.856508503,5.618786
1058,Dacarbazine,HS578T,5.974739117,6.189146
1059,Dactinomycin,HS578T,-2.589945395,-4.115203
1060,Dactolisib,HS578T,-2.273762074,-2.516101
1061,Daporinad,HS578T,-4.652327563,-3.951267
1062,Dasatinib,HS578T,-2.585983672,-0.823981
