"",drug,cell_line,IC50,OncotreeCode
2313,KRAS (G12C) Inhibitor-12,NCIH1693,6.679298,LUAD
2314,KU-55933,NCIH1693,5.356859,LUAD
2315,L-Oxonoreleagnine,NCIH1693,6.022740,LUAD
2316,LCL161,NCIH1693,5.184737,LUAD
2317,LGK974,NCIH1693,5.104646,LUAD
2318,LJI308,NCIH1693,6.613350,LUAD
2319,LMP744,NCIH1693,3.144280,LUAD
2320,LY2109761,NCIH1693,6.068818,LUAD
2321,Lapatinib,NCIH1693,3.240619,LUAD
2322,Leflunomide,NCIH1693,5.191717,LUAD
2323,Lenalidomide,NCIH1693,7.379083,LUAD
2324,Lestaurtinib,NCIH1693,3.853646,LUAD
2325,Linsitinib,NCIH1693,4.701423,LUAD
2326,Luminespib,NCIH1693,0.246349,LUAD
2327,MG-132,NCIH1693,-1.702304,LUAD
2328,MIM1,NCIH1693,4.924975,LUAD
2329,MIRA-1,NCIH1693,6.144568,LUAD
2330,MK-1775,NCIH1693,2.900920,LUAD
2331,MK-2206,NCIH1693,4.083150,LUAD
2332,MK-8776,NCIH1693,4.672315,LUAD
2333,ML323,NCIH1693,7.655454,LUAD
2334,MN-64,NCIH1693,4.203926,LUAD
2335,Methotrexate,NCIH1693,0.656467,LUAD
2336,Mirin,NCIH1693,6.120620,LUAD
2337,Mitoxantrone,NCIH1693,1.734703,LUAD
2338,Motesanib,NCIH1693,7.401014,LUAD
2339,Mycophenolic acid,NCIH1693,3.484299,LUAD
2340,N-acetyl cysteine,NCIH1693,11.165503,LUAD
2341,NU7441,NCIH1693,4.364369,LUAD
2342,NVP-ADW742,NCIH1693,2.756329,LUAD
2343,Navitoclax,NCIH1693,5.297140,LUAD
2344,Nelarabine,NCIH1693,7.977003,LUAD
2345,Nilotinib,NCIH1693,6.032194,LUAD
2346,Niraparib,NCIH1693,6.277330,LUAD
2347,Nutlin-3a (-),NCIH1693,7.361189,LUAD
2348,OF-1,NCIH1693,5.009908,LUAD
2349,OSI-027,NCIH1693,2.727089,LUAD
2350,OTX015,NCIH1693,5.107831,LUAD
2351,Obatoclax Mesylate,NCIH1693,0.796100,LUAD
2352,Olaparib,NCIH1693,6.590048,LUAD
2353,Osimertinib,NCIH1693,1.107273,LUAD
2354,Oxaliplatin,NCIH1693,7.470920,LUAD
2355,P22077,NCIH1693,5.228254,LUAD
2356,PCI-34051,NCIH1693,7.171354,LUAD
2357,PD0325901,NCIH1693,2.325351,LUAD
2358,PD173074,NCIH1693,5.010726,LUAD
2359,PFI-1,NCIH1693,5.801804,LUAD
2360,PFI3,NCIH1693,7.241347,LUAD
2361,PLX-4720,NCIH1693,7.642020,LUAD
2362,POMHEX,NCIH1693,2.198156,LUAD
2363,PRIMA-1MET,NCIH1693,3.077861,LUAD
2364,PRT062607,NCIH1693,5.534206,LUAD
2365,Paclitaxel,NCIH1693,1.486637,LUAD
2366,Palbociclib,NCIH1693,4.266099,LUAD
2367,Pevonedistat,NCIH1693,2.556074,LUAD
2368,Picolinici-acid,NCIH1693,7.088135,LUAD
2369,Pictilisib,NCIH1693,2.072652,LUAD
2370,Podophyllotoxin bromide,NCIH1693,3.059770,LUAD
2371,Pyridostatin,NCIH1693,5.071972,LUAD
2372,RO-3306,NCIH1693,7.401014,LUAD
2373,RVX-208,NCIH1693,7.052664,LUAD
2374,Rapamycin,NCIH1693,-0.804703,LUAD
2375,Refametinib,NCIH1693,2.896756,LUAD
2376,Remodelin,NCIH1693,7.191686,LUAD
2377,Ribociclib,NCIH1693,6.045611,LUAD
2378,Romidepsin,NCIH1693,-2.981892,LUAD
2379,Rucaparib,NCIH1693,4.906762,LUAD
2380,Ruxolitinib,NCIH1693,6.159668,LUAD
2381,SB216763,NCIH1693,4.763955,LUAD
2382,SB590885,NCIH1693,5.630407,LUAD
2383,SCH772984,NCIH1693,3.241119,LUAD
2384,SGC-CBP30,NCIH1693,6.322185,LUAD
2385,SGC0946,NCIH1693,3.880318,LUAD
2386,SN-38,NCIH1693,-1.016327,LUAD
2387,Sabutoclax,NCIH1693,0.916430,LUAD
2388,Sapitinib,NCIH1693,2.768859,LUAD
2389,Savolitinib,NCIH1693,2.926237,LUAD
2390,Schweinfurthin A,NCIH1693,4.783332,LUAD
2391,Selumetinib,NCIH1693,4.333748,LUAD
2392,Sepantronium bromide,NCIH1693,-6.301236,LUAD
2393,Serdemetan,NCIH1693,3.798069,LUAD
2394,Sinularin,NCIH1693,6.120647,LUAD
2395,Sorafenib,NCIH1693,3.958801,LUAD
2396,Staurosporine,NCIH1693,-3.516148,LUAD
2397,Talazoparib,NCIH1693,3.463113,LUAD
2398,Tamoxifen,NCIH1693,3.566877,LUAD
2399,Tanespimycin,NCIH1693,3.242712,LUAD
2400,Taselisib,NCIH1693,4.782896,LUAD
2401,Telomerase Inhibitor IX,NCIH1693,0.815398,LUAD
2402,Temozolomide,NCIH1693,8.509701,LUAD
2403,Temsirolimus,NCIH1693,1.050380,LUAD
2404,Teniposide,NCIH1693,5.064852,LUAD
2405,Topotecan,NCIH1693,1.157993,LUAD
2406,Trametinib,NCIH1693,0.799060,LUAD
2407,UMI-77,NCIH1693,1.785551,LUAD
2408,UNC0379,NCIH1693,5.562685,LUAD
2409,UNC0638,NCIH1693,6.528903,LUAD
2410,Ulixertinib,NCIH1693,3.733352,LUAD
2411,Uprosertib,NCIH1693,4.005835,LUAD
2412,VE-822,NCIH1693,6.313197,LUAD
2413,VE821,NCIH1693,5.380125,LUAD
2414,VX-11e,NCIH1693,4.076083,LUAD
2415,Veliparib,NCIH1693,6.152682,LUAD
2416,Venetoclax,NCIH1693,1.878673,LUAD
2417,Vinblastine,NCIH1693,-0.976258,LUAD
2418,Vincristine,NCIH1693,1.973442,LUAD
2419,Vinorelbine,NCIH1693,0.975621,LUAD
2420,Vismodegib,NCIH1693,5.873872,LUAD
2421,Vorinostat,NCIH1693,2.075798,LUAD
2422,WEHI-539,NCIH1693,4.832563,LUAD
2423,WIKI4,NCIH1693,2.828166,LUAD
2424,WZ4003,NCIH1693,7.219908,LUAD
2425,Wee1 Inhibitor,NCIH1693,4.844862,LUAD
2426,Wnt-C59,NCIH1693,7.121742,LUAD
2427,XAV939,NCIH1693,4.290264,LUAD
2428,YK-4-279,NCIH1693,5.100747,LUAD
2429,ZM447439,NCIH1693,2.697865,LUAD
2430,Zoledronate,NCIH1693,5.765773,LUAD
2431,alpha-lipoic acid,NCIH1693,9.021866,LUAD
2432,glutathione,NCIH1693,10.591805,LUAD
2866,5-Fluorouracil,PC14,4.138791,LUAD
2867,5-azacytidine,PC14,2.782368,LUAD
2868,A-366,PC14,4.651003,LUAD
2869,ABT737,PC14,2.341568,LUAD
2870,AGI-5198,PC14,5.232588,LUAD
2871,AGI-6780,PC14,5.228069,LUAD
2872,AGK2,PC14,3.164392,LUAD
2873,AMG-319,PC14,5.707739,LUAD
2874,AT13148,PC14,3.423253,LUAD
2875,AZ6102,PC14,2.563613,LUAD
2876,AZ960,PC14,0.918031,LUAD
2877,AZD1208,PC14,6.797541,LUAD
2878,AZD1332,PC14,6.078735,LUAD
2879,AZD2014,PC14,1.202671,LUAD
2880,AZD3759,PC14,-2.405717,LUAD
2881,AZD4547,PC14,3.271007,LUAD
2882,AZD5153,PC14,2.617016,LUAD
2883,AZD5363,PC14,2.547060,LUAD
2884,AZD5438,PC14,3.039002,LUAD
2885,AZD5582,PC14,1.962066,LUAD
2886,AZD5991,PC14,7.420581,LUAD
2887,AZD6482,PC14,4.239959,LUAD
2888,AZD6738,PC14,0.899934,LUAD
2889,AZD7762,PC14,-1.078449,LUAD
2890,AZD8055,PC14,-0.514323,LUAD
2891,AZD8186,PC14,3.333335,LUAD
2892,Acetalax,PC14,5.398282,LUAD
2893,Afatinib,PC14,-3.530785,LUAD
2894,Afuresertib,PC14,2.237580,LUAD
2895,Alisertib,PC14,0.913915,LUAD
2896,Alpelisib,PC14,3.652979,LUAD
2897,Avagacestat,PC14,5.539423,LUAD
2898,Axitinib,PC14,3.249825,LUAD
2899,BI-2536,PC14,-2.902348,LUAD
2900,BIBR-1532,PC14,6.257053,LUAD
2901,BMS-345541,PC14,2.735978,LUAD
2902,BMS-536924,PC14,1.121395,LUAD
2903,BMS-754807,PC14,3.205969,LUAD
2904,BX795,PC14,2.470235,LUAD
2905,Bicalutamide,PC14,5.698915,LUAD
2906,Bleomycin,PC14,1.885852,LUAD
2907,Bleomycin (50 uM),PC14,1.352584,LUAD
2908,Bortezomib,PC14,-4.628624,LUAD
2909,Bosutinib,PC14,-0.704709,LUAD
2910,Bromosporine,PC14,3.939281,LUAD
2911,Buparlisib,PC14,0.876990,LUAD
2912,CCT-018159,PC14,1.809903,LUAD
2913,CCT007093,PC14,5.420619,LUAD
2914,CHIR-99021,PC14,5.418055,LUAD
2915,CPI-637,PC14,4.707456,LUAD
2916,CZC24832,PC14,5.927456,LUAD
2917,Camptothecin,PC14,-2.260841,LUAD
2918,Carmustine,PC14,7.381165,LUAD
2919,Cediranib,PC14,0.280926,LUAD
2920,Cisplatin,PC14,3.588262,LUAD
2921,Crizotinib,PC14,1.965356,LUAD
2922,Cyclophosphamide,PC14,6.285854,LUAD
2923,Cytarabine,PC14,1.661593,LUAD
2924,Dabrafenib,PC14,5.299505,LUAD
2925,Dacarbazine,PC14,6.574777,LUAD
2926,Dactinomycin,PC14,-3.292126,LUAD
2927,Dactolisib,PC14,-2.311859,LUAD
2928,Daporinad,PC14,-3.435059,LUAD
2929,Dasatinib,PC14,-1.950497,LUAD
2930,Dihydrorotenone,PC14,0.536773,LUAD
2931,Dinaciclib,PC14,-3.640036,LUAD
2932,Docetaxel,PC14,-5.037010,LUAD
2933,Doramapimod,PC14,4.747444,LUAD
2934,EHT-1864,PC14,3.722729,LUAD
2935,EPZ004777,PC14,5.557169,LUAD
2936,EPZ5676,PC14,6.716941,LUAD
2937,Elephantin,PC14,4.838855,LUAD
2938,Elesclomol,PC14,-1.924774,LUAD
2939,Entinostat,PC14,1.382918,LUAD
2940,Entospletinib,PC14,2.503902,LUAD
2941,Epirubicin,PC14,-0.498431,LUAD
2942,Erlotinib,PC14,-2.165833,LUAD
2943,Fludarabine,PC14,6.048397,LUAD
2944,Foretinib,PC14,0.812795,LUAD
2945,Fulvestrant,PC14,4.693725,LUAD
2946,GDC0810,PC14,5.259641,LUAD
2947,GNE-317,PC14,0.140996,LUAD
2948,GSK-LSD1,PC14,2.878412,LUAD
2949,GSK1904529A,PC14,4.594172,LUAD
2950,GSK2110183B,PC14,3.174015,LUAD
2951,GSK2578215A,PC14,5.412372,LUAD
2952,GSK2606414,PC14,3.455609,LUAD
2953,GSK269962A,PC14,3.179587,LUAD
2954,GSK2801,PC14,5.237964,LUAD
2955,GSK2830371,PC14,6.605547,LUAD
2956,GSK343,PC14,3.482147,LUAD
2957,GSK591,PC14,3.997909,LUAD
2958,GW441756,PC14,4.247110,LUAD
2959,Gallibiscoquinazole,PC14,3.770780,LUAD
2960,Gefitinib,PC14,-1.397133,LUAD
2961,Gemcitabine,PC14,-1.300914,LUAD
2962,I-BET-762,PC14,4.243052,LUAD
2963,I-BRD9,PC14,5.212693,LUAD
2964,ICL-SIRT078,PC14,3.469139,LUAD
2965,IOX2,PC14,4.185974,LUAD
2966,IWP-2,PC14,3.701118,LUAD
2967,Ibrutinib,PC14,-0.027766,LUAD
2968,Ipatasertib,PC14,2.986795,LUAD
2969,Irinotecan,PC14,2.992119,LUAD
2970,JNK Inhibitor VIII,PC14,5.603030,LUAD
2971,JQ1,PC14,3.260705,LUAD
2972,KRAS (G12C) Inhibitor-12,PC14,3.515464,LUAD
2973,KU-55933,PC14,6.780180,LUAD
2974,L-Oxonoreleagnine,PC14,4.217875,LUAD
2975,LCL161,PC14,4.973770,LUAD
2976,LGK974,PC14,4.078761,LUAD
2977,LJI308,PC14,4.956674,LUAD
2978,LMP744,PC14,-0.602538,LUAD
2979,LY2109761,PC14,4.690283,LUAD
2980,Lapatinib,PC14,0.498939,LUAD
2981,Leflunomide,PC14,5.554370,LUAD
2982,Lenalidomide,PC14,6.977512,LUAD
2983,Lestaurtinib,PC14,-1.406138,LUAD
2984,Linsitinib,PC14,4.590801,LUAD
2985,Luminespib,PC14,-3.585377,LUAD
2986,MG-132,PC14,-1.146146,LUAD
2987,MIM1,PC14,4.727622,LUAD
2988,MIRA-1,PC14,6.455351,LUAD
2989,MK-1775,PC14,-1.029369,LUAD
2990,MK-2206,PC14,2.558908,LUAD
2991,MK-8776,PC14,2.320136,LUAD
2992,ML323,PC14,4.244610,LUAD
2993,MN-64,PC14,6.129964,LUAD
2994,Methotrexate,PC14,-0.801945,LUAD
2995,Mirin,PC14,4.978771,LUAD
2996,Mitoxantrone,PC14,0.550868,LUAD
2997,Motesanib,PC14,7.156553,LUAD
2998,Mycophenolic acid,PC14,2.339659,LUAD
2999,N-acetyl cysteine,PC14,10.319507,LUAD
3000,NU7441,PC14,3.187732,LUAD
3001,NVP-ADW742,PC14,2.746289,LUAD
3002,Navitoclax,PC14,4.962459,LUAD
3003,Nelarabine,PC14,7.574493,LUAD
3004,Nilotinib,PC14,3.915461,LUAD
3005,Niraparib,PC14,4.427267,LUAD
3006,Nutlin-3a (-),PC14,5.514282,LUAD
3007,OF-1,PC14,3.795572,LUAD
3008,OSI-027,PC14,3.290964,LUAD
3009,OTX015,PC14,3.147328,LUAD
3010,Obatoclax Mesylate,PC14,-0.445805,LUAD
3011,Olaparib,PC14,4.303406,LUAD
3012,Osimertinib,PC14,-3.304462,LUAD
3013,Oxaliplatin,PC14,5.500469,LUAD
3014,P22077,PC14,6.254025,LUAD
3015,PCI-34051,PC14,5.159949,LUAD
3016,PD0325901,PC14,0.810648,LUAD
3017,PD173074,PC14,3.861776,LUAD
3018,PF-4708671,PC14,4.080077,LUAD
3019,PFI-1,PC14,5.549546,LUAD
3020,PFI3,PC14,6.910740,LUAD
3021,PLX-4720,PC14,4.082857,LUAD
3022,POMHEX,PC14,2.759214,LUAD
3023,PRIMA-1MET,PC14,6.120827,LUAD
3024,PRT062607,PC14,2.003212,LUAD
3025,Paclitaxel,PC14,-4.324666,LUAD
3026,Palbociclib,PC14,3.797205,LUAD
3027,Pevonedistat,PC14,1.391274,LUAD
3028,Picolinici-acid,PC14,6.493716,LUAD
3029,Pictilisib,PC14,1.123065,LUAD
3030,Piperlongumine,PC14,3.879270,LUAD
3031,Podophyllotoxin bromide,PC14,-1.113967,LUAD
3032,Pyridostatin,PC14,3.555248,LUAD
3033,RO-3306,PC14,3.365589,LUAD
3034,RVX-208,PC14,6.546117,LUAD
3035,Rapamycin,PC14,-2.392234,LUAD
3036,Refametinib,PC14,1.632968,LUAD
3037,Remodelin,PC14,4.393664,LUAD
3038,Ribociclib,PC14,4.220373,LUAD
3039,Romidepsin,PC14,-5.638503,LUAD
3040,Rucaparib,PC14,4.241976,LUAD
3041,Ruxolitinib,PC14,3.816596,LUAD
3042,SB216763,PC14,6.354427,LUAD
3043,SB505124,PC14,3.756379,LUAD
3044,SB590885,PC14,6.795044,LUAD
3045,SCH772984,PC14,2.200315,LUAD
3046,SGC-CBP30,PC14,4.602588,LUAD
3047,SGC0946,PC14,3.162286,LUAD
3048,SL0101,PC14,6.081525,LUAD
3049,SN-38,PC14,-2.859507,LUAD
3050,Sabutoclax,PC14,-0.551162,LUAD
3051,Sapitinib,PC14,-3.771513,LUAD
3052,Savolitinib,PC14,3.935786,LUAD
3053,Schweinfurthin A,PC14,4.451199,LUAD
3054,Selumetinib,PC14,3.661364,LUAD
3055,Sepantronium bromide,PC14,-4.080156,LUAD
3056,Serdemetan,PC14,2.737100,LUAD
3057,Sinularin,PC14,4.726871,LUAD
3058,Sorafenib,PC14,2.915158,LUAD
3059,Staurosporine,PC14,-4.374277,LUAD
3060,TW 37,PC14,0.612038,LUAD
3061,Talazoparib,PC14,3.008351,LUAD
3062,Tamoxifen,PC14,4.925683,LUAD
3063,Tanespimycin,PC14,-2.585902,LUAD
3064,Taselisib,PC14,1.910559,LUAD
3065,Telomerase Inhibitor IX,PC14,1.384488,LUAD
3066,Temozolomide,PC14,6.866748,LUAD
3067,Temsirolimus,PC14,0.477702,LUAD
3068,Teniposide,PC14,0.572942,LUAD
3069,Topotecan,PC14,0.401295,LUAD
3070,Tozasertib,PC14,2.299420,LUAD
3071,Trametinib,PC14,-0.296010,LUAD
3072,Tretinoin,PC14,5.661629,LUAD
3073,UMI-77,PC14,3.500488,LUAD
3074,UNC0379,PC14,3.223946,LUAD
3075,UNC0638,PC14,4.490430,LUAD
3076,Ulixertinib,PC14,2.609317,LUAD
3077,Uprosertib,PC14,2.151562,LUAD
3078,VE-822,PC14,1.234501,LUAD
3079,VE821,PC14,3.063726,LUAD
3080,VX-11e,PC14,2.184393,LUAD
3081,Veliparib,PC14,7.083729,LUAD
3082,Venetoclax,PC14,2.101849,LUAD
3083,Vinblastine,PC14,-4.817148,LUAD
3084,Vincristine,PC14,-2.860375,LUAD
3085,Vinorelbine,PC14,-4.385509,LUAD
3086,Vismodegib,PC14,5.228461,LUAD
3087,Vorinostat,PC14,1.429570,LUAD
3088,WEHI-539,PC14,4.853437,LUAD
3089,WIKI4,PC14,3.392275,LUAD
3090,WZ4003,PC14,3.786859,LUAD
3091,Wee1 Inhibitor,PC14,1.413502,LUAD
3092,Wnt-C59,PC14,4.343303,LUAD
3093,XAV939,PC14,4.803742,LUAD
3094,YK-4-279,PC14,1.433698,LUAD
3095,ZM447439,PC14,1.838791,LUAD
3096,Zoledronate,PC14,5.591058,LUAD
3097,alpha-lipoic acid,PC14,8.290598,LUAD
3098,glutathione,PC14,9.942259,LUAD
3099,5-Fluorouracil,NCIH1650,6.060187,NSCLC
3100,5-azacytidine,NCIH1650,6.295377,NSCLC
3101,A-366,NCIH1650,6.733902,NSCLC
3102,ABT737,NCIH1650,2.537756,NSCLC
3103,AGI-5198,NCIH1650,4.082709,NSCLC
3104,AGI-6780,NCIH1650,6.638416,NSCLC
3105,AGK2,NCIH1650,3.896506,NSCLC
3106,AMG-319,NCIH1650,4.663091,NSCLC
3107,AT13148,NCIH1650,6.986411,NSCLC
3108,AZ6102,NCIH1650,4.148190,NSCLC
3109,AZ960,NCIH1650,3.549114,NSCLC
3110,AZD1208,NCIH1650,6.994694,NSCLC
3111,AZD1332,NCIH1650,6.098754,NSCLC
3112,AZD2014,NCIH1650,4.353257,NSCLC
3113,AZD3759,NCIH1650,0.872422,NSCLC
3114,AZD4547,NCIH1650,3.521248,NSCLC
3115,AZD5153,NCIH1650,5.950855,NSCLC
3116,AZD5363,NCIH1650,3.363760,NSCLC
3117,AZD5438,NCIH1650,4.013911,NSCLC
3118,AZD5582,NCIH1650,5.519040,NSCLC
3119,AZD5991,NCIH1650,5.749526,NSCLC
3120,AZD6738,NCIH1650,2.653521,NSCLC
3121,AZD7762,NCIH1650,-0.175007,NSCLC
3122,AZD8055,NCIH1650,3.888961,NSCLC
3123,AZD8186,NCIH1650,2.262832,NSCLC
3124,Acetalax,NCIH1650,6.044968,NSCLC
3125,Afatinib,NCIH1650,1.798059,NSCLC
3126,Afuresertib,NCIH1650,2.843108,NSCLC
3127,Alisertib,NCIH1650,2.175445,NSCLC
3128,Alpelisib,NCIH1650,4.953524,NSCLC
3129,Avagacestat,NCIH1650,6.351867,NSCLC
3130,Axitinib,NCIH1650,6.248361,NSCLC
3131,BI-2536,NCIH1650,1.673770,NSCLC
3132,BIBR-1532,NCIH1650,4.974818,NSCLC
3133,BMS-345541,NCIH1650,4.844690,NSCLC
3134,BMS-536924,NCIH1650,1.979202,NSCLC
3135,BMS-754807,NCIH1650,4.461596,NSCLC
3136,Bleomycin,NCIH1650,5.040568,NSCLC
3137,Bleomycin (50 uM),NCIH1650,4.306892,NSCLC
3138,Bortezomib,NCIH1650,-4.754171,NSCLC
3139,Bosutinib,NCIH1650,3.093987,NSCLC
3140,Bromosporine,NCIH1650,5.016562,NSCLC
3141,Buparlisib,NCIH1650,1.749997,NSCLC
3142,CCT007093,NCIH1650,6.194696,NSCLC
3143,CPI-637,NCIH1650,6.802614,NSCLC
3144,CZC24832,NCIH1650,5.972652,NSCLC
3145,Camptothecin,NCIH1650,0.137554,NSCLC
3146,Carmustine,NCIH1650,8.093306,NSCLC
3147,Cediranib,NCIH1650,0.906666,NSCLC
3148,Cisplatin,NCIH1650,7.061911,NSCLC
3149,Crizotinib,NCIH1650,4.911743,NSCLC
3150,Cyclophosphamide,NCIH1650,5.651030,NSCLC
3151,Cytarabine,NCIH1650,5.076661,NSCLC
3152,Dabrafenib,NCIH1650,6.953179,NSCLC
3153,Dacarbazine,NCIH1650,7.649775,NSCLC
3154,Dactinomycin,NCIH1650,-2.438606,NSCLC
3155,Dactolisib,NCIH1650,1.329789,NSCLC
3156,Dasatinib,NCIH1650,0.403600,NSCLC
3157,Dihydrorotenone,NCIH1650,3.327705,NSCLC
3158,Dinaciclib,NCIH1650,-0.184581,NSCLC
3159,Docetaxel,NCIH1650,1.137767,NSCLC
3160,Doramapimod,NCIH1650,6.011948,NSCLC
3161,EHT-1864,NCIH1650,4.129609,NSCLC
3162,EPZ004777,NCIH1650,7.042618,NSCLC
3163,EPZ5676,NCIH1650,7.179293,NSCLC
3164,Elephantin,NCIH1650,5.660948,NSCLC
3165,Entinostat,NCIH1650,6.556130,NSCLC
3166,Entospletinib,NCIH1650,4.905995,NSCLC
3167,Epirubicin,NCIH1650,-0.754336,NSCLC
3168,Erlotinib,NCIH1650,1.253604,NSCLC
3169,Fludarabine,NCIH1650,7.649164,NSCLC
3170,Foretinib,NCIH1650,1.470210,NSCLC
3171,Fulvestrant,NCIH1650,5.102689,NSCLC
3172,GDC0810,NCIH1650,6.768233,NSCLC
3173,GNE-317,NCIH1650,1.748963,NSCLC
3174,GSK-LSD1,NCIH1650,3.731359,NSCLC
3175,GSK1904529A,NCIH1650,5.477283,NSCLC
3176,GSK2110183B,NCIH1650,4.827166,NSCLC
3177,GSK2578215A,NCIH1650,6.306549,NSCLC
3178,GSK2606414,NCIH1650,6.036284,NSCLC
3179,GSK2801,NCIH1650,5.807752,NSCLC
3180,GSK2830371,NCIH1650,6.342452,NSCLC
3181,GSK343,NCIH1650,5.679032,NSCLC
3182,GSK591,NCIH1650,6.825398,NSCLC
3183,GW441756,NCIH1650,3.837894,NSCLC
3184,Gallibiscoquinazole,NCIH1650,4.522026,NSCLC
3185,Gefitinib,NCIH1650,2.798332,NSCLC
3186,Gemcitabine,NCIH1650,2.769188,NSCLC
3187,I-BET-762,NCIH1650,5.149989,NSCLC
3188,I-BRD9,NCIH1650,6.369160,NSCLC
3189,ICL-SIRT078,NCIH1650,6.994694,NSCLC
3190,IWP-2,NCIH1650,4.072801,NSCLC
3191,Ibrutinib,NCIH1650,5.196527,NSCLC
3192,Ipatasertib,NCIH1650,4.072757,NSCLC
3193,Irinotecan,NCIH1650,5.176364,NSCLC
3194,JNK Inhibitor VIII,NCIH1650,5.925967,NSCLC
3195,JQ1,NCIH1650,3.436888,NSCLC
3196,KRAS (G12C) Inhibitor-12,NCIH1650,7.063483,NSCLC
3197,KU-55933,NCIH1650,5.363749,NSCLC
3198,L-Oxonoreleagnine,NCIH1650,5.677716,NSCLC
3199,LCL161,NCIH1650,5.000008,NSCLC
3200,LGK974,NCIH1650,5.482312,NSCLC
3201,LJI308,NCIH1650,6.973139,NSCLC
3202,LMP744,NCIH1650,1.918147,NSCLC
3203,LY2109761,NCIH1650,6.875820,NSCLC
3204,Lapatinib,NCIH1650,3.917525,NSCLC
3205,Leflunomide,NCIH1650,5.465998,NSCLC
3206,Lenalidomide,NCIH1650,6.972097,NSCLC
3207,Lestaurtinib,NCIH1650,2.076569,NSCLC
3208,Linsitinib,NCIH1650,4.795981,NSCLC
3209,Luminespib,NCIH1650,-2.594993,NSCLC
3210,MG-132,NCIH1650,-1.429061,NSCLC
3211,MIM1,NCIH1650,3.586665,NSCLC
3212,MIRA-1,NCIH1650,7.089441,NSCLC
3213,MK-1775,NCIH1650,1.916881,NSCLC
3214,MK-2206,NCIH1650,4.111969,NSCLC
3215,MK-8776,NCIH1650,4.456417,NSCLC
3216,ML323,NCIH1650,5.951542,NSCLC
3217,MN-64,NCIH1650,5.156775,NSCLC
3218,Methotrexate,NCIH1650,-0.894744,NSCLC
3219,Mirin,NCIH1650,5.659406,NSCLC
3220,Mitoxantrone,NCIH1650,1.130382,NSCLC
3221,Motesanib,NCIH1650,6.281092,NSCLC
3222,Mycophenolic acid,NCIH1650,3.908603,NSCLC
3223,N-acetyl cysteine,NCIH1650,11.757836,NSCLC
3224,NU7441,NCIH1650,2.950949,NSCLC
3225,NVP-ADW742,NCIH1650,4.858270,NSCLC
3226,Navitoclax,NCIH1650,2.103178,NSCLC
3227,Nelarabine,NCIH1650,7.590005,NSCLC
3228,Nilotinib,NCIH1650,5.845520,NSCLC
3229,Niraparib,NCIH1650,6.746632,NSCLC
3230,Nutlin-3a (-),NCIH1650,6.612779,NSCLC
3231,OF-1,NCIH1650,5.534872,NSCLC
3232,OSI-027,NCIH1650,5.175691,NSCLC
3233,OTX015,NCIH1650,4.221004,NSCLC
3234,Obatoclax Mesylate,NCIH1650,2.239845,NSCLC
3235,Olaparib,NCIH1650,5.187174,NSCLC
3236,Osimertinib,NCIH1650,0.401363,NSCLC
3237,Oxaliplatin,NCIH1650,6.682187,NSCLC
3238,P22077,NCIH1650,4.985516,NSCLC
3239,PCI-34051,NCIH1650,6.068483,NSCLC
3240,PD0325901,NCIH1650,4.184456,NSCLC
3241,PD173074,NCIH1650,5.299380,NSCLC
3242,PFI-1,NCIH1650,4.775908,NSCLC
3243,PFI3,NCIH1650,6.670484,NSCLC
3244,PLX-4720,NCIH1650,6.931967,NSCLC
3245,POMHEX,NCIH1650,0.914770,NSCLC
3246,PRIMA-1MET,NCIH1650,6.453558,NSCLC
3247,PRT062607,NCIH1650,3.760991,NSCLC
3248,Paclitaxel,NCIH1650,1.149481,NSCLC
3249,Palbociclib,NCIH1650,5.329501,NSCLC
3250,Pevonedistat,NCIH1650,1.875965,NSCLC
3251,Picolinici-acid,NCIH1650,6.588655,NSCLC
3252,Pictilisib,NCIH1650,2.635787,NSCLC
3253,Podophyllotoxin bromide,NCIH1650,4.493826,NSCLC
3254,Pyridostatin,NCIH1650,4.127447,NSCLC
3255,RO-3306,NCIH1650,5.547487,NSCLC
3256,RVX-208,NCIH1650,6.553272,NSCLC
3257,Rapamycin,NCIH1650,0.771169,NSCLC
3258,Refametinib,NCIH1650,5.689825,NSCLC
3259,Remodelin,NCIH1650,6.832501,NSCLC
3260,Ribociclib,NCIH1650,4.495264,NSCLC
3261,Romidepsin,NCIH1650,-1.656015,NSCLC
3262,Rucaparib,NCIH1650,6.301547,NSCLC
3263,Ruxolitinib,NCIH1650,5.773252,NSCLC
3264,SB216763,NCIH1650,5.993074,NSCLC
3265,SB590885,NCIH1650,6.271918,NSCLC
3266,SCH772984,NCIH1650,5.375354,NSCLC
3267,SGC-CBP30,NCIH1650,5.564582,NSCLC
3268,SGC0946,NCIH1650,3.033642,NSCLC
3269,SN-38,NCIH1650,4.826101,NSCLC
3270,Sabutoclax,NCIH1650,2.206592,NSCLC
3271,Sapitinib,NCIH1650,2.224148,NSCLC
3272,Savolitinib,NCIH1650,2.500436,NSCLC
3273,Schweinfurthin A,NCIH1650,4.451256,NSCLC
3274,Selumetinib,NCIH1650,6.471474,NSCLC
3275,Sepantronium bromide,NCIH1650,-4.784976,NSCLC
3276,Serdemetan,NCIH1650,6.842012,NSCLC
3277,Sinularin,NCIH1650,5.564875,NSCLC
3278,Sorafenib,NCIH1650,4.881633,NSCLC
3279,Staurosporine,NCIH1650,-2.464632,NSCLC
