,drug,cell_line,IC50,prediction
578,Docetaxel,ALLSIL,-5.778016985,-5.618969
579,Veliparib,ALLSIL,3.420329801,4.076203
580,Cediranib,ALLSIL,1.130314098,0.712603
581,CPI-637,ALLSIL,3.498723412,3.740386
582,AZD3759,ALLSIL,2.208016923,2.27289
583,Venetoclax,ALLSIL,-2.885029838,-0.834215
584,Uprosertib,ALLSIL,2.00066939,2.864748
585,SGC0946,ALLSIL,1.83411214,1.563233
586,KU-55933,AM38,5.724236615,5.10064
587,WEHI-539,AM38,3.521361055,4.478608
588,Fludarabine,AM38,5.563574477,4.994504
589,I-BET-762,AM38,2.513389892,3.131766
590,GSK2578215A,AM38,5.698041312,5.064877
591,PRIMA-1MET,AM38,4.318762654,4.804844
592,5-azacytidine,AM38,2.894916853,2.608886
593,GSK2110183B,AM38,4.520244571,4.487481
594,Refametinib,AM38,-0.695919705,0.741834
595,Entospletinib,AM38,2.969659702,3.395802
596,AMG-319,AM38,4.891792341,4.597598
597,MIRA-1,AM38,5.606972076,5.262324
598,Gemcitabine,AM38,-3.033833979,-3.103331
599,LCL161,AM38,4.987994308,5.061719
600,EPZ004777,AM38,4.125922653,5.213394
601,ABT737,AM38,1.289284577,1.411798
602,PD0325901,AM38,-1.725701094,-0.838423
603,Dasatinib,AM38,4.356052958,3.027522
604,POMHEX,AM38,1.694365866,1.871223
605,Dinaciclib,AMO1,-4.428066738,-4.562592
606,AZD7762,AMO1,-1.479883525,-1.943751
607,Sinularin,AMO1,1.306737308,2.570291
608,Lestaurtinib,AMO1,-2.239097776,-1.767814
609,SB590885,AMO1,3.881368368,3.018404
610,Palbociclib,AMO1,2.24564166,1.312541
611,YK-4-279,AMO1,-0.266325698,0.378278
612,LY2109761,AMO1,4.572895252,4.276266
613,Ulixertinib,AMO1,2.470699796,0.971487
614,Elephantin,AMO1,1.571925003,1.905867
615,CCT007093,AMO1,4.513206491,4.267586
616,Ipatasertib,AMO1,3.453708437,2.046103
617,Afuresertib,AMO1,0.795538638,1.649823
618,Telomerase Inhibitor IX,AMO1,-0.570411039,-0.863923
619,AZD3759,AMO1,2.10038368,2.182695
620,Venetoclax,AMO1,1.392957511,1.675328
621,Vinorelbine,AMO1,-6.247262096,-6.35865
622,Serdemetan,AMO1,0.871789755,1.999471
623,SCH772984,AN3CA,3.136975454,3.25558
624,Afatinib,AN3CA,2.144454962,2.138616
625,N-acetyl cysteine,AN3CA,9.61128192,10.064999
626,Pyridostatin,AN3CA,2.834373522,3.309355
627,Sorafenib,AN3CA,1.900820731,1.935027
628,Staurosporine,AN3CA,-1.975466053,-3.310732
629,Teniposide,AN3CA,1.549793774,0.802648
630,AZD8186,AN3CA,1.749571519,1.915324
631,Taselisib,AN3CA,-0.51799415,0.038686
632,Cytarabine,AN3CA,3.700609331,3.145706
633,Methotrexate,AN3CA,0.166429359,-1.720848
634,KU-55933,AN3CA,3.936722818,4.555837
635,ML323,AN3CA,3.463626874,4.184413
636,Temsirolimus,AN3CA,0.446698514,0.158716
637,Ulixertinib,AN3CA,3.691131362,2.915152
638,Talazoparib,AN3CA,4.910516963,4.418886
639,Mycophenolic acid,AN3CA,2.173197076,2.7743
640,glutathione,AN3CA,6.711836216,9.287983
641,Entospletinib,AN3CA,2.035530614,3.393758
642,Lestaurtinib,ASH3,0.920847046,0.502876
643,XAV939,ASH3,5.599906179,4.537368
644,Gefitinib,ASH3,3.989944223,3.703186
645,Dasatinib,ASH3,0.367127531,0.566794
646,Vorinostat,ASH3,1.74490281,2.118984
647,Lapatinib,ASH3,3.88528452,3.864995
648,RVX-208,ASH3,5.180015106,4.507005
649,BIBR-1532,ASH3,4.472275592,5.085494
650,AZD2014,ASH3,2.375503076,2.571241
651,GSK2801,ASH3,5.240932234,5.156259
652,Methotrexate,ASH3,0.724687945,0.790181
653,Veliparib,ASH3,5.380007037,5.575945
654,Navitoclax,ASH3,2.71598758,2.636178
655,5-azacytidine,ASH3,1.686653139,3.413372
656,Picolinici-acid,ASH3,5.636041709,5.126742
657,Pyridostatin,ASH3,3.500215107,3.729689
658,Acetalax,ASH3,3.652677536,4.402686
659,Dactolisib,ASH3,-1.440073528,-2.350264
660,Dihydrorotenone,ASH3,1.201595811,-0.592973
661,Bleomycin,ASPC1,7.084380922,7.657887
662,alpha-lipoic acid,ASPC1,11.01158097,9.577246
663,Osimertinib,ASPC1,4.628096934,4.002263
664,PFI-1,ASPC1,7.563443533,6.941588
665,Epirubicin,ASPC1,3.021727618,4.077522
666,VX-11e,ASPC1,3.573956544,4.114635
667,PD173074,ASPC1,7.332013685,7.209959
668,SGC-CBP30,ASPC1,6.858349072,6.868064
669,Trametinib,ASPC1,0.181218107,-1.376203
670,Taselisib,ASPC1,4.798985393,4.682566
671,Fulvestrant,ASPC1,7.092963648,6.601731
672,BMS-754807,ASPC1,8.179429803,5.179489
673,PFI3,ASPC1,8.423965143,8.072607
674,LY2109761,ASPC1,7.415777852,7.554008
675,Cytarabine,ASPC1,4.090416761,6.459637
676,Methotrexate,ASPC1,2.766324119,3.677178
677,Tanespimycin,ASPC1,2.413601752,3.309674
678,PD0325901,ASPC1,0.50311334,0.121
679,Venetoclax,ASPC1,10.27311147,6.02542
680,Alpelisib,AU565,2.140057268,2.218699
681,Dactolisib,AU565,-1.648246211,-1.978066
682,LCL161,AU565,4.248094948,4.259074
683,CPI-637,AU565,4.50664352,4.570446
684,Gallibiscoquinazole,AU565,3.062162047,2.621754
685,Bromosporine,AU565,3.349024528,3.251275
686,Dihydrorotenone,AU565,2.238383338,0.609711
687,NU7441,AU565,1.876963301,2.411886
688,Acetalax,AU565,0.355419773,0.851979
689,GSK343,AU565,3.772634569,3.218769
690,Bortezomib,AU565,-5.396155054,-4.912188
691,GSK2801,AU565,5.137766789,4.857332
692,Wnt-C59,AU565,4.083616993,3.644515
693,Ulixertinib,AU565,3.015935943,3.21944
694,PRIMA-1MET,AU565,3.023482571,4.763272
695,Alisertib,AU565,2.659303879,3.291408
696,Mirin,AU565,3.963030849,4.220535
697,WZ4003,AU565,3.202794649,4.857103
698,GSK2606414,AU565,3.182869263,3.718714
699,GSK2578215A,AU565,3.909514319,4.243399
700,UNC0638,BCPAP,1.8668022,4.423575
701,Teniposide,BCPAP,0.976118216,0.711933
702,Carmustine,BCPAP,6.199095317,6.174824
703,Rucaparib,BCPAP,5.293838829,4.238107
704,AZD5363,BCPAP,2.797192524,3.509063
705,AZD8186,BCPAP,3.521379671,3.485423
706,AGI-5198,BCPAP,4.830746909,4.937416
707,MN-64,BCPAP,5.793073863,5.018214
708,CCT007093,BCPAP,5.611655904,5.450093
709,Ipatasertib,BCPAP,4.294337586,4.25799
710,Dihydrorotenone,BCPAP,2.933939243,1.734649
711,Dinaciclib,BCPAP,-1.916858241,-1.94764
712,Rapamycin,BCPAP,-1.579195854,-1.339936
713,L-Oxonoreleagnine,BCPAP,4.07249442,3.42328
714,Niraparib,BCPAP,4.445485753,4.798639
715,SB216763,BCPAP,2.784851328,5.19846
716,AGK2,BCPAP,3.975928703,3.354584
717,Afatinib,BCPAP,1.80171563,1.767029
718,Wee1 Inhibitor,BCPAP,2.015752568,2.101748
719,Ruxolitinib,BECKER,5.446484848,5.335485
720,Zoledronate,BECKER,3.672755145,4.398208
721,Refametinib,BECKER,2.358514406,2.053755
722,Dasatinib,BECKER,2.369281607,1.636211
723,SB590885,BECKER,5.289000685,5.054688
724,PFI-1,BECKER,4.539890212,4.469345
725,SB216763,BECKER,5.923616728,5.573533
726,Fulvestrant,BECKER,4.336032306,4.317694
727,ABT737,BECKER,3.864603042,2.5481
728,Cisplatin,BECKER,3.415146585,3.32076
729,JQ1,BECKER,2.803836303,2.902527
730,Leflunomide,BECKER,6.155373597,5.477865
731,IWP-2,BECKER,2.82190708,3.203507
732,NVP-ADW742,BECKER,4.443440834,3.91881
733,Nutlin-3a (-),BECKER,5.123976608,5.597212
734,UNC0379,BECKER,4.515464794,4.352867
735,GSK2578215A,BECKER,5.917595188,5.134115
736,Navitoclax,BECKER,4.549182692,2.434156
737,AZD2014,BECKER,1.923649931,0.929719
738,Nilotinib,BEN,1.480386049,2.059213
739,Osimertinib,BEN,1.198364064,2.587786
740,Selumetinib,BEN,5.156594281,5.309599
741,Lapatinib,BEN,2.478076806,3.084229
742,Trametinib,BEN,2.638251114,1.747116
743,SCH772984,BEN,3.224704341,2.912496
744,GSK2606414,BEN,3.03461603,3.535684
745,Vismodegib,BEN,5.494816693,5.462003
746,Motesanib,BEN,5.137330448,6.22683
747,Tozasertib,BEN,1.903995958,1.072733
748,Entinostat,BEN,0.239849523,1.202645
749,Pevonedistat,BEN,1.312484844,1.558957
750,Afuresertib,BEN,2.578822713,3.566116
751,GSK2578215A,BEN,4.155895709,4.598522
752,Picolinici-acid,BEN,6.60000128,5.26628
753,Pictilisib,BEN,1.585903346,1.177901
754,Wee1 Inhibitor,BFTC905,0.902313484,1.071335
755,Temozolomide,BFTC905,4.917546749,5.771544
756,TW 37,BFTC905,-0.931187238,-0.005657
757,NU7441,BFTC905,2.453150107,2.149202
758,PFI3,BFTC905,4.93815932,5.025453
759,BMS-754807,BFTC905,-0.319576713,0.876981
760,EHT-1864,BFTC905,3.280795254,3.177893
761,Topotecan,BFTC905,-2.268810895,-0.932918
762,Cediranib,BFTC905,1.579994569,1.809459
763,Linsitinib,BFTC905,3.175439663,3.849554
764,JQ1,BFTC905,-1.405321349,-0.219503
765,Veliparib,BFTC905,5.025462068,4.896746
766,AZD8186,BFTC905,2.991892242,2.775542
767,Zoledronate,BFTC905,3.606847712,3.572598
768,LGK974,BFTC905,3.649898283,3.828601
769,GSK2606414,BFTC905,2.660748626,3.220925
770,GSK2801,BFTC905,4.88798979,4.288095
771,Venetoclax,BFTC905,2.108210352,2.503945
772,Tanespimycin,BFTC905,-1.952078379,-2.202759
773,VE821,BFTC909,3.93920403,4.008851
774,EPZ004777,BFTC909,5.503866133,5.133768
775,AZD6738,BFTC909,0.208179534,0.922054
776,Vinblastine,BFTC909,-4.641464405,-4.439709
777,SGC0946,BFTC909,1.89663069,1.898027
778,AZD5363,BFTC909,1.101859191,2.057264
779,EHT-1864,BFTC909,3.690401246,3.763348
780,Fulvestrant,BFTC909,3.251473832,3.568211
781,GSK2578215A,BFTC909,4.831551535,4.800961
782,Epirubicin,BFTC909,-1.628110155,-1.267579
783,I-BET-762,BFTC909,4.314198321,3.553217
784,Erlotinib,BFTC909,2.856310209,3.014983
785,CPI-637,BFTC909,4.254251808,4.750669
786,CZC24832,BFTC909,4.947842731,5.049598
787,Doramapimod,BFTC909,5.007708065,5.203733
788,Cediranib,BFTC909,1.679958032,1.453425
789,Sapitinib,BFTC909,5.014648659,4.821984
790,glutathione,BFTC909,9.196244184,9.303873
791,NU7441,BFTC909,2.756241527,2.319842
792,RO-3306,BHT101,3.232048486,3.489016
793,Uprosertib,BHT101,3.526596373,3.279855
794,OF-1,BHT101,4.432256368,4.55144
795,Ruxolitinib,BHT101,5.082902369,5.179515
796,SGC0946,BHT101,2.585849806,2.356743
797,Ipatasertib,BHT101,3.914487421,3.752075
798,Vinorelbine,BHT101,-2.448723401,-1.685554
799,EHT-1864,BHT101,4.233859158,4.171895
800,Ribociclib,BHT101,4.201193474,3.704863
801,Zoledronate,BHT101,3.619763373,4.023292
802,Buparlisib,BHT101,0.446750845,1.151763
803,PD0325901,BHT101,-2.897905067,-1.238145
804,Foretinib,BHT101,0.377278982,0.615558
805,CPI-637,BHT101,4.463596178,3.944884
806,Pevonedistat,BHT101,-0.055032939,0.685754
807,Selumetinib,BHT101,0.313754321,1.706995
808,Nilotinib,BHT101,4.114030202,2.310925
809,MN-64,BHT101,3.041910804,4.810484
810,P22077,BHT101,3.055762024,4.417319
811,Gefitinib,BHY,1.180218481,2.536063
812,Lestaurtinib,BHY,1.342491372,1.738564
813,Nutlin-3a (-),BHY,5.132605343,5.654494
814,Rucaparib,BHY,4.75381381,4.333968
815,Wnt-C59,BHY,4.962637448,4.741385
816,Dinaciclib,BHY,-2.476447545,-1.615206
817,SB505124,BHY,5.090350992,4.855875
818,YK-4-279,BHY,3.55766683,2.456411
819,ABT737,BHY,2.562713729,1.010744
820,Afuresertib,BHY,3.702080158,3.729552
821,Olaparib,BHY,5.248715175,4.85419
822,MK-8776,BHY,4.119363417,4.408694
823,Motesanib,BHY,6.022823065,5.935639
824,AZ6102,BHY,3.729654575,3.732264
825,ZM447439,BHY,3.258100321,3.093563
826,Vismodegib,BHY,5.679185323,5.276795
827,Pyridostatin,BICR22,3.506068111,2.618128
828,Wee1 Inhibitor,BICR22,1.773241438,1.757909
829,Telomerase Inhibitor IX,BICR22,-1.069199745,-0.039729
830,Bleomycin (50 uM),BICR22,-0.186134675,-1.141728
831,AGK2,BICR22,3.306458839,3.241692
832,Selumetinib,BICR22,3.691177417,4.202463
833,AZD5363,BICR22,3.033934726,2.671611
834,Tamoxifen,BICR22,3.565926644,4.476583
835,alpha-lipoic acid,BICR22,7.699948887,6.938351
836,L-Oxonoreleagnine,BICR22,3.054823735,3.462499
837,Mycophenolic acid,BICR22,2.809167654,1.198438
838,Afatinib,BICR22,1.855095602,1.864933
839,MN-64,BICR22,5.080714302,4.305573
840,Erlotinib,BICR22,3.694252123,3.362291
841,AZD7762,BICR22,0.389180916,0.332497
842,Refametinib,BICR22,3.581660665,3.200917
843,UMI-77,BICR22,1.572657502,2.642233
844,Vismodegib,BICR22,4.427611511,5.040639
845,KRAS (G12C) Inhibitor-12,BICR22,5.915517544,3.803645
846,BMS-536924,BICR31,1.093741761,1.032001
847,BX795,BICR31,2.104440046,2.952873
848,Ruxolitinib,BICR31,4.276375539,4.680148
849,IWP-2,BICR31,2.673392792,2.751818
850,Erlotinib,BICR31,4.307692744,2.536594
851,RO-3306,BICR31,3.132741758,3.052565
852,Refametinib,BICR31,1.813802823,2.286262
853,AGK2,BICR31,1.840383004,2.877502
854,Afatinib,BICR31,4.047623802,1.969518
855,Sapitinib,BICR31,4.483434474,3.392218
856,Bicalutamide,BICR31,4.049490165,4.512625
857,SB216763,BICR31,4.98439382,4.842054
858,GSK1904529A,BICR31,4.227409432,4.188773
859,BMS-345541,BICR31,2.465065843,3.091096
860,EPZ004777,BICR31,4.591243701,4.808569
861,Sorafenib,BICR31,2.153984755,2.405557
862,MIRA-1,BICR78,6.097992686,5.733174
863,Doramapimod,BICR78,5.821438398,5.772606
864,LCL161,BICR78,5.450268338,5.43557
865,AZD7762,BICR78,0.919978413,1.172165
866,Gemcitabine,BICR78,-1.155206019,-0.952247
867,OF-1,BICR78,1.781353346,3.142018
868,Oxaliplatin,BICR78,6.634273563,5.270308
869,PRIMA-1MET,BICR78,6.250592796,6.133918
870,AGI-5198,BICR78,6.081305849,4.919798
871,LY2109761,BICR78,6.169844282,5.554938
872,BIBR-1532,BICR78,5.59848892,5.483139
873,CCT007093,BICR78,6.195313219,5.621991
874,KRAS (G12C) Inhibitor-12,BICR78,6.016211305,5.894305
875,Cediranib,BICR78,1.866046507,2.828181
876,Temozolomide,BICR78,6.736056231,7.28616
877,Elephantin,BICR78,4.58099237,4.958629
878,CPI-637,BICR78,3.253197812,5.205561
879,EPZ004777,BICR78,5.501467695,5.570598
880,VX-11e,BICR78,2.746928529,2.870926
881,Talazoparib,BL41,0.97717536,-0.401279
882,GW441756,BL41,1.927531913,2.184814
883,AZD8055,BL41,1.293132909,-0.68684
884,Taselisib,BL41,2.582705975,2.066231
885,AGK2,BL41,1.849967284,2.442418
886,Pyridostatin,BL41,1.844240971,2.106901
887,PD0325901,BL41,1.825204468,2.417223
888,Vismodegib,BL41,2.832034745,3.433765
889,SGC0946,BL41,0.682296155,1.280594
890,I-BET-762,BL41,0.322853498,0.537445
891,Mitoxantrone,BL41,-3.567272615,-3.050282
892,Irinotecan,BL41,0.061720038,0.779408
893,Zoledronate,BL41,2.121170918,2.740624
894,Uprosertib,BL41,1.682100353,2.743761
895,Doramapimod,BL41,3.730176546,3.797213
896,ICL-SIRT078,BL41,1.634487676,2.710463
897,KRAS (G12C) Inhibitor-12,BL41,2.597807116,2.746432
898,Erlotinib,BL41,2.150584518,1.940569
899,Selumetinib,BL41,3.443258179,3.723577
900,Schweinfurthin A,BPH1,3.386796256,3.155318
901,Topotecan,BPH1,-1.656569607,0.463988
902,Vorinostat,BPH1,1.724291378,1.562001
903,AZD1332,BPH1,0.922798178,2.896311
904,AZD7762,BPH1,-0.212397817,0.243212
905,AZD8186,BPH1,1.359524288,2.341641
906,AZD3759,BPH1,0.518756364,0.175442
907,Temsirolimus,BPH1,1.711246006,0.551071
908,AZD2014,BPH1,0.885204156,0.816891
909,MIRA-1,BPH1,6.366225361,5.165549
910,Tamoxifen,BPH1,2.971737178,3.876496
911,WIKI4,BPH1,1.969685735,3.368113
912,Ibrutinib,BPH1,-0.582497588,0.244782
913,Dasatinib,BPH1,-2.678167543,-0.964386
914,PD173074,BPH1,3.471591229,3.644573
915,I-BRD9,BPH1,2.578157048,3.991591
916,GSK2606414,BPH1,2.078966622,3.198274
917,GSK2801,BPH1,3.940066019,5.101691
918,KRAS (G12C) Inhibitor-12,BPH1,3.423128662,4.296904
919,SB590885,BT20,4.532908326,4.646268
920,Wee1 Inhibitor,BT20,2.353192104,2.945954
921,Bosutinib,BT20,2.587364339,3.513448
922,5-Fluorouracil,BT20,5.400675558,5.155187
923,AZ960,BT20,4.695810825,2.235289
924,Vorinostat,BT20,3.038474959,2.092521
925,PRT062607,BT20,5.222152516,4.029943
926,SN-38,BT20,3.602708708,-2.000458
927,MK-8776,BT20,3.79854837,3.257439
928,AZD7762,BT20,1.870652748,0.417577
929,EHT-1864,BT20,2.313566652,2.896746
930,Bortezomib,BT20,-4.355651554,-4.076623
931,Cyclophosphamide,BT20,4.110101586,4.707641
932,Bleomycin,BT20,3.602794729,3.718558
933,5-azacytidine,BT20,3.244694869,3.298889
934,Uprosertib,BT20,1.116495528,1.686969
935,XAV939,BT20,4.347780539,3.740751
936,A-366,BT20,5.226055507,5.027382
937,CCT007093,BT20,4.541385794,4.641789
938,AZD1332,BT20,5.170190499,3.461018
939,Lapatinib,BT474,0.107660166,1.428642
940,Carmustine,BT474,7.475460797,7.098839
941,Ibrutinib,BT474,1.226257715,1.345707
942,LGK974,BT474,3.355270311,4.21172
943,Picolinici-acid,BT474,5.940115837,5.762037
944,Pictilisib,BT474,1.231314023,0.903565
945,BIBR-1532,BT474,5.381002033,6.139713
946,Bromosporine,BT474,3.0116195,2.936436
947,Lenalidomide,BT474,6.469460778,6.430029
948,Fludarabine,BT474,7.415297985,6.940417
949,Axitinib,BT474,3.683377762,3.95258
950,GSK1904529A,BT474,3.772104427,5.310317
951,Methotrexate,BT474,0.549580126,1.206021
952,CCT007093,BT474,5.809936504,5.828059
953,Nutlin-3a (-),BT474,6.487907685,6.160455
954,Mirin,BT474,5.808003005,5.918132
955,PCI-34051,BT474,6.273751206,5.534038
956,Palbociclib,BT474,5.62375302,4.777051
957,SN-38,BT474,4.533121631,4.662045
958,Elephantin,BT474,3.908764825,4.345144
959,P22077,BT483,8.114883643,7.111736
960,Temsirolimus,BT483,1.900768479,4.408868
961,Dactinomycin,BT483,2.406831672,0.379975
962,ZM447439,BT483,5.46839269,6.146459
963,Cyclophosphamide,BT483,8.191065598,7.529097
964,AZD5363,BT483,6.318026204,5.855708
965,AT13148,BT483,8.332159335,7.239454
966,BMS-754807,BT483,6.538464919,6.180573
967,Entinostat,BT483,6.534665175,3.501897
968,VE821,BT483,8.173747044,7.392159
969,Osimertinib,BT483,5.082110875,3.400034
970,Bortezomib,BT483,-1.995319551,-1.134071
971,MK-1775,BT483,4.596430205,2.957568
972,Trametinib,BT549,2.495301772,2.136378
973,Afuresertib,BT549,2.035401254,2.305706
974,CPI-637,BT549,3.501290062,5.515629
975,BMS-536924,BT549,2.572541017,2.675268
976,KU-55933,BT549,3.956100675,5.286289
977,BI-2536,BT549,-1.22271826,1.251235
978,Nelarabine,BT549,7.109373293,5.60455
979,AZD3759,BT549,3.756760704,3.593327
980,KRAS (G12C) Inhibitor-12,BT549,5.08062796,4.447421
981,GSK2801,BT549,5.779341385,5.480594
982,PF-4708671,BT549,4.277474237,4.25957
983,Topotecan,BT549,1.019191194,1.055153
984,Mitoxantrone,BT549,0.922791982,1.402854
985,Veliparib,BT549,6.212371614,6.147087
986,Vinorelbine,BT549,-1.946562801,-2.360965
987,AZD1208,BT549,5.943869115,5.682527
988,AZD5991,BT549,4.790072883,5.674783
989,Tamoxifen,BT549,3.943827471,4.465319
990,JNK Inhibitor VIII,BT549,5.473473598,5.440671
991,Bosutinib,BT549,3.582239334,3.999425
992,Alpelisib,BV173,4.465130021,2.851052
993,AMG-319,BV173,4.364244037,3.340295
994,Tanespimycin,BV173,-0.637912867,-1.406804
995,Lapatinib,BV173,1.259333379,2.273828
996,Vinorelbine,BV173,-5.944695533,-5.80064
997,BMS-754807,BV173,-0.838417314,0.107244
998,EHT-1864,BV173,2.723919969,3.154829
999,UNC0379,BV173,0.696765302,1.658766
1000,Axitinib,BV173,-1.137080795,-0.857582
1001,AZD1208,BV173,4.75734305,3.863917
1002,Taselisib,BV173,2.932328626,1.769004
1003,NU7441,BV173,1.313623986,1.796405
1004,Afuresertib,BV173,2.384482081,2.56499
1005,MG-132,BV173,-1.685281283,-1.822688
1006,BMS-536924,BV173,0.818704068,0.712033
1007,Wee1 Inhibitor,BXPC3,3.524537733,2.541011
1008,GSK591,BXPC3,4.413908263,4.569568
1009,L-Oxonoreleagnine,BXPC3,4.057881668,3.499287
1010,GSK2110183B,BXPC3,4.613868399,4.05095
1011,PFI-1,BXPC3,4.513590908,3.737851
1012,SCH772984,BXPC3,1.81139959,2.062392
1013,Dihydrorotenone,BXPC3,1.439194444,-1.125836
1014,PD0325901,BXPC3,0.793968293,0.538359
1015,Acetalax,BXPC3,1.592558532,5.510196
1016,Lapatinib,BXPC3,3.540398538,2.885219
1017,SB216763,BXPC3,5.412449186,5.119753
1018,SB590885,BXPC3,4.3404407,4.817443
1019,AZD8186,BXPC3,3.222908056,3.782262
1020,MK-8776,BXPC3,4.214125138,4.444352
1021,Obatoclax Mesylate,BXPC3,0.952160572,0.352233
1022,Avagacestat,BXPC3,4.308994502,4.97543
1023,Talazoparib,BXPC3,5.297755168,4.710945
1024,Crizotinib,BXPC3,3.777134963,3.506375
1025,AZD5153,BXPC3,1.773906969,1.858977
1026,Topotecan,C2BBE1,2.807798677,2.095677
1027,Teniposide,C2BBE1,3.08370922,1.913033
1028,AZD5153,C2BBE1,2.344275882,3.560278
1029,Ulixertinib,C2BBE1,3.602600384,3.02836
1030,Gallibiscoquinazole,C2BBE1,4.495319258,3.409811
1031,BMS-754807,C2BBE1,3.713902653,4.249843
1032,MK-1775,C2BBE1,1.838393655,2.37566
1033,Dabrafenib,C2BBE1,6.276868249,6.265832
1034,XAV939,C2BBE1,6.515868029,5.036558
1035,AMG-319,C2BBE1,6.934708645,6.039777
1036,GDC0810,C2BBE1,6.462043139,5.21523
1037,Mycophenolic acid,C2BBE1,1.699032822,2.853837
1038,N-acetyl cysteine,C2BBE1,10.12382064,10.459692
1039,P22077,C2BBE1,3.615170484,5.859734
1040,UNC0638,C2BBE1,6.043508802,6.138464
1041,GSK1904529A,C2BBE1,4.525759792,4.494411
1042,5-Fluorouracil,C2BBE1,5.541598543,5.421268
1043,NU7441,C2BBE1,2.275210263,2.797426
1044,alpha-lipoic acid,C2BBE1,8.769834197,8.229357
1045,EPZ004777,C32,5.390404781,6.067626
1046,SB590885,C32,1.405725917,2.21023
1047,Vorinostat,C32,3.375318711,1.982545
1048,WEHI-539,C32,4.612205127,4.777083
1049,Axitinib,C32,3.811510999,4.788525
1050,MIM1,C32,3.965639052,4.475886
1051,GSK269962A,C32,3.184939904,4.459524
1052,Erlotinib,C32,5.002211784,4.232697
1053,Dihydrorotenone,C32,2.697520147,1.962619
1054,Tanespimycin,C32,-2.965876067,-0.716444
1055,GNE-317,C32,1.88755238,1.116439
1056,Trametinib,C32,-5.283688784,-4.461079
1057,Carmustine,C32,6.076158352,6.592069
1058,Osimertinib,C32,2.414859172,2.578678
1059,AZ6102,C32,3.126838995,2.525805
1060,Tozasertib,C32,2.35083415,3.959278
1061,Alpelisib,C32,5.231549985,4.562493
1062,OF-1,C32,5.65062711,5.472131
1063,POMHEX,C32,1.258176035,2.81384
1064,Cediranib,C32,4.209295854,2.797793
1065,AGK2,C32,3.806231978,3.799235
1066,VX-11e,C33A,2.984799266,2.659067
1067,PD0325901,C33A,1.162563888,1.907684
1068,MIM1,C33A,3.052003219,2.847435
1069,AMG-319,C33A,5.078164937,4.37881
1070,Camptothecin,C33A,-3.380500566,-2.762982
1071,Tanespimycin,C33A,1.788940576,-0.973506
1072,Dactolisib,C33A,-2.403590077,-2.43315
1073,Refametinib,C33A,0.792720738,2.290417
1074,Dabrafenib,C33A,4.305656293,4.306917
1075,Schweinfurthin A,C33A,-0.370611588,-0.005341
1076,Sabutoclax,C33A,-0.243266342,-1.727274
1077,Methotrexate,C33A,-3.316520972,-1.604066
1078,Niraparib,C33A,4.084590789,4.500236
1079,RO-3306,C33A,2.38179876,2.609293
1080,AZD5438,C33A,1.894970453,1.827733
1081,Palbociclib,C33A,3.164285862,3.930543
1082,Epirubicin,C33A,-2.784880896,-2.035727
1083,RVX-208,C33A,5.338668183,4.701362
1084,JNK Inhibitor VIII,C33A,5.303099733,5.237234
1085,Podophyllotoxin bromide,C4I,-0.367933389,-0.353571
1086,Uprosertib,C4I,3.922643451,3.616582
1087,Avagacestat,C4I,5.266690193,4.68314
1088,Wee1 Inhibitor,C4I,1.895626954,2.039851
1089,BI-2536,C4I,0.402954023,-0.710062
1090,Osimertinib,C4I,0.276031731,1.443626
1091,Entinostat,C4I,2.60729419,3.204078
1092,Sorafenib,C4I,1.97473905,2.334315
