"",drug,cell_line,prediction,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
960,Rucaparib,LCLC.NCIH1299,4.480147,LCLC,4.765758,Rucaparib,3.987035,1.062433,0.464135
961,Ruxolitinib,LCLC.NCIH1299,5.538799,LCLC,5.414423,Ruxolitinib,4.797735,1.162398,0.637530
962,SB216763,LCLC.NCIH1299,5.372497,LCLC,4.409957,SB216763,5.180650,1.038908,0.184662
963,SB590885,LCLC.NCIH1299,4.528608,LCLC,4.902881,SB590885,4.342276,1.355433,0.137470
964,SGC0946,LCLC.NCIH1299,2.262801,LCLC,2.255224,SGC0946,2.104319,0.798566,0.198458
965,SN-38,LCLC.NCIH1299,-3.753738,LCLC,-3.304867,SN-38,-2.169489,3.597159,-0.440417
966,Sabutoclax,LCLC.NCIH1299,-0.299045,LCLC,-0.848943,Sabutoclax,-0.348779,1.269565,0.039174
967,Savolitinib,LCLC.NCIH1299,2.475616,LCLC,3.800930,Savolitinib,2.740489,1.190454,-0.222497
968,Selumetinib,LCLC.NCIH1299,3.678520,LCLC,3.323025,Selumetinib,3.574889,1.855068,0.055864
969,Sepantronium bromide,LCLC.NCIH1299,-5.960077,LCLC,-4.534037,Sepantronium bromide,-4.169654,1.627967,-1.099791
970,Serdemetan,LCLC.NCIH1299,4.594476,LCLC,4.056652,Serdemetan,3.750761,1.276441,0.660990
971,Sorafenib,LCLC.NCIH1299,2.772456,LCLC,3.083745,Sorafenib,2.545221,1.215386,0.186965
972,Staurosporine,LCLC.NCIH1299,-2.234444,LCLC,-3.261003,Staurosporine,-2.794054,1.384635,0.404157
973,Talazoparib,LCLC.NCIH1299,4.002878,LCLC,4.094152,Talazoparib,2.767285,2.214847,0.557868
974,Tamoxifen,LCLC.NCIH1299,4.065277,LCLC,5.287599,Tamoxifen,3.976104,1.224334,0.072834
975,Tanespimycin,LCLC.NCIH1299,0.550373,LCLC,-0.868724,Tanespimycin,-0.081091,1.587668,0.397731
976,Taselisib,LCLC.NCIH1299,3.609811,LCLC,2.636516,Taselisib,1.767096,1.694162,1.087685
977,Telomerase Inhibitor IX,LCLC.NCIH1299,0.656059,LCLC,0.215811,Telomerase Inhibitor IX,0.654709,1.233162,0.001095
978,Temozolomide,LCLC.NCIH1299,6.704295,LCLC,6.496252,Temozolomide,6.264369,1.303074,0.337606
979,Trametinib,LCLC.NCIH1299,-0.849697,LCLC,0.131219,Trametinib,0.217486,2.257873,-0.472650
980,Ulixertinib,LCLC.NCIH1299,2.170644,LCLC,2.394521,Ulixertinib,2.547238,1.503594,-0.250463
981,Uprosertib,LCLC.NCIH1299,4.381556,LCLC,2.806265,Uprosertib,2.863995,1.707317,0.888857
982,VE-822,LCLC.NCIH1299,3.908365,LCLC,4.159415,VE-822,3.131455,1.791876,0.433574
983,Veliparib,LCLC.NCIH1299,5.453622,LCLC,5.697729,Veliparib,5.263978,0.912873,0.207744
984,Venetoclax,LCLC.NCIH1299,3.319318,LCLC,3.622796,Venetoclax,2.374326,2.075205,0.455373
985,Vismodegib,LCLC.NCIH1299,5.257342,LCLC,4.837852,Vismodegib,4.949888,0.982005,0.313088
986,Vorinostat,LCLC.NCIH1299,1.909642,LCLC,2.751120,Vorinostat,1.487515,1.090544,0.387079
987,WEHI-539,LCLC.NCIH1299,4.470882,LCLC,5.482658,WEHI-539,3.678485,1.717039,0.461490
988,WIKI4,LCLC.NCIH1299,3.934317,LCLC,5.125103,WIKI4,3.734385,0.961632,0.207909
989,WZ4003,LCLC.NCIH1299,3.992517,LCLC,3.195575,WZ4003,4.157618,1.375173,-0.120058
990,Wnt-C59,LCLC.NCIH1299,4.439867,LCLC,4.327226,Wnt-C59,4.338048,1.095405,0.092951
991,XAV939,LCLC.NCIH1299,4.480109,LCLC,4.477803,XAV939,4.288410,0.991368,0.193368
992,YK-4-279,LCLC.NCIH1299,2.318719,LCLC,2.955946,YK-4-279,2.247231,1.651518,0.043286
993,ZM447439,LCLC.NCIH1299,2.930376,LCLC,3.718174,ZM447439,2.576872,1.706010,0.207211
994,5-Fluorouracil,LCLC.LCLC103H,5.213707,LCLC,4.614290,5-Fluorouracil,4.392229,1.719760,0.477670
995,ABT737,LCLC.LCLC103H,2.783107,LCLC,4.035264,ABT737,1.875342,2.053694,0.442016
996,AGI-5198,LCLC.LCLC103H,5.005158,LCLC,5.958144,AGI-5198,4.704103,0.907583,0.331711
997,AGI-6780,LCLC.LCLC103H,4.742843,LCLC,3.698390,AGI-6780,4.344912,1.086023,0.366411
998,AGK2,LCLC.LCLC103H,3.318296,LCLC,3.236065,AGK2,3.264510,0.926755,0.058037
999,AZ960,LCLC.LCLC103H,2.539900,LCLC,0.701759,AZ960,1.895669,1.724101,0.373662
1000,AZD3759,LCLC.LCLC103H,2.895579,LCLC,4.176442,AZD3759,2.512182,1.084536,0.353512
1001,AZD4547,LCLC.LCLC103H,3.366663,LCLC,3.934613,AZD4547,3.088286,1.600252,0.173958
1002,AZD5363,LCLC.LCLC103H,2.890939,LCLC,3.645900,AZD5363,2.847820,1.441898,0.029904
1003,AZD5582,LCLC.LCLC103H,2.784138,LCLC,0.295615,AZD5582,2.157595,2.342092,0.267514
1004,AZD6738,LCLC.LCLC103H,2.658092,LCLC,4.165824,AZD6738,2.057259,1.461663,0.411061
1005,AZD7762,LCLC.LCLC103H,0.543389,LCLC,0.315133,AZD7762,0.164435,1.542725,0.245639
1006,AZD8186,LCLC.LCLC103H,3.138536,LCLC,3.142563,AZD8186,3.134757,1.404232,0.002691
1007,Afatinib,LCLC.LCLC103H,1.812817,LCLC,2.324636,Afatinib,1.594663,1.481016,0.147300
1008,Afuresertib,LCLC.LCLC103H,2.751880,LCLC,3.218657,Afuresertib,2.402550,1.471751,0.237357
1009,Alpelisib,LCLC.LCLC103H,3.973292,LCLC,3.344430,Alpelisib,3.451086,1.407226,0.371089
1010,Avagacestat,LCLC.LCLC103H,5.291221,LCLC,5.254726,Avagacestat,4.759122,1.072116,0.496307
1011,Axitinib,LCLC.LCLC103H,3.700941,LCLC,3.266417,Axitinib,2.903591,1.677112,0.475430
1012,BMS-345541,LCLC.LCLC103H,3.774841,LCLC,2.839718,BMS-345541,3.277956,1.320431,0.376305
1013,BMS-536924,LCLC.LCLC103H,2.355646,LCLC,3.098864,BMS-536924,2.108959,1.381132,0.178612
1014,BMS-754807,LCLC.LCLC103H,3.565971,LCLC,3.167666,BMS-754807,2.163231,1.997750,0.702160
1015,Bortezomib,LCLC.LCLC103H,-5.403131,LCLC,-4.718198,Bortezomib,-4.739097,1.068388,-0.621529
1016,Bosutinib,LCLC.LCLC103H,3.014571,LCLC,3.441534,Bosutinib,2.618644,1.532012,0.258436
1017,Buparlisib,LCLC.LCLC103H,1.279811,LCLC,1.276236,Buparlisib,1.132283,0.942456,0.156536
1018,CCT007093,LCLC.LCLC103H,5.319017,LCLC,5.912235,CCT007093,5.191327,0.862412,0.148061
1019,CZC24832,LCLC.LCLC103H,5.178550,LCLC,5.686123,CZC24832,5.137594,0.949818,0.043120
1020,Camptothecin,LCLC.LCLC103H,-1.675795,LCLC,-0.941273,Camptothecin,-2.257481,1.838996,0.316306
1021,Cediranib,LCLC.LCLC103H,2.317225,LCLC,2.415487,Cediranib,2.271131,1.192376,0.038657
1022,Crizotinib,LCLC.LCLC103H,3.444624,LCLC,2.874591,Crizotinib,2.560661,1.510603,0.585172
1023,Cyclophosphamide,LCLC.LCLC103H,5.425250,LCLC,6.070112,Cyclophosphamide,5.259220,0.888712,0.186821
1024,Dactinomycin,LCLC.LCLC103H,-2.963576,LCLC,-3.059831,Dactinomycin,-3.772788,1.882940,0.429760
1025,Dactolisib,LCLC.LCLC103H,-1.793363,LCLC,-1.025930,Dactolisib,-1.510724,1.429786,-0.197679
1026,Dasatinib,LCLC.LCLC103H,0.467001,LCLC,1.056282,Dasatinib,1.287237,2.324073,-0.352930
1027,Dinaciclib,LCLC.LCLC103H,-2.354263,LCLC,-3.275303,Dinaciclib,-2.654463,1.473357,0.203752
1028,Docetaxel,LCLC.LCLC103H,-3.660230,LCLC,-4.251653,Docetaxel,-3.417161,2.548602,-0.095373
1029,Doramapimod,LCLC.LCLC103H,5.330930,LCLC,4.890776,Doramapimod,4.939070,1.188278,0.329771
1030,EHT-1864,LCLC.LCLC103H,3.821895,LCLC,3.323978,EHT-1864,3.678237,0.983429,0.146079
1031,EPZ004777,LCLC.LCLC103H,5.803890,LCLC,6.060620,EPZ004777,5.153416,0.977035,0.665763
1032,EPZ5676,LCLC.LCLC103H,6.031464,LCLC,6.409542,EPZ5676,5.542946,1.028703,0.474887
1033,Entinostat,LCLC.LCLC103H,2.341547,LCLC,0.752865,Entinostat,2.030317,1.637052,0.190116
1034,Entospletinib,LCLC.LCLC103H,3.886484,LCLC,3.083612,Entospletinib,3.672838,1.222475,0.174765
1035,Epirubicin,LCLC.LCLC103H,-0.477350,LCLC,0.053469,Epirubicin,-0.852455,1.690941,0.221832
1036,Erlotinib,LCLC.LCLC103H,3.648285,LCLC,4.413024,Erlotinib,2.979885,1.448855,0.461330
1037,Fulvestrant,LCLC.LCLC103H,3.806896,LCLC,4.951674,Fulvestrant,3.730929,1.263247,0.060136
1038,GDC0810,LCLC.LCLC103H,5.206656,LCLC,5.968666,GDC0810,5.087362,0.945530,0.126166
1039,GSK1904529A,LCLC.LCLC103H,4.758417,LCLC,5.079454,GSK1904529A,4.348623,1.104047,0.371174
1040,GSK2578215A,LCLC.LCLC103H,5.118348,LCLC,5.605770,GSK2578215A,4.933854,0.966128,0.190962
1041,GSK2606414,LCLC.LCLC103H,4.144566,LCLC,4.019736,GSK2606414,3.785602,1.215971,0.295208
1042,GSK343,LCLC.LCLC103H,3.520201,LCLC,3.108135,GSK343,3.602119,1.367117,-0.059920
1043,GW441756,LCLC.LCLC103H,3.235847,LCLC,4.250891,GW441756,3.441226,0.928540,-0.221185
1044,Gefitinib,LCLC.LCLC103H,3.647593,LCLC,4.491917,Gefitinib,3.147493,1.212598,0.412420
1045,Gemcitabine,LCLC.LCLC103H,2.210358,LCLC,1.758037,Gemcitabine,-0.766782,3.010521,0.988912
1046,I-BET-762,LCLC.LCLC103H,3.706604,LCLC,3.210829,I-BET-762,3.178213,1.581827,0.334038
1047,I-BRD9,LCLC.LCLC103H,4.779773,LCLC,5.199027,I-BRD9,4.358221,1.274025,0.330882
1048,IWP-2,LCLC.LCLC103H,3.127421,LCLC,2.769787,IWP-2,2.870543,0.896950,0.286391
1049,Ibrutinib,LCLC.LCLC103H,5.128923,LCLC,6.110834,Ibrutinib,4.055961,1.812726,0.591905
1050,Ipatasertib,LCLC.LCLC103H,3.722513,LCLC,5.026590,Ipatasertib,3.403906,1.455375,0.218917
1051,Irinotecan,LCLC.LCLC103H,3.523275,LCLC,4.214159,Irinotecan,2.490490,1.934295,0.533934
1052,JNK Inhibitor VIII,LCLC.LCLC103H,5.496994,LCLC,4.901178,JNK Inhibitor VIII,5.096918,0.961142,0.416251
1053,JQ1,LCLC.LCLC103H,2.417768,LCLC,2.896763,JQ1,2.025591,1.952515,0.200857
1054,KRAS (G12C) Inhibitor-12,LCLC.LCLC103H,5.039519,LCLC,5.943140,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.384849
1055,KU-55933,LCLC.LCLC103H,5.213420,LCLC,6.001970,KU-55933,5.041030,1.126742,0.152999
1056,LCL161,LCLC.LCLC103H,4.858851,LCLC,3.623594,LCL161,4.766877,1.238491,0.074263
1057,LGK974,LCLC.LCLC103H,4.544081,LCLC,4.173085,LGK974,4.238238,1.107629,0.276124
1058,LY2109761,LCLC.LCLC103H,5.220613,LCLC,6.124978,LY2109761,5.006740,1.042965,0.205062
1059,Lapatinib,LCLC.LCLC103H,3.430104,LCLC,4.352931,Lapatinib,3.219614,1.583425,0.132933
1060,Leflunomide,LCLC.LCLC103H,5.234797,LCLC,4.983369,Leflunomide,5.037278,0.913415,0.216242
1061,Lenalidomide,LCLC.LCLC103H,5.551654,LCLC,5.839713,Lenalidomide,5.236581,1.071350,0.294090
1062,Lestaurtinib,LCLC.LCLC103H,0.608531,LCLC,0.101827,Lestaurtinib,-0.014942,1.617099,0.385550
1063,Linsitinib,LCLC.LCLC103H,4.541428,LCLC,4.391826,Linsitinib,3.964537,1.322202,0.436311
1064,Luminespib,LCLC.LCLC103H,-2.415414,LCLC,-1.418178,Luminespib,-2.123910,1.817546,-0.160383
1065,MG-132,LCLC.LCLC103H,-1.584855,LCLC,-1.275828,MG-132,-1.284300,0.722510,-0.415987
1066,MIRA-1,LCLC.LCLC103H,5.568158,LCLC,5.541480,MIRA-1,5.237632,1.234442,0.267753
1067,MK-1775,LCLC.LCLC103H,0.615345,LCLC,0.805127,MK-1775,0.636509,1.419839,-0.014906
1068,MK-2206,LCLC.LCLC103H,3.208101,LCLC,3.101488,MK-2206,2.725214,1.487720,0.324582
1069,ML323,LCLC.LCLC103H,4.778633,LCLC,4.084270,ML323,4.536112,1.055599,0.229747
1070,MN-64,LCLC.LCLC103H,4.683193,LCLC,5.053803,MN-64,4.673443,1.036058,0.009411
1071,Mirin,LCLC.LCLC103H,5.233825,LCLC,4.353589,Mirin,4.782781,1.183568,0.381088
1072,Motesanib,LCLC.LCLC103H,5.891088,LCLC,6.124978,Motesanib,5.481288,1.133491,0.361538
1073,NU7441,LCLC.LCLC103H,3.272515,LCLC,3.345145,NU7441,3.132711,1.343787,0.104037
1074,NVP-ADW742,LCLC.LCLC103H,2.968386,LCLC,2.355473,NVP-ADW742,2.882258,1.472598,0.058487
1075,Navitoclax,LCLC.LCLC103H,2.804499,LCLC,3.379275,Navitoclax,1.776309,2.029373,0.506654
1076,Nilotinib,LCLC.LCLC103H,4.041664,LCLC,4.322745,Nilotinib,3.364192,1.706385,0.397022
1077,Niraparib,LCLC.LCLC103H,4.588399,LCLC,5.271363,Niraparib,4.113814,1.516015,0.313048
1078,Nutlin-3a (-),LCLC.LCLC103H,5.402264,LCLC,5.082635,Nutlin-3a (-),4.421065,1.791250,0.547773
1079,OF-1,LCLC.LCLC103H,4.473434,LCLC,4.895246,OF-1,4.121389,1.170053,0.300880
1080,OSI-027,LCLC.LCLC103H,2.362662,LCLC,1.887098,OSI-027,2.584887,1.493868,-0.148758
1081,OTX015,LCLC.LCLC103H,2.480977,LCLC,2.516660,OTX015,2.300635,1.867904,0.096548
1082,Olaparib,LCLC.LCLC103H,4.726956,LCLC,5.463800,Olaparib,4.229661,1.301754,0.382019
1083,Osimertinib,LCLC.LCLC103H,1.967945,LCLC,2.814507,Osimertinib,1.653115,1.279752,0.246009
1084,Oxaliplatin,LCLC.LCLC103H,4.779189,LCLC,4.900844,Oxaliplatin,4.289635,1.783409,0.274505
1085,P22077,LCLC.LCLC103H,4.827890,LCLC,5.270654,P22077,4.407320,1.512212,0.278116
1086,PCI-34051,LCLC.LCLC103H,4.442307,LCLC,4.435247,PCI-34051,4.396021,1.286151,0.035988
1087,PD173074,LCLC.LCLC103H,4.091113,LCLC,4.157438,PD173074,3.763295,1.405445,0.233249
1088,PFI-1,LCLC.LCLC103H,4.136340,LCLC,4.073757,PFI-1,4.054494,1.126123,0.072679
1089,PFI3,LCLC.LCLC103H,5.525673,LCLC,5.269007,PFI3,5.397184,0.841197,0.152745
1090,PLX-4720,LCLC.LCLC103H,4.603001,LCLC,3.890579,PLX-4720,4.213301,1.475022,0.264199
1091,PRIMA-1MET,LCLC.LCLC103H,4.460559,LCLC,2.905415,PRIMA-1MET,4.419290,1.802017,0.022902
1092,PRT062607,LCLC.LCLC103H,3.575322,LCLC,1.291154,PRT062607,3.172207,1.396623,0.288636
1093,Paclitaxel,LCLC.LCLC103H,-1.895707,LCLC,-3.122707,Paclitaxel,-2.855697,2.016710,0.476018
1094,Palbociclib,LCLC.LCLC103H,3.967479,LCLC,4.342826,Palbociclib,3.471142,1.587659,0.312622
1095,Pevonedistat,LCLC.LCLC103H,1.899251,LCLC,-0.550662,Pevonedistat,0.871473,2.147707,0.478547
1096,Picolinici-acid,LCLC.LCLC103H,5.457725,LCLC,5.467215,Picolinici-acid,5.268822,0.806529,0.234217
1097,Pictilisib,LCLC.LCLC103H,1.429521,LCLC,1.758881,Pictilisib,1.220241,1.263352,0.165655
1098,RO-3306,LCLC.LCLC103H,4.171749,LCLC,4.255100,RO-3306,3.507804,1.618155,0.410310
1099,RVX-208,LCLC.LCLC103H,5.016095,LCLC,4.036275,RVX-208,4.738824,1.076382,0.257595
1100,Refametinib,LCLC.LCLC103H,2.453300,LCLC,4.015877,Refametinib,2.272295,1.917609,0.094391
1101,Ribociclib,LCLC.LCLC103H,4.218567,LCLC,4.091497,Ribociclib,3.658547,1.223182,0.457839
1102,Rucaparib,LCLC.LCLC103H,4.281662,LCLC,3.869635,Rucaparib,3.987035,1.062433,0.277313
1103,Ruxolitinib,LCLC.LCLC103H,5.132660,LCLC,5.225687,Ruxolitinib,4.797735,1.162398,0.288133
1104,SB216763,LCLC.LCLC103H,5.170568,LCLC,5.866680,SB216763,5.180650,1.038908,-0.009704
1105,SB590885,LCLC.LCLC103H,4.590004,LCLC,5.347047,SB590885,4.342276,1.355433,0.182767
1106,SGC0946,LCLC.LCLC103H,2.289422,LCLC,2.493603,SGC0946,2.104319,0.798566,0.231794
1107,SN-38,LCLC.LCLC103H,-0.740560,LCLC,-1.662747,SN-38,-2.169489,3.597159,0.397238
1108,Sabutoclax,LCLC.LCLC103H,0.454696,LCLC,-0.091926,Sabutoclax,-0.348779,1.269565,0.632874
1109,Savolitinib,LCLC.LCLC103H,2.620207,LCLC,2.941164,Savolitinib,2.740489,1.190454,-0.101039
1110,Selumetinib,LCLC.LCLC103H,4.678268,LCLC,6.102174,Selumetinib,3.574889,1.855068,0.594792
1111,Sepantronium bromide,LCLC.LCLC103H,-5.192512,LCLC,-5.847720,Sepantronium bromide,-4.169654,1.627967,-0.628304
1112,Serdemetan,LCLC.LCLC103H,4.268431,LCLC,4.160790,Serdemetan,3.750761,1.276441,0.405557
1113,Sorafenib,LCLC.LCLC103H,2.956831,LCLC,3.236249,Sorafenib,2.545221,1.215386,0.338666
1114,Staurosporine,LCLC.LCLC103H,-3.206696,LCLC,-2.718291,Staurosporine,-2.794054,1.384635,-0.298015
1115,Talazoparib,LCLC.LCLC103H,4.076452,LCLC,5.719098,Talazoparib,2.767285,2.214847,0.591087
1116,Tamoxifen,LCLC.LCLC103H,3.920393,LCLC,4.649501,Tamoxifen,3.976104,1.224334,-0.045503
1117,Tanespimycin,LCLC.LCLC103H,0.371162,LCLC,2.423509,Tanespimycin,-0.081091,1.587668,0.284854
1118,Taselisib,LCLC.LCLC103H,2.547763,LCLC,1.984870,Taselisib,1.767096,1.694162,0.460798
1119,Telomerase Inhibitor IX,LCLC.LCLC103H,0.935123,LCLC,1.009238,Telomerase Inhibitor IX,0.654709,1.233162,0.227394
1120,Temozolomide,LCLC.LCLC103H,6.951005,LCLC,6.436093,Temozolomide,6.264369,1.303074,0.526936
1121,Trametinib,LCLC.LCLC103H,0.464325,LCLC,3.440181,Trametinib,0.217486,2.257873,0.109324
1122,Ulixertinib,LCLC.LCLC103H,2.919684,LCLC,4.155254,Ulixertinib,2.547238,1.503594,0.247704
1123,Uprosertib,LCLC.LCLC103H,3.345351,LCLC,3.590841,Uprosertib,2.863995,1.707317,0.281937
1124,VE-822,LCLC.LCLC103H,4.000736,LCLC,3.082514,VE-822,3.131455,1.791876,0.485123
1125,Veliparib,LCLC.LCLC103H,5.580023,LCLC,5.920961,Veliparib,5.263978,0.912873,0.346209
1126,Venetoclax,LCLC.LCLC103H,3.191614,LCLC,4.676518,Venetoclax,2.374326,2.075205,0.393835
1127,Vismodegib,LCLC.LCLC103H,5.023014,LCLC,5.247566,Vismodegib,4.949888,0.982005,0.074466
1128,Vorinostat,LCLC.LCLC103H,1.952246,LCLC,1.676101,Vorinostat,1.487515,1.090544,0.426146
1129,WEHI-539,LCLC.LCLC103H,4.159821,LCLC,3.848637,WEHI-539,3.678485,1.717039,0.280329
1130,WIKI4,LCLC.LCLC103H,3.693047,LCLC,4.960031,WIKI4,3.734385,0.961632,-0.042987
1131,WZ4003,LCLC.LCLC103H,4.091008,LCLC,2.932032,WZ4003,4.157618,1.375173,-0.048438
1132,Wnt-C59,LCLC.LCLC103H,4.437394,LCLC,4.049014,Wnt-C59,4.338048,1.095405,0.090693
1133,XAV939,LCLC.LCLC103H,4.493925,LCLC,3.595348,XAV939,4.288410,0.991368,0.207304
1134,YK-4-279,LCLC.LCLC103H,2.687367,LCLC,2.937490,YK-4-279,2.247231,1.651518,0.266504
1135,ZM447439,LCLC.LCLC103H,3.321036,LCLC,2.442053,ZM447439,2.576872,1.706010,0.436201
1136,5-Fluorouracil,LUAD.EKVX,4.901758,LUAD,7.035487,5-Fluorouracil,4.392229,1.719760,0.296279
1137,ABT737,LUAD.EKVX,2.958770,LUAD,4.680390,ABT737,1.875342,2.053694,0.527551
1138,AGI-5198,LUAD.EKVX,5.060719,LUAD,5.190785,AGI-5198,4.704103,0.907583,0.392929
1139,AGI-6780,LUAD.EKVX,4.693335,LUAD,5.695669,AGI-6780,4.344912,1.086023,0.320825
1140,AGK2,LUAD.EKVX,3.373879,LUAD,4.447545,AGK2,3.264510,0.926755,0.118013
1141,AZ960,LUAD.EKVX,2.561770,LUAD,3.250550,AZ960,1.895669,1.724101,0.386347
1142,AZD3759,LUAD.EKVX,1.464778,LUAD,1.432416,AZD3759,2.512182,1.084536,-0.965762
1143,AZD4547,LUAD.EKVX,4.503675,LUAD,7.074616,AZD4547,3.088286,1.600252,0.884479
1144,AZD5363,LUAD.EKVX,2.758076,LUAD,3.612228,AZD5363,2.847820,1.441898,-0.062240
1145,AZD5582,LUAD.EKVX,2.437119,LUAD,5.542313,AZD5582,2.157595,2.342092,0.119348
1146,AZD6738,LUAD.EKVX,2.405473,LUAD,4.347309,AZD6738,2.057259,1.461663,0.238231
1147,AZD7762,LUAD.EKVX,0.409167,LUAD,3.732259,AZD7762,0.164435,1.542725,0.158636
1148,AZD8186,LUAD.EKVX,2.686766,LUAD,2.956266,AZD8186,3.134757,1.404232,-0.319029
1149,Afatinib,LUAD.EKVX,-0.608043,LUAD,0.370903,Afatinib,1.594663,1.481016,-1.487294
1150,Afuresertib,LUAD.EKVX,2.340518,LUAD,3.431348,Afuresertib,2.402550,1.471751,-0.042148
1151,Alpelisib,LUAD.EKVX,3.247482,LUAD,5.395971,Alpelisib,3.451086,1.407226,-0.144685
1152,Avagacestat,LUAD.EKVX,5.461750,LUAD,6.414700,Avagacestat,4.759122,1.072116,0.655366
1153,Axitinib,LUAD.EKVX,3.812443,LUAD,5.118055,Axitinib,2.903591,1.677112,0.541915
1154,BMS-345541,LUAD.EKVX,3.615951,LUAD,5.634617,BMS-345541,3.277956,1.320431,0.255973
1155,BMS-536924,LUAD.EKVX,1.650944,LUAD,1.920805,BMS-536924,2.108959,1.381132,-0.331623
1156,BMS-754807,LUAD.EKVX,3.320188,LUAD,3.729686,BMS-754807,2.163231,1.997750,0.579130
1157,Bortezomib,LUAD.EKVX,-4.548401,LUAD,-2.624682,Bortezomib,-4.739097,1.068388,0.178489
1158,Bosutinib,LUAD.EKVX,2.520678,LUAD,4.837976,Bosutinib,2.618644,1.532012,-0.063946
1159,Buparlisib,LUAD.EKVX,1.207320,LUAD,3.150341,Buparlisib,1.132283,0.942456,0.079619
1160,CCT007093,LUAD.EKVX,5.432997,LUAD,6.993551,CCT007093,5.191327,0.862412,0.280226
1161,CZC24832,LUAD.EKVX,5.778755,LUAD,6.520330,CZC24832,5.137594,0.949818,0.675036
1162,Camptothecin,LUAD.EKVX,-1.146412,LUAD,1.035429,Camptothecin,-2.257481,1.838996,0.604172
1163,Cediranib,LUAD.EKVX,2.011858,LUAD,3.117877,Cediranib,2.271131,1.192376,-0.217442
1164,Crizotinib,LUAD.EKVX,3.547065,LUAD,6.909652,Crizotinib,2.560661,1.510603,0.652987
1165,Cyclophosphamide,LUAD.EKVX,5.746629,LUAD,6.777357,Cyclophosphamide,5.259220,0.888712,0.548444
1166,Dactinomycin,LUAD.EKVX,-3.405049,LUAD,-1.895872,Dactinomycin,-3.772788,1.882940,0.195300
1167,Dactolisib,LUAD.EKVX,-2.461545,LUAD,-1.581812,Dactolisib,-1.510724,1.429786,-0.665009
1168,Dasatinib,LUAD.EKVX,-1.189865,LUAD,2.916155,Dasatinib,1.287237,2.324073,-1.065845
1169,Dinaciclib,LUAD.EKVX,-2.836887,LUAD,-1.800525,Dinaciclib,-2.654463,1.473357,-0.123815
1170,Docetaxel,LUAD.EKVX,-2.839468,LUAD,0.853241,Docetaxel,-3.417161,2.548602,0.226671
1171,Doramapimod,LUAD.EKVX,5.834439,LUAD,5.994331,Doramapimod,4.939070,1.188278,0.753501
1172,EHT-1864,LUAD.EKVX,3.914923,LUAD,3.357760,EHT-1864,3.678237,0.983429,0.240674
1173,EPZ004777,LUAD.EKVX,6.179229,LUAD,6.660938,EPZ004777,5.153416,0.977035,1.049925
1174,EPZ5676,LUAD.EKVX,6.435711,LUAD,7.304148,EPZ5676,5.542946,1.028703,0.867855
1175,Entinostat,LUAD.EKVX,2.937188,LUAD,4.898786,Entinostat,2.030317,1.637052,0.553966
1176,Entospletinib,LUAD.EKVX,3.681909,LUAD,5.135713,Entospletinib,3.672838,1.222475,0.007420
1177,Epirubicin,LUAD.EKVX,0.178988,LUAD,0.874931,Epirubicin,-0.852455,1.690941,0.609982
1178,Erlotinib,LUAD.EKVX,0.636531,LUAD,1.720419,Erlotinib,2.979885,1.448855,-1.617383
1179,Fulvestrant,LUAD.EKVX,4.132922,LUAD,4.604676,Fulvestrant,3.730929,1.263247,0.318222
1180,GDC0810,LUAD.EKVX,5.328234,LUAD,7.656902,GDC0810,5.087362,0.945530,0.254748
1181,GSK1904529A,LUAD.EKVX,4.565311,LUAD,5.906422,GSK1904529A,4.348623,1.104047,0.196267
1182,GSK2578215A,LUAD.EKVX,5.135525,LUAD,5.567204,GSK2578215A,4.933854,0.966128,0.208741
1183,GSK2606414,LUAD.EKVX,3.836130,LUAD,4.805422,GSK2606414,3.785602,1.215971,0.041554
1184,GSK343,LUAD.EKVX,3.975333,LUAD,4.892913,GSK343,3.602119,1.367117,0.272993
1185,GW441756,LUAD.EKVX,3.646245,LUAD,4.928902,GW441756,3.441226,0.928540,0.220797
1186,Gefitinib,LUAD.EKVX,1.032884,LUAD,2.742369,Gefitinib,3.147493,1.212598,-1.743866
1187,Gemcitabine,LUAD.EKVX,1.197768,LUAD,3.900449,Gemcitabine,-0.766782,3.010521,0.652561
1188,I-BET-762,LUAD.EKVX,4.139771,LUAD,5.189575,I-BET-762,3.178213,1.581827,0.607878
1189,I-BRD9,LUAD.EKVX,4.964175,LUAD,6.199915,I-BRD9,4.358221,1.274025,0.475622
1190,IWP-2,LUAD.EKVX,3.190667,LUAD,4.247755,IWP-2,2.870543,0.896950,0.356903
1191,Ibrutinib,LUAD.EKVX,1.132134,LUAD,2.433876,Ibrutinib,4.055961,1.812726,-1.612945
1192,Ipatasertib,LUAD.EKVX,3.770859,LUAD,5.221461,Ipatasertib,3.403906,1.455375,0.252136
1193,Irinotecan,LUAD.EKVX,3.618140,LUAD,6.211456,Irinotecan,2.490490,1.934295,0.582977
1194,JNK Inhibitor VIII,LUAD.EKVX,5.913038,LUAD,5.731645,JNK Inhibitor VIII,5.096918,0.961142,0.849115
1195,JQ1,LUAD.EKVX,3.218444,LUAD,3.585674,JQ1,2.025591,1.952515,0.610932
1196,KRAS (G12C) Inhibitor-12,LUAD.EKVX,5.318576,LUAD,6.034443,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.566728
