,drug,cell_line,OncotreeCode,IC50,prediction
486,SB216763,A673,ES,4.884471919,4.843112
487,SGC0946,A673,ES,1.723941834,1.854422
488,SN-38,A673,ES,-6.826774918,-5.935443
489,Sorafenib,A673,ES,2.526749749,2.000073
490,VX-11e,A673,ES,2.696722422,2.686929
491,Bosutinib,A704,RCC,1.584146272,1.840832
492,Dactolisib,A704,RCC,-0.758802996,-0.935629
493,EPZ004777,A704,RCC,5.26845739,5.411719
494,GSK2830371,A704,RCC,5.51058814,5.416156
495,GSK343,A704,RCC,3.589336907,3.315849
496,Gallibiscoquinazole,A704,RCC,3.262744074,3.036407
497,Irinotecan,A704,RCC,2.94559619,4.394902
498,L-Oxonoreleagnine,A704,RCC,4.357448327,3.780234
499,LMP744,A704,RCC,2.071319176,1.796517
500,Mitoxantrone,A704,RCC,3.899220715,2.990208
501,Mycophenolic acid,A704,RCC,2.097812254,2.517362
502,NU7441,A704,RCC,1.550748984,2.154431
503,NVP-ADW742,A704,RCC,1.930248882,2.292566
504,PFI3,A704,RCC,5.000022773,5.328669
505,Palbociclib,A704,RCC,3.006430366,3.915861
506,Taselisib,A704,RCC,2.390260623,1.70563
507,Ulixertinib,A704,RCC,4.537459459,2.71668
508,VE-822,A704,RCC,2.425847637,3.453746
509,Vinblastine,A704,RCC,-2.643288989,-0.335433
510,AMG-319,ABC1,LUAD,5.810709199,5.23378
511,AZD5991,ABC1,LUAD,6.041566728,1.98136
512,Bleomycin,ABC1,LUAD,3.316945854,3.236845
513,Camptothecin,ABC1,LUAD,-2.387423497,-2.861151
514,Docetaxel,ABC1,LUAD,-0.545507386,-4.256675
515,Fulvestrant,ABC1,LUAD,4.097259731,3.36985
516,GNE-317,ABC1,LUAD,2.737732738,1.690958
517,GSK1904529A,ABC1,LUAD,4.691007194,3.940773
518,GSK343,ABC1,LUAD,3.719669912,3.97783
519,JNK Inhibitor VIII,ABC1,LUAD,5.513305937,5.273764
520,LMP744,ABC1,LUAD,0.232089359,2.149469
521,Leflunomide,ABC1,LUAD,4.997651667,5.145763
522,OTX015,ABC1,LUAD,4.896196913,4.901278
523,PRT062607,ABC1,LUAD,4.269145733,4.822155
524,SB216763,ABC1,LUAD,6.086326396,5.433961
525,SN-38,ABC1,LUAD,-4.419249861,-4.710855
526,Savolitinib,ABC1,LUAD,3.739714554,2.881672
527,Vorinostat,ABC1,LUAD,1.636342002,2.031763
528,ZM447439,ABC1,LUAD,0.857935802,2.401378
529,AMG-319,ACHN,PRCC,4.136137533,4.564384
530,AZD8055,ACHN,PRCC,-0.66540271,-0.549791
531,Doramapimod,ACHN,PRCC,4.872149709,5.397107
532,Entospletinib,ACHN,PRCC,2.506184517,2.728886
533,Epirubicin,ACHN,PRCC,-2.549554945,-1.914436
534,GSK2578215A,ACHN,PRCC,5.270802375,5.057878
535,GSK2606414,ACHN,PRCC,2.632073315,3.270164
536,GSK591,ACHN,PRCC,5.291999719,4.53979
537,IWP-2,ACHN,PRCC,3.710377806,3.088496
538,MK-2206,ACHN,PRCC,2.752459234,2.753891
539,NVP-ADW742,ACHN,PRCC,3.903819088,2.561312
540,OF-1,ACHN,PRCC,4.212001476,4.742809
541,OSI-027,ACHN,PRCC,1.758052531,2.476435
542,Osimertinib,ACHN,PRCC,0.182226814,-0.295582
543,PRIMA-1MET,ACHN,PRCC,3.723945868,3.243566
544,Refametinib,ACHN,PRCC,2.013240262,1.394135
545,Sinularin,ACHN,PRCC,3.56879364,3.632272
546,VE-822,ACHN,PRCC,1.770355516,2.189906
547,Zoledronate,ACHN,PRCC,4.467280933,4.317452
548,AZD5153,AGS,STAD,-0.087153779,-1.427002
549,Acetalax,AGS,STAD,0.633504881,2.777363
550,BMS-536924,AGS,STAD,2.147212773,1.24599
551,GSK2578215A,AGS,STAD,5.111593312,4.830002
552,GSK591,AGS,STAD,3.207785601,3.809868
553,JQ1,AGS,STAD,1.02488684,0.424546
554,Linsitinib,AGS,STAD,4.096379683,3.843279
555,Mycophenolic acid,AGS,STAD,-0.17397149,0.523838
556,Navitoclax,AGS,STAD,-2.171884788,1.037273
557,POMHEX,AGS,STAD,0.124405899,0.146186
558,Palbociclib,AGS,STAD,1.959589268,2.243326
559,RO-3306,AGS,STAD,2.561168304,2.584601
560,Ribociclib,AGS,STAD,3.086938992,3.28685
561,Sapitinib,AGS,STAD,3.701055364,3.210675
562,Selumetinib,AGS,STAD,0.601365296,0.164762
563,Sinularin,AGS,STAD,3.178035631,2.807345
564,Vinblastine,AGS,STAD,-5.264569761,-5.150579
565,WIKI4,AGS,STAD,3.340937137,3.425636
566,Wee1 Inhibitor,AGS,STAD,1.803893346,1.553266
567,AZ960,ALLSIL,TLL,0.029672171,0.102286
568,AZD3759,ALLSIL,TLL,2.208016923,2.098062
569,AZD5582,ALLSIL,TLL,-2.388901175,-1.109727
570,AZD5991,ALLSIL,TLL,3.225473571,2.249984
571,CPI-637,ALLSIL,TLL,3.498723412,4.069955
572,Cediranib,ALLSIL,TLL,1.130314098,1.709659
573,Docetaxel,ALLSIL,TLL,-5.778016985,-5.463391
574,GDC0810,ALLSIL,TLL,4.575233184,4.370141
575,GNE-317,ALLSIL,TLL,1.910581867,1.165807
576,KRAS (G12C) Inhibitor-12,ALLSIL,TLL,2.017963257,2.907222
577,L-Oxonoreleagnine,ALLSIL,TLL,2.799318223,3.147267
578,LCL161,ALLSIL,TLL,4.575213348,4.408751
579,Pyridostatin,ALLSIL,TLL,3.00701731,1.164647
580,Ruxolitinib,ALLSIL,TLL,4.022742887,3.787537
581,SGC0946,ALLSIL,TLL,1.83411214,1.556357
582,Sabutoclax,ALLSIL,TLL,-1.454096577,-1.344755
583,Uprosertib,ALLSIL,TLL,2.00066939,2.703176
584,Veliparib,ALLSIL,TLL,3.420329801,4.10836
585,Venetoclax,ALLSIL,TLL,-2.885029838,0.877491
586,5-azacytidine,AM38,GB,2.894916853,2.459829
587,ABT737,AM38,GB,1.289284577,0.603264
588,AMG-319,AM38,GB,4.891792341,4.713174
589,Dasatinib,AM38,GB,4.356052958,2.318486
590,EPZ004777,AM38,GB,4.125922653,5.155073
591,Entospletinib,AM38,GB,2.969659702,3.322678
592,Fludarabine,AM38,GB,5.563574477,3.91117
593,GSK2110183B,AM38,GB,4.520244571,4.651547
594,GSK2578215A,AM38,GB,5.698041312,4.571125
595,Gemcitabine,AM38,GB,-3.033833979,-2.852113
596,I-BET-762,AM38,GB,2.513389892,2.845406
597,KU-55933,AM38,GB,5.724236615,4.93975
598,LCL161,AM38,GB,4.987994308,5.012662
599,MIRA-1,AM38,GB,5.606972076,5.243813
600,PD0325901,AM38,GB,-1.725701094,-1.332307
601,POMHEX,AM38,GB,1.694365866,1.568455
602,PRIMA-1MET,AM38,GB,4.318762654,3.735903
603,Refametinib,AM38,GB,-0.695919705,0.234831
604,WEHI-539,AM38,GB,3.521361055,3.666898
605,AZD3759,AMO1,PCM,2.10038368,2.169236
606,AZD7762,AMO1,PCM,-1.479883525,-1.63045
607,Afuresertib,AMO1,PCM,0.795538638,1.158794
608,CCT007093,AMO1,PCM,4.513206491,3.942821
609,Dinaciclib,AMO1,PCM,-4.428066738,-4.594399
610,Elephantin,AMO1,PCM,1.571925003,1.546542
611,Ipatasertib,AMO1,PCM,3.453708437,2.407877
612,LY2109761,AMO1,PCM,4.572895252,4.215988
613,Lestaurtinib,AMO1,PCM,-2.239097776,-1.921144
614,Palbociclib,AMO1,PCM,2.24564166,1.574388
615,SB590885,AMO1,PCM,3.881368368,3.039299
616,Serdemetan,AMO1,PCM,0.871789755,1.946193
617,Sinularin,AMO1,PCM,1.306737308,1.979612
618,Telomerase Inhibitor IX,AMO1,PCM,-0.570411039,-0.86973
619,Ulixertinib,AMO1,PCM,2.470699796,1.006981
620,Venetoclax,AMO1,PCM,1.392957511,1.461867
621,Vinorelbine,AMO1,PCM,-6.247262096,-6.085302
622,YK-4-279,AMO1,PCM,-0.266325698,0.529366
623,AZD8186,AN3CA,UCEC,1.749571519,2.199548
624,Afatinib,AN3CA,UCEC,2.144454962,1.808398
625,Cytarabine,AN3CA,UCEC,3.700609331,3.067561
626,Entospletinib,AN3CA,UCEC,2.035530614,3.591925
627,KU-55933,AN3CA,UCEC,3.936722818,4.708227
628,ML323,AN3CA,UCEC,3.463626874,3.617289
629,Methotrexate,AN3CA,UCEC,0.166429359,-2.486406
630,Mycophenolic acid,AN3CA,UCEC,2.173197076,2.320181
631,N-acetyl cysteine,AN3CA,UCEC,9.61128192,10.249634
632,Pyridostatin,AN3CA,UCEC,2.834373522,3.156446
633,SCH772984,AN3CA,UCEC,3.136975454,3.502542
634,Sorafenib,AN3CA,UCEC,1.900820731,2.064722
635,Staurosporine,AN3CA,UCEC,-1.975466053,-2.721489
636,Talazoparib,AN3CA,UCEC,4.910516963,4.414847
637,Taselisib,AN3CA,UCEC,-0.51799415,-0.209402
638,Temsirolimus,AN3CA,UCEC,0.446698514,-0.115605
639,Teniposide,AN3CA,UCEC,1.549793774,0.98173
640,Ulixertinib,AN3CA,UCEC,3.691131362,2.887938
641,glutathione,AN3CA,UCEC,6.711836216,9.30521
642,5-azacytidine,ASH3,THAP,1.686653139,3.401946
643,AZD2014,ASH3,THAP,2.375503076,2.161552
644,Acetalax,ASH3,THAP,3.652677536,5.279686
645,BIBR-1532,ASH3,THAP,4.472275592,4.977277
646,Dactolisib,ASH3,THAP,-1.440073528,-1.757537
647,Dasatinib,ASH3,THAP,0.367127531,0.875983
648,Dihydrorotenone,ASH3,THAP,1.201595811,0.940208
649,GSK2801,ASH3,THAP,5.240932234,4.842908
650,Gefitinib,ASH3,THAP,3.989944223,3.906695
651,Lapatinib,ASH3,THAP,3.88528452,4.794417
652,Lestaurtinib,ASH3,THAP,0.920847046,0.113892
653,Methotrexate,ASH3,THAP,0.724687945,2.067322
654,Navitoclax,ASH3,THAP,2.71598758,1.823221
655,Picolinici-acid,ASH3,THAP,5.636041709,5.405441
656,Pyridostatin,ASH3,THAP,3.500215107,3.244697
657,RVX-208,ASH3,THAP,5.180015106,4.66462
658,Veliparib,ASH3,THAP,5.380007037,5.20801
659,Vorinostat,ASH3,THAP,1.74490281,1.844378
660,XAV939,ASH3,THAP,5.599906179,4.592147
661,BMS-754807,ASPC1,PAAD,8.179429803,6.777419
662,Bleomycin,ASPC1,PAAD,7.084380922,8.980778
663,Cytarabine,ASPC1,PAAD,4.090416761,7.046734
664,Epirubicin,ASPC1,PAAD,3.021727618,5.236669
665,Fulvestrant,ASPC1,PAAD,7.092963648,5.871936
666,LY2109761,ASPC1,PAAD,7.415777852,7.343773
667,Methotrexate,ASPC1,PAAD,2.766324119,2.984148
668,Osimertinib,ASPC1,PAAD,4.628096934,3.724478
669,PD0325901,ASPC1,PAAD,0.50311334,0.765045
670,PD173074,ASPC1,PAAD,7.332013685,6.49573
671,PFI-1,ASPC1,PAAD,7.563443533,6.607568
672,PFI3,ASPC1,PAAD,8.423965143,7.656624
673,SGC-CBP30,ASPC1,PAAD,6.858349072,6.533761
674,Tanespimycin,ASPC1,PAAD,2.413601752,2.868073
675,Taselisib,ASPC1,PAAD,4.798985393,4.372355
676,Trametinib,ASPC1,PAAD,0.181218107,-0.818853
677,VX-11e,ASPC1,PAAD,3.573956544,3.824837
678,Venetoclax,ASPC1,PAAD,10.27311147,7.310577
679,alpha-lipoic acid,ASPC1,PAAD,11.01158097,10.013529
680,Acetalax,AU565,BRCA,0.355419773,0.622933
681,Alisertib,AU565,BRCA,2.659303879,3.181458
682,Alpelisib,AU565,BRCA,2.140057268,1.901353
683,Bortezomib,AU565,BRCA,-5.396155054,-4.772641
684,Bromosporine,AU565,BRCA,3.349024528,3.321868
685,CPI-637,AU565,BRCA,4.50664352,4.51896
686,Dactolisib,AU565,BRCA,-1.648246211,-1.750356
687,Dihydrorotenone,AU565,BRCA,2.238383338,0.005059
688,GSK2578215A,AU565,BRCA,3.909514319,4.495694
689,GSK2606414,AU565,BRCA,3.182869263,3.502817
690,GSK2801,AU565,BRCA,5.137766789,4.630555
691,GSK343,AU565,BRCA,3.772634569,3.088527
692,Gallibiscoquinazole,AU565,BRCA,3.062162047,2.379603
693,LCL161,AU565,BRCA,4.248094948,4.272258
694,Mirin,AU565,BRCA,3.963030849,4.509604
695,NU7441,AU565,BRCA,1.876963301,2.619623
696,PRIMA-1MET,AU565,BRCA,3.023482571,5.217596
697,Ulixertinib,AU565,BRCA,3.015935943,3.475708
698,WZ4003,AU565,BRCA,3.202794649,4.547924
699,Wnt-C59,AU565,BRCA,4.083616993,3.648695
700,AGI-5198,BCPAP,THPD,4.830746909,4.952957
701,AGK2,BCPAP,THPD,3.975928703,3.172508
702,AZD5363,BCPAP,THPD,2.797192524,3.284094
703,AZD8186,BCPAP,THPD,3.521379671,3.130258
704,Afatinib,BCPAP,THPD,1.80171563,1.95263
705,CCT007093,BCPAP,THPD,5.611655904,5.326273
706,Carmustine,BCPAP,THPD,6.199095317,6.844484
707,Dihydrorotenone,BCPAP,THPD,2.933939243,1.986235
708,Dinaciclib,BCPAP,THPD,-1.916858241,-1.404516
709,Ipatasertib,BCPAP,THPD,4.294337586,4.46192
710,L-Oxonoreleagnine,BCPAP,THPD,4.07249442,4.17916
711,MN-64,BCPAP,THPD,5.793073863,5.149806
712,Niraparib,BCPAP,THPD,4.445485753,5.132259
713,Rapamycin,BCPAP,THPD,-1.579195854,-0.658065
714,Rucaparib,BCPAP,THPD,5.293838829,4.329986
715,SB216763,BCPAP,THPD,2.784851328,4.697796
716,Teniposide,BCPAP,THPD,0.976118216,0.322062
717,UNC0638,BCPAP,THPD,1.8668022,3.782596
718,Wee1 Inhibitor,BCPAP,THPD,2.015752568,1.944803
719,ABT737,BECKER,ASTR,3.864603042,3.430437
720,AZD2014,BECKER,ASTR,1.923649931,1.513994
721,Cisplatin,BECKER,ASTR,3.415146585,2.947776
722,Dasatinib,BECKER,ASTR,2.369281607,1.720894
723,Fulvestrant,BECKER,ASTR,4.336032306,4.310171
724,GSK2578215A,BECKER,ASTR,5.917595188,5.131213
725,IWP-2,BECKER,ASTR,2.82190708,3.425828
726,JQ1,BECKER,ASTR,2.803836303,3.545394
727,Leflunomide,BECKER,ASTR,6.155373597,5.501686
728,NVP-ADW742,BECKER,ASTR,4.443440834,3.206223
729,Navitoclax,BECKER,ASTR,4.549182692,3.352883
730,Nutlin-3a (-),BECKER,ASTR,5.123976608,5.785287
731,PFI-1,BECKER,ASTR,4.539890212,4.422147
732,Refametinib,BECKER,ASTR,2.358514406,2.526715
733,Ruxolitinib,BECKER,ASTR,5.446484848,5.251651
734,SB216763,BECKER,ASTR,5.923616728,5.460372
735,SB590885,BECKER,ASTR,5.289000685,4.914181
736,UNC0379,BECKER,ASTR,4.515464794,4.298589
737,Zoledronate,BECKER,ASTR,3.672755145,4.410718
738,Afuresertib,BEN,NSCLC,2.578822713,2.684365
739,Entinostat,BEN,NSCLC,0.239849523,0.492126
740,GSK2578215A,BEN,NSCLC,4.155895709,4.798897
741,GSK2606414,BEN,NSCLC,3.03461603,4.208508
742,Lapatinib,BEN,NSCLC,2.478076806,3.04832
743,Motesanib,BEN,NSCLC,5.137330448,5.77157
744,Nilotinib,BEN,NSCLC,1.480386049,2.018643
745,Osimertinib,BEN,NSCLC,1.198364064,2.550961
746,Pevonedistat,BEN,NSCLC,1.312484844,0.867285
747,Picolinici-acid,BEN,NSCLC,6.60000128,5.621734
748,Pictilisib,BEN,NSCLC,1.585903346,1.371573
749,SCH772984,BEN,NSCLC,3.224704341,4.083152
750,Selumetinib,BEN,NSCLC,5.156594281,5.548321
751,Tozasertib,BEN,NSCLC,1.903995958,1.525023
752,Trametinib,BEN,NSCLC,2.638251114,2.027071
753,Vismodegib,BEN,NSCLC,5.494816693,5.28515
754,AZD8186,BFTC905,BLCA,2.991892242,2.908353
755,BMS-754807,BFTC905,BLCA,-0.319576713,0.935919
756,Cediranib,BFTC905,BLCA,1.579994569,2.011624
757,EHT-1864,BFTC905,BLCA,3.280795254,2.966372
758,GSK2606414,BFTC905,BLCA,2.660748626,3.437317
759,GSK2801,BFTC905,BLCA,4.88798979,4.016446
760,JQ1,BFTC905,BLCA,-1.405321349,0.219407
761,LGK974,BFTC905,BLCA,3.649898283,3.455541
762,Linsitinib,BFTC905,BLCA,3.175439663,3.453751
763,NU7441,BFTC905,BLCA,2.453150107,2.431367
764,PFI3,BFTC905,BLCA,4.93815932,4.997094
765,TW 37,BFTC905,BLCA,-0.931187238,0.696657
766,Tanespimycin,BFTC905,BLCA,-1.952078379,-1.864719
767,Temozolomide,BFTC905,BLCA,4.917546749,5.761321
768,Topotecan,BFTC905,BLCA,-2.268810895,-1.115875
769,Veliparib,BFTC905,BLCA,5.025462068,4.606817
770,Venetoclax,BFTC905,BLCA,2.108210352,2.507775
771,Wee1 Inhibitor,BFTC905,BLCA,0.902313484,1.390227
772,Zoledronate,BFTC905,BLCA,3.606847712,3.204633
773,AZD5363,BFTC909,RCC,1.101859191,1.322336
774,AZD6738,BFTC909,RCC,0.208179534,0.892966
775,CPI-637,BFTC909,RCC,4.254251808,4.589746
776,CZC24832,BFTC909,RCC,4.947842731,4.971632
777,Cediranib,BFTC909,RCC,1.679958032,1.554463
778,Doramapimod,BFTC909,RCC,5.007708065,5.257565
779,EHT-1864,BFTC909,RCC,3.690401246,3.947135
780,EPZ004777,BFTC909,RCC,5.503866133,4.879362
781,Epirubicin,BFTC909,RCC,-1.628110155,-1.882758
782,Erlotinib,BFTC909,RCC,2.856310209,3.325572
783,Fulvestrant,BFTC909,RCC,3.251473832,3.82827
784,GSK2578215A,BFTC909,RCC,4.831551535,4.549906
785,I-BET-762,BFTC909,RCC,4.314198321,3.805407
786,NU7441,BFTC909,RCC,2.756241527,2.428178
787,SGC0946,BFTC909,RCC,1.89663069,1.998745
788,Sapitinib,BFTC909,RCC,5.014648659,4.510188
789,VE821,BFTC909,RCC,3.93920403,4.038979
790,Vinblastine,BFTC909,RCC,-4.641464405,-5.13893
791,glutathione,BFTC909,RCC,9.196244184,9.301153
792,Buparlisib,BHT101,THAP,0.446750845,1.078986
793,CPI-637,BHT101,THAP,4.463596178,3.495368
794,EHT-1864,BHT101,THAP,4.233859158,3.473185
795,Foretinib,BHT101,THAP,0.377278982,0.729972
796,Ipatasertib,BHT101,THAP,3.914487421,4.135224
797,MN-64,BHT101,THAP,3.041910804,4.242006
798,Nilotinib,BHT101,THAP,4.114030202,3.073459
799,OF-1,BHT101,THAP,4.432256368,3.853386
800,P22077,BHT101,THAP,3.055762024,4.608917
801,PD0325901,BHT101,THAP,-2.897905067,-1.999452
802,Pevonedistat,BHT101,THAP,-0.055032939,0.428305
803,RO-3306,BHT101,THAP,3.232048486,3.290803
804,Ribociclib,BHT101,THAP,4.201193474,4.08722
805,Ruxolitinib,BHT101,THAP,5.082902369,4.935598
806,SGC0946,BHT101,THAP,2.585849806,2.390794
807,Selumetinib,BHT101,THAP,0.313754321,0.475172
808,Uprosertib,BHT101,THAP,3.526596373,3.478509
809,Vinorelbine,BHT101,THAP,-2.448723401,-2.057805
810,Zoledronate,BHT101,THAP,3.619763373,3.925264
811,ABT737,BHY,OCSC,2.562713729,0.977672
812,AZ6102,BHY,OCSC,3.729654575,3.435885
813,Afuresertib,BHY,OCSC,3.702080158,3.925904
814,Dinaciclib,BHY,OCSC,-2.476447545,-2.375531
815,Gefitinib,BHY,OCSC,1.180218481,2.245458
816,Lestaurtinib,BHY,OCSC,1.342491372,1.582164
817,MK-8776,BHY,OCSC,4.119363417,4.65706
818,Motesanib,BHY,OCSC,6.022823065,5.986246
819,Nutlin-3a (-),BHY,OCSC,5.132605343,5.613753
820,Olaparib,BHY,OCSC,5.248715175,4.947373
821,Rucaparib,BHY,OCSC,4.75381381,4.282287
822,SB505124,BHY,OCSC,5.090350992,4.417362
823,Vismodegib,BHY,OCSC,5.679185323,5.102502
824,Wnt-C59,BHY,OCSC,4.962637448,4.967155
825,YK-4-279,BHY,OCSC,3.55766683,3.019732
826,ZM447439,BHY,OCSC,3.258100321,3.056467
827,AGK2,BICR22,OCSC,3.306458839,3.091373
828,AZD5363,BICR22,OCSC,3.033934726,2.262718
829,AZD7762,BICR22,OCSC,0.389180916,-0.296797
830,Afatinib,BICR22,OCSC,1.855095602,1.552345
831,Bleomycin (50 uM),BICR22,OCSC,-0.186134675,-0.956538
832,Erlotinib,BICR22,OCSC,3.694252123,2.739606
833,KRAS (G12C) Inhibitor-12,BICR22,OCSC,5.915517544,4.696784
834,L-Oxonoreleagnine,BICR22,OCSC,3.054823735,3.358519
835,MN-64,BICR22,OCSC,5.080714302,4.437317
836,Mycophenolic acid,BICR22,OCSC,2.809167654,1.01927
837,Pyridostatin,BICR22,OCSC,3.506068111,3.273009
838,Refametinib,BICR22,OCSC,3.581660665,1.973762
839,Selumetinib,BICR22,OCSC,3.691177417,3.567239
840,Tamoxifen,BICR22,OCSC,3.565926644,4.283185
841,Telomerase Inhibitor IX,BICR22,OCSC,-1.069199745,0.615679
842,UMI-77,BICR22,OCSC,1.572657502,2.720814
843,Vismodegib,BICR22,OCSC,4.427611511,4.823168
844,Wee1 Inhibitor,BICR22,OCSC,1.773241438,1.477011
845,alpha-lipoic acid,BICR22,OCSC,7.699948887,6.954263
846,AGK2,BICR31,OCSC,1.840383004,2.725324
847,Afatinib,BICR31,OCSC,4.047623802,1.837573
848,BMS-345541,BICR31,OCSC,2.465065843,3.088547
849,BMS-536924,BICR31,OCSC,1.093741761,1.731758
850,BX795,BICR31,OCSC,2.104440046,2.511681
851,Bicalutamide,BICR31,OCSC,4.049490165,4.276203
852,EPZ004777,BICR31,OCSC,4.591243701,4.548828
853,Erlotinib,BICR31,OCSC,4.307692744,2.86762
854,GSK1904529A,BICR31,OCSC,4.227409432,3.814274
855,IWP-2,BICR31,OCSC,2.673392792,2.727064
856,RO-3306,BICR31,OCSC,3.132741758,3.023343
857,Refametinib,BICR31,OCSC,1.813802823,1.740969
858,Ruxolitinib,BICR31,OCSC,4.276375539,4.240245
859,SB216763,BICR31,OCSC,4.98439382,4.077858
860,Sapitinib,BICR31,OCSC,4.483434474,3.022709
861,Sorafenib,BICR31,OCSC,2.153984755,2.400636
862,AGI-5198,BICR78,OCSC,6.081305849,4.737263
863,AZD7762,BICR78,OCSC,0.919978413,1.150798
864,BIBR-1532,BICR78,OCSC,5.59848892,5.03573
865,CCT007093,BICR78,OCSC,6.195313219,5.384038
866,CPI-637,BICR78,OCSC,3.253197812,5.20141
867,Cediranib,BICR78,OCSC,1.866046507,2.687512
868,Doramapimod,BICR78,OCSC,5.821438398,5.657794
869,EPZ004777,BICR78,OCSC,5.501467695,5.518538
870,Elephantin,BICR78,OCSC,4.58099237,4.79782
871,Gemcitabine,BICR78,OCSC,-1.155206019,0.148212
872,KRAS (G12C) Inhibitor-12,BICR78,OCSC,6.016211305,6.113247
873,LCL161,BICR78,OCSC,5.450268338,5.406709
874,LY2109761,BICR78,OCSC,6.169844282,5.322484
875,MIRA-1,BICR78,OCSC,6.097992686,6.098127
876,OF-1,BICR78,OCSC,1.781353346,3.095654
877,Oxaliplatin,BICR78,OCSC,6.634273563,5.388738
878,PRIMA-1MET,BICR78,OCSC,6.250592796,5.700281
879,Temozolomide,BICR78,OCSC,6.736056231,6.973447
880,VX-11e,BICR78,OCSC,2.746928529,2.903893
881,AGK2,BL41,BL,1.849967284,2.409
882,AZD8055,BL41,BL,1.293132909,-0.733313
883,Doramapimod,BL41,BL,3.730176546,3.788464
884,Erlotinib,BL41,BL,2.150584518,1.94343
885,GW441756,BL41,BL,1.927531913,1.937094
886,I-BET-762,BL41,BL,0.322853498,0.962553
887,ICL-SIRT078,BL41,BL,1.634487676,2.868162
888,Irinotecan,BL41,BL,0.061720038,0.430986
889,KRAS (G12C) Inhibitor-12,BL41,BL,2.597807116,2.805922
890,Mitoxantrone,BL41,BL,-3.567272615,-2.832401
891,PD0325901,BL41,BL,1.825204468,2.502666
892,Pyridostatin,BL41,BL,1.844240971,1.930805
893,SGC0946,BL41,BL,0.682296155,1.298658
894,Selumetinib,BL41,BL,3.443258179,3.834248
895,Talazoparib,BL41,BL,0.97717536,-1.225866
896,Taselisib,BL41,BL,2.582705975,2.021818
897,Uprosertib,BL41,BL,1.682100353,2.733873
898,Vismodegib,BL41,BL,2.832034745,3.286428
899,Zoledronate,BL41,BL,2.121170918,2.59284
900,AZD1332,BPH1,,0.922798178,2.942917
901,AZD2014,BPH1,,0.885204156,0.842252
902,AZD3759,BPH1,,0.518756364,-0.858937
903,AZD7762,BPH1,,-0.212397817,0.153306
904,AZD8186,BPH1,,1.359524288,2.195531
905,Dasatinib,BPH1,,-2.678167543,-1.215568
906,GSK2606414,BPH1,,2.078966622,3.283539
907,GSK2801,BPH1,,3.940066019,4.915783
908,I-BRD9,BPH1,,2.578157048,4.272329
909,Ibrutinib,BPH1,,-0.582497588,0.807979
910,KRAS (G12C) Inhibitor-12,BPH1,,3.423128662,4.060851
911,MIRA-1,BPH1,,6.366225361,5.452938
912,PD173074,BPH1,,3.471591229,3.610203
913,Schweinfurthin A,BPH1,,3.386796256,2.493094
914,Tamoxifen,BPH1,,2.971737178,3.120338
915,Temsirolimus,BPH1,,1.711246006,-0.262291
916,Topotecan,BPH1,,-1.656569607,-0.227611
917,Vorinostat,BPH1,,1.724291378,1.591373
918,WIKI4,BPH1,,1.969685735,3.353574
919,5-Fluorouracil,BT20,IDC,5.400675558,5.24581
920,5-azacytidine,BT20,IDC,3.244694869,3.379998
921,A-366,BT20,IDC,5.226055507,4.596189
922,AZ960,BT20,IDC,4.695810825,3.603233
923,AZD1332,BT20,IDC,5.170190499,4.372866
924,AZD7762,BT20,IDC,1.870652748,0.211748
925,Bleomycin,BT20,IDC,3.602794729,3.606701
926,Bortezomib,BT20,IDC,-4.355651554,-4.504255
927,Bosutinib,BT20,IDC,2.587364339,3.151596
928,CCT007093,BT20,IDC,4.541385794,4.527542
929,Cyclophosphamide,BT20,IDC,4.110101586,4.908334
930,EHT-1864,BT20,IDC,2.313566652,2.942044
931,MK-8776,BT20,IDC,3.79854837,3.202277
932,PRT062607,BT20,IDC,5.222152516,4.288749
933,SB590885,BT20,IDC,4.532908326,4.703556
934,SN-38,BT20,IDC,3.602708708,2.682646
935,Uprosertib,BT20,IDC,1.116495528,1.430493
936,Vorinostat,BT20,IDC,3.038474959,2.509459
937,Wee1 Inhibitor,BT20,IDC,2.353192104,3.03171
938,XAV939,BT20,IDC,4.347780539,4.438172
939,Axitinib,BT474,IDC,3.683377762,4.059667
940,BIBR-1532,BT474,IDC,5.381002033,5.938125
941,Bromosporine,BT474,IDC,3.0116195,2.98058
942,CCT007093,BT474,IDC,5.809936504,5.834409
943,Carmustine,BT474,IDC,7.475460797,7.102941
944,Elephantin,BT474,IDC,3.908764825,4.504571
945,Fludarabine,BT474,IDC,7.415297985,6.168605
946,GSK1904529A,BT474,IDC,3.772104427,4.264992
947,Ibrutinib,BT474,IDC,1.226257715,2.885973
948,LGK974,BT474,IDC,3.355270311,3.749429
949,Lapatinib,BT474,IDC,0.107660166,1.06809
950,Lenalidomide,BT474,IDC,6.469460778,6.204337
951,Methotrexate,BT474,IDC,0.549580126,-0.627264
952,Mirin,BT474,IDC,5.808003005,5.972448
953,Nutlin-3a (-),BT474,IDC,6.487907685,6.392981
954,PCI-34051,BT474,IDC,6.273751206,4.902913
955,Palbociclib,BT474,IDC,5.62375302,4.882328
956,Picolinici-acid,BT474,IDC,5.940115837,6.020551
957,Pictilisib,BT474,IDC,1.231314023,0.710395
958,SN-38,BT474,IDC,4.533121631,4.484502
959,AT13148,BT483,IDC,8.332159335,6.548057
960,AZD5363,BT483,IDC,6.318026204,5.170471
