"",drug,cell_line,OncotreeCode,IC50,prediction,IC50_Z,prediction_Z
363,AZD6738,A3KAW,DLBCLNOS,-0.803435,0.050322,-1.957150,-1.373050
364,AZD7762,A3KAW,DLBCLNOS,-1.892352,-2.098063,-1.333217,-1.466559
365,CCT007093,A3KAW,DLBCLNOS,4.338943,4.121364,-0.988372,-1.240663
366,Docetaxel,A3KAW,DLBCLNOS,-5.566962,-5.815369,-0.843522,-0.940990
367,GSK2578215A,A3KAW,DLBCLNOS,4.539407,3.767486,-0.408276,-1.207260
368,IWP-2,A3KAW,DLBCLNOS,2.031123,1.565922,-0.935860,-1.454508
369,Ibrutinib,A3KAW,DLBCLNOS,4.341659,3.031590,0.157607,-0.565100
370,Olaparib,A3KAW,DLBCLNOS,1.972224,2.126464,-1.734150,-1.615664
371,PCI-34051,A3KAW,DLBCLNOS,2.902526,2.472051,-1.161213,-1.495913
372,Picolinici-acid,A3KAW,DLBCLNOS,3.739728,4.110564,-1.895895,-1.436102
373,Ruxolitinib,A3KAW,DLBCLNOS,0.972409,3.378030,-3.290891,-1.221359
374,SGC-CBP30,A3KAW,DLBCLNOS,2.626227,3.203329,-1.811425,-1.158480
375,SGC0946,A3KAW,DLBCLNOS,1.346374,1.370642,-0.949132,-0.918743
376,Talazoparib,A3KAW,DLBCLNOS,-0.265316,-2.563220,-1.369215,-2.406715
377,Trametinib,A3KAW,DLBCLNOS,-0.224288,-1.395914,-0.195659,-0.714566
378,WIKI4,A3KAW,DLBCLNOS,2.741532,3.097876,-1.032467,-0.661905
379,AZD3759,A427,LUAD,2.537215,2.358953,0.023082,-0.141285
380,AZD5363,A427,LUAD,3.901029,3.515801,0.730433,0.463265
381,AZD6482,A427,LUAD,3.563347,3.881721,0.123547,0.353788
382,Avagacestat,A427,LUAD,4.272192,4.336947,-0.454177,-0.393777
383,BMS-754807,A427,LUAD,-0.006549,0.361751,-1.086112,-0.901754
384,Dabrafenib,A427,LUAD,2.778868,2.609032,-0.797082,-0.888682
385,GSK-LSD1,A427,LUAD,2.765564,2.132448,0.135141,-0.583479
386,GSK1904529A,A427,LUAD,2.668644,3.414728,-1.521656,-0.845883
387,Gallibiscoquinazole,A427,LUAD,1.076141,2.241944,-1.808315,-0.516606
388,Irinotecan,A427,LUAD,2.490292,2.673907,-0.000102,0.094824
389,Lapatinib,A427,LUAD,2.799709,2.594194,-0.265188,-0.394979
390,Linsitinib,A427,LUAD,2.814828,3.179982,-0.869541,-0.593370
391,Obatoclax Mesylate,A427,LUAD,-0.509973,-0.231813,-0.916480,-0.667750
392,Osimertinib,A427,LUAD,2.734704,1.442342,0.845156,-0.164698
393,Pevonedistat,A427,LUAD,-1.448837,-0.427349,-1.080366,-0.604748
394,SL0101,A427,LUAD,3.829955,4.929031,-1.094984,0.233385
395,SN-38,A427,LUAD,-2.278111,-1.096987,-0.030197,0.298153
396,Sapitinib,A427,LUAD,3.485309,4.246172,-0.140724,0.284914
397,WIKI4,A427,LUAD,4.567213,3.236119,0.866057,-0.518146
398,AZD6738,A431,CSCC,1.417749,2.473908,-0.437522,0.285051
399,Alpelisib,A431,CSCC,1.042570,1.638226,-1.711535,-1.288251
400,Camptothecin,A431,CSCC,-2.989368,-2.999153,-0.397982,-0.403303
401,Crizotinib,A431,CSCC,2.079955,2.067136,-0.318221,-0.326707
402,Daporinad,A431,CSCC,2.065693,1.770074,1.925427,1.820052
403,Entinostat,A431,CSCC,1.424767,1.565549,-0.369903,-0.283905
404,GSK2578215A,A431,CSCC,5.092402,4.574268,0.164106,-0.372193
405,Gemcitabine,A431,CSCC,-2.570787,-2.628844,-0.599234,-0.618518
406,JNK Inhibitor VIII,A431,CSCC,4.177164,4.174655,-0.956938,-0.959549
407,Osimertinib,A431,CSCC,-0.028434,-0.391806,-1.313964,-1.597904
408,Rapamycin,A431,CSCC,-2.571188,-2.576889,-0.400457,-0.403843
409,SB590885,A431,CSCC,5.140429,5.054486,0.588855,0.525448
410,SCH772984,A431,CSCC,1.129065,1.434537,-0.745462,-0.579008
411,Savolitinib,A431,CSCC,3.785903,3.304969,0.878164,0.474172
412,Tamoxifen,A431,CSCC,5.442989,4.918193,1.198109,0.769471
413,Veliparib,A431,CSCC,5.871701,5.122396,0.665725,-0.155095
414,ABT737,A498,RCC,0.359420,1.738508,-0.738144,-0.066628
415,BMS-345541,A498,RCC,2.698941,4.032791,-0.438504,0.571658
416,Bosutinib,A498,RCC,2.806736,2.757318,0.122775,0.090518
417,Carmustine,A498,RCC,7.294388,6.707642,1.124845,0.523202
418,Cisplatin,A498,RCC,5.795005,4.050483,1.379513,0.439243
419,Cyclophosphamide,A498,RCC,5.811847,5.668353,0.621829,0.460366
420,Cytarabine,A498,RCC,4.253233,2.104141,1.183769,0.240702
421,Doramapimod,A498,RCC,5.190255,5.763988,0.211385,0.694213
422,GSK2830371,A498,RCC,6.085113,5.684022,0.563302,0.222276
423,Gefitinib,A498,RCC,3.621293,3.928860,0.390731,0.644374
424,KRAS (G12C) Inhibitor-12,A498,RCC,6.003782,6.179248,1.013319,1.127682
425,Lapatinib,A498,RCC,2.414259,3.870639,-0.508616,0.411150
426,MK-2206,A498,RCC,0.233909,2.505435,-1.674579,-0.147729
427,Methotrexate,A498,RCC,3.371619,0.858011,1.211857,0.203008
428,Mycophenolic acid,A498,RCC,2.063685,1.823501,0.174504,0.018085
429,Nilotinib,A498,RCC,5.074187,3.302132,1.002115,-0.036369
430,Obatoclax Mesylate,A498,RCC,0.698865,0.691078,0.164462,0.157499
431,Taselisib,A498,RCC,2.185542,1.750928,0.246993,-0.009543
432,Trametinib,A498,RCC,0.894945,0.420798,0.300043,0.090046
433,5-azacytidine,A4FUK,DLBCLNOS,2.258559,1.346018,-0.524630,-1.180750
434,ABT737,A4FUK,DLBCLNOS,2.256678,2.550166,0.185683,0.328590
435,AZD5991,A4FUK,DLBCLNOS,-2.347430,-2.560685,-2.174907,-2.250952
436,Acetalax,A4FUK,DLBCLNOS,5.688605,5.404109,0.447908,0.309249
437,Doramapimod,A4FUK,DLBCLNOS,4.770716,4.322300,-0.141679,-0.519045
438,Entinostat,A4FUK,DLBCLNOS,0.853045,0.141650,-0.719141,-1.153700
439,GSK2830371,A4FUK,DLBCLNOS,4.354057,4.299913,-0.908522,-0.954558
440,Gefitinib,A4FUK,DLBCLNOS,3.195885,2.950383,0.039908,-0.162552
441,Lenalidomide,A4FUK,DLBCLNOS,4.811224,3.973667,-0.397029,-1.178806
442,MN-64,A4FUK,DLBCLNOS,2.741439,4.376995,-1.864765,-0.286131
443,NU7441,A4FUK,DLBCLNOS,4.615582,1.638400,1.103502,-1.112015
444,Nelarabine,A4FUK,DLBCLNOS,4.746771,5.102948,-1.169141,-0.840450
445,OTX015,A4FUK,DLBCLNOS,-1.721505,-1.375133,-2.153291,-1.967857
446,Obatoclax Mesylate,A4FUK,DLBCLNOS,-1.457284,-0.390172,-1.763565,-0.809354
447,PFI-1,A4FUK,DLBCLNOS,2.344860,2.241312,-1.518159,-1.610110
448,PRT062607,A4FUK,DLBCLNOS,1.249902,1.059102,-1.376395,-1.513010
449,Romidepsin,A4FUK,DLBCLNOS,-6.018286,-5.957318,-0.775043,-0.714303
450,Sorafenib,A4FUK,DLBCLNOS,1.495345,1.230404,-0.863821,-1.081810
451,Wee1 Inhibitor,A4FUK,DLBCLNOS,0.120119,0.593472,-1.219658,-0.911862
452,5-azacytidine,A549,LUAD,1.847137,2.271099,-0.820443,-0.515613
453,AZD5438,A549,LUAD,1.391646,1.415604,-0.644783,-0.629001
454,BIBR-1532,A549,LUAD,5.775714,4.881601,0.795957,-0.086053
455,Bleomycin,A549,LUAD,0.997003,1.329773,-1.147677,-0.915692
456,Cediranib,A549,LUAD,2.035846,1.653974,-0.197324,-0.517586
457,Doramapimod,A549,LUAD,4.854873,5.458377,-0.070857,0.437025
458,Fulvestrant,A549,LUAD,3.048611,3.758064,-0.540130,0.021480
459,GDC0810,A549,LUAD,4.951721,4.478560,-0.143455,-0.643874
460,GSK2110183B,A549,LUAD,2.604406,3.338656,-0.447143,0.024330
461,Gemcitabine,A549,LUAD,-3.595753,-2.828816,-0.939695,-0.684943
462,Leflunomide,A549,LUAD,5.444888,5.037925,0.446248,0.000708
463,Linsitinib,A549,LUAD,3.200767,3.286070,-0.577650,-0.513134
464,Niraparib,A549,LUAD,4.170177,4.263953,0.037178,0.099035
465,OTX015,A549,LUAD,1.100080,0.752748,-0.642728,-0.828676
466,Olaparib,A549,LUAD,4.064176,4.276287,-0.127124,0.035818
467,Remodelin,A549,LUAD,3.982875,4.826864,-0.720322,0.008627
468,Ruxolitinib,A549,LUAD,4.094527,4.669352,-0.604964,-0.110447
469,Savolitinib,A549,LUAD,3.832341,2.738345,0.917173,-0.001801
470,YK-4-279,A549,LUAD,1.604431,1.543394,-0.389218,-0.426176
471,ZM447439,A549,LUAD,2.007056,1.952309,-0.334005,-0.366096
472,AZD1332,A673,ES,2.868643,3.188053,-0.581981,-0.373947
473,AZD5991,A673,ES,3.958148,3.989284,0.073594,0.084697
474,BMS-754807,A673,ES,0.072312,0.287354,-1.046637,-0.938995
475,Dabrafenib,A673,ES,3.430920,4.085122,-0.445401,-0.092560
476,EPZ5676,A673,ES,5.532907,4.773043,-0.009759,-0.748421
477,Elephantin,A673,ES,1.906870,2.801724,-1.157305,-0.541500
478,GSK2801,A673,ES,4.927780,4.695326,-0.067429,-0.328201
479,Ibrutinib,A673,ES,4.627663,4.777754,0.315382,0.398181
480,LJI308,A673,ES,4.862155,4.891653,-0.107529,-0.080168
481,Luminespib,A673,ES,-3.453785,-3.586423,-0.731687,-0.804664
482,MK-1775,A673,ES,1.075156,0.337510,0.308941,-0.210587
483,Motesanib,A673,ES,5.240599,5.275828,-0.212343,-0.181263
484,Pictilisib,A673,ES,0.977047,1.016700,-0.192499,-0.161112
485,Refametinib,A673,ES,3.122181,2.755971,0.443201,0.252229
486,SB216763,A673,ES,4.884472,4.843112,-0.285086,-0.324897
487,SGC0946,A673,ES,1.723942,1.854422,-0.476325,-0.312932
488,SN-38,A673,ES,-6.826775,-5.935443,-1.294712,-1.046925
489,Sorafenib,A673,ES,2.526750,2.000073,-0.015198,-0.448539
490,VX-11e,A673,ES,2.696722,2.686929,-0.008831,-0.015764
491,Bosutinib,A704,RCC,1.584146,1.840832,-0.675254,-0.507706
492,Dactolisib,A704,RCC,-0.758803,-0.935629,0.525898,0.402225
493,EPZ004777,A704,RCC,5.268457,5.411719,0.117745,0.264374
494,GSK2830371,A704,RCC,5.510588,5.416156,0.074814,-0.005476
495,GSK343,A704,RCC,3.589337,3.315849,-0.009350,-0.209397
496,Gallibiscoquinazole,A704,RCC,3.262744,3.036407,0.614440,0.363659
497,Irinotecan,A704,RCC,2.945596,4.394902,0.235283,0.984551
498,L-Oxonoreleagnine,A704,RCC,4.357448,3.780234,0.732983,-0.013567
499,LMP744,A704,RCC,2.071319,1.796517,1.034590,0.916702
500,Mitoxantrone,A704,RCC,3.899221,2.990208,1.508412,1.104047
501,Mycophenolic acid,A704,RCC,2.097812,2.517362,0.196728,0.469957
502,NU7441,A704,RCC,1.550749,2.154431,-1.177242,-0.728002
503,NVP-ADW742,A704,RCC,1.930249,2.292566,-0.646483,-0.400443
504,PFI3,A704,RCC,5.000023,5.328669,-0.472138,-0.081449
505,Palbociclib,A704,RCC,3.006430,3.915861,-0.292702,0.280110
506,Taselisib,A704,RCC,2.390261,1.705630,0.367831,-0.036281
507,Ulixertinib,A704,RCC,4.537459,2.716680,1.323643,0.112691
508,VE-822,A704,RCC,2.425848,3.453746,-0.393781,0.179862
509,Vinblastine,A704,RCC,-2.643289,-0.335433,0.390471,1.450216
510,AMG-319,ABC1,LUAD,5.810709,5.233780,0.858264,0.368882
511,AZD5991,ABC1,LUAD,6.041567,1.981360,0.816519,-0.631307
512,Bleomycin,ABC1,LUAD,3.316946,3.236845,0.469632,0.413791
513,Camptothecin,ABC1,LUAD,-2.387423,-2.861151,-0.070659,-0.328261
514,Docetaxel,ABC1,LUAD,-0.545507,-4.256675,1.126756,-0.329402
515,Fulvestrant,ABC1,LUAD,4.097260,3.369850,0.289991,-0.285834
516,GNE-317,ABC1,LUAD,2.737733,1.690958,1.578942,0.775008
517,GSK1904529A,ABC1,LUAD,4.691007,3.940773,0.310117,-0.369414
518,GSK343,ABC1,LUAD,3.719670,3.977830,0.085985,0.274820
519,JNK Inhibitor VIII,ABC1,LUAD,5.513306,5.273764,0.433222,0.183996
520,LMP744,ABC1,LUAD,0.232089,2.149469,0.245577,1.068115
521,Leflunomide,ABC1,LUAD,4.997652,5.145763,-0.043383,0.118769
522,OTX015,ABC1,LUAD,4.896197,4.901278,1.389559,1.392279
523,PRT062607,ABC1,LUAD,4.269146,4.822155,0.785422,1.181384
524,SB216763,ABC1,LUAD,6.086326,5.433961,0.871758,0.243824
525,SN-38,ABC1,LUAD,-4.419250,-4.710855,-0.625427,-0.706493
526,Savolitinib,ABC1,LUAD,3.739715,2.881672,0.839365,0.118596
527,Vorinostat,ABC1,LUAD,1.636342,2.031763,0.136470,0.499061
528,ZM447439,ABC1,LUAD,0.857936,2.401378,-1.007577,-0.102868
529,AMG-319,ACHN,PRCC,4.136138,4.564384,-0.562196,-0.198935
530,AZD8055,ACHN,PRCC,-0.665403,-0.549791,-0.459804,-0.375514
531,Doramapimod,ACHN,PRCC,4.872150,5.397107,-0.056317,0.385463
532,Entospletinib,ACHN,PRCC,2.506185,2.728886,-0.954337,-0.772165
533,Epirubicin,ACHN,PRCC,-2.549555,-1.914436,-1.003642,-0.628041
534,GSK2578215A,ACHN,PRCC,5.270802,5.057878,0.348762,0.128372
535,GSK2606414,ACHN,PRCC,2.632073,3.270164,-0.948648,-0.423890
536,GSK591,ACHN,PRCC,5.292000,4.539790,0.757501,0.136299
537,IWP-2,ACHN,PRCC,3.710378,3.088496,0.936323,0.242993
538,MK-2206,ACHN,PRCC,2.752459,2.753891,0.018313,0.019276
539,NVP-ADW742,ACHN,PRCC,3.903819,2.561312,0.693713,-0.217945
540,OF-1,ACHN,PRCC,4.212001,4.742809,0.077443,0.531104
541,OSI-027,ACHN,PRCC,1.758053,2.476435,-0.553486,-0.072598
542,Osimertinib,ACHN,PRCC,0.182227,-0.295582,-1.149354,-1.522715
543,PRIMA-1MET,ACHN,PRCC,3.723946,3.243566,-0.385870,-0.652449
544,Refametinib,ACHN,PRCC,2.013240,1.394135,-0.135093,-0.457945
545,Sinularin,ACHN,PRCC,3.568794,3.632272,-0.084153,-0.019735
546,VE-822,ACHN,PRCC,1.770356,2.189906,-0.759595,-0.525454
547,Zoledronate,ACHN,PRCC,4.467281,4.317452,0.642611,0.480437
548,AZD5153,AGS,STAD,-0.087154,-1.427002,-0.805819,-1.484212
549,Acetalax,AGS,STAD,0.633505,2.777363,-2.015870,-0.970986
550,BMS-536924,AGS,STAD,2.147213,1.245990,0.027697,-0.624827
551,GSK2578215A,AGS,STAD,5.111593,4.830002,0.183971,-0.107493
552,GSK591,AGS,STAD,3.207786,3.809868,-0.963720,-0.466498
553,JQ1,AGS,STAD,1.024887,0.424546,-0.512521,-0.819991
554,Linsitinib,AGS,STAD,4.096380,3.843279,0.099714,-0.091709
555,Mycophenolic acid,AGS,STAD,-0.173971,0.523838,-1.282756,-0.828312
556,Navitoclax,AGS,STAD,-2.171885,1.037273,-1.945524,-0.364170
557,POMHEX,AGS,STAD,0.124406,0.146186,-0.933366,-0.916328
558,Palbociclib,AGS,STAD,1.959589,2.243326,-0.952064,-0.773350
559,RO-3306,AGS,STAD,2.561168,2.584601,-0.585009,-0.570528
560,Ribociclib,AGS,STAD,3.086939,3.286850,-0.467312,-0.303877
561,Sapitinib,AGS,STAD,3.701055,3.210675,-0.020032,-0.294359
562,Selumetinib,AGS,STAD,0.601365,0.164762,-1.602919,-1.838276
563,Sinularin,AGS,STAD,3.178036,2.807345,-0.480694,-0.856871
564,Vinblastine,AGS,STAD,-5.264570,-5.150579,-0.813195,-0.760851
565,WIKI4,AGS,STAD,3.340937,3.425636,-0.409146,-0.321068
566,Wee1 Inhibitor,AGS,STAD,1.803893,1.553266,-0.124790,-0.287759
567,AZ960,ALLSIL,TLL,0.029672,0.102286,-1.082301,-1.040184
568,AZD3759,ALLSIL,TLL,2.208017,2.098062,-0.280456,-0.381841
569,AZD5582,ALLSIL,TLL,-2.388901,-1.109727,-1.941212,-1.395044
570,AZD5991,ALLSIL,TLL,3.225474,2.249984,-0.187670,-0.535519
571,CPI-637,ALLSIL,TLL,3.498723,4.069955,-0.453536,-0.057136
572,Cediranib,ALLSIL,TLL,1.130314,1.709659,-0.956759,-0.470885
573,Docetaxel,ALLSIL,TLL,-5.778017,-5.463391,-0.926334,-0.802883
574,GDC0810,ALLSIL,TLL,4.575233,4.370141,-0.541631,-0.758539
575,GNE-317,ALLSIL,TLL,1.910582,1.165807,0.943682,0.371687
576,KRAS (G12C) Inhibitor-12,ALLSIL,TLL,2.017963,2.907222,-1.584488,-1.004903
577,L-Oxonoreleagnine,ALLSIL,TLL,2.799318,3.147267,-1.282253,-0.832227
578,LCL161,ALLSIL,TLL,4.575213,4.408751,-0.154756,-0.289163
579,Pyridostatin,ALLSIL,TLL,3.007017,1.164647,-0.433766,-1.851325
580,Ruxolitinib,ALLSIL,TLL,4.022743,3.787537,-0.666718,-0.869064
581,SGC0946,ALLSIL,TLL,1.834112,1.556357,-0.338365,-0.686182
582,Sabutoclax,ALLSIL,TLL,-1.454097,-1.344755,-0.870627,-0.784502
583,Uprosertib,ALLSIL,TLL,2.000669,2.703176,-0.505662,-0.094194
584,Veliparib,ALLSIL,TLL,3.420330,4.108360,-2.019611,-1.265913
585,Venetoclax,ALLSIL,TLL,-2.885030,0.877491,-2.534379,-0.721295
586,5-azacytidine,AM38,GB,2.894917,2.459829,-0.067086,-0.379916
587,ABT737,AM38,GB,1.289285,0.603264,-0.285367,-0.619410
588,AMG-319,AM38,GB,4.891792,4.713174,0.078790,-0.072723
589,Dasatinib,AM38,GB,4.356053,2.318486,1.320447,0.443725
590,EPZ004777,AM38,GB,4.125923,5.155073,-1.051644,0.001696
591,Entospletinib,AM38,GB,2.969660,3.322678,-0.575209,-0.286435
592,Fludarabine,AM38,GB,5.563574,3.911170,0.407704,-0.442943
593,GSK2110183B,AM38,GB,4.520245,4.651547,0.783045,0.867356
594,GSK2578215A,AM38,GB,5.698041,4.571125,0.790979,-0.375446
595,Gemcitabine,AM38,GB,-3.033834,-2.852113,-0.753043,-0.692681
596,I-BET-762,AM38,GB,2.513390,2.845406,-0.420288,-0.210394
597,KU-55933,AM38,GB,5.724237,4.939750,0.606356,-0.089887
598,LCL161,AM38,GB,4.987994,5.012662,0.178538,0.198455
599,MIRA-1,AM38,GB,5.606972,5.243813,0.299196,0.005007
600,PD0325901,AM38,GB,-1.725701,-1.332307,-1.431239,-1.247868
601,POMHEX,AM38,GB,1.694366,1.568455,0.294777,0.196280
602,PRIMA-1MET,AM38,GB,4.318763,3.735903,-0.055786,-0.379234
603,Refametinib,AM38,GB,-0.695920,0.234831,-1.547873,-1.062502
604,WEHI-539,AM38,GB,3.521361,3.666898,-0.091509,-0.006748
605,AZD3759,AMO1,PCM,2.100384,2.169236,-0.379700,-0.316214
606,AZD7762,AMO1,PCM,-1.479884,-1.630450,-1.065853,-1.163451
607,Afuresertib,AMO1,PCM,0.795539,1.158794,-1.091904,-0.845086
608,CCT007093,AMO1,PCM,4.513206,3.942821,-0.786307,-1.447691
609,Dinaciclib,AMO1,PCM,-4.428067,-4.594399,-1.203784,-1.316677
610,Elephantin,AMO1,PCM,1.571925,1.546542,-1.387802,-1.405269
611,Ipatasertib,AMO1,PCM,3.453708,2.407877,0.034220,-0.684380
612,LY2109761,AMO1,PCM,4.572895,4.215988,-0.415972,-0.758177
613,Lestaurtinib,AMO1,PCM,-2.239098,-1.921144,-1.375399,-1.178779
614,Palbociclib,AMO1,PCM,2.245642,1.574388,-0.771891,-1.194686
615,SB590885,AMO1,PCM,3.881368,3.039299,-0.340045,-0.961299
616,Serdemetan,AMO1,PCM,0.871790,1.946193,-2.255468,-1.413750
617,Sinularin,AMO1,PCM,1.306737,1.979612,-2.379689,-1.696856
618,Telomerase Inhibitor IX,AMO1,PCM,-0.570411,-0.869730,-0.993479,-1.236203
619,Ulixertinib,AMO1,PCM,2.470700,1.006981,-0.050904,-1.024384
620,Venetoclax,AMO1,PCM,1.392958,1.461867,-0.472902,-0.439696
621,Vinorelbine,AMO1,PCM,-6.247262,-6.085302,-1.539579,-1.462768
622,YK-4-279,AMO1,PCM,-0.266326,0.529366,-1.521967,-1.040173
623,AZD8186,AN3CA,UCEC,1.749572,2.199548,-0.986436,-0.665993
624,Afatinib,AN3CA,UCEC,2.144455,1.808398,0.371226,0.144316
625,Cytarabine,AN3CA,UCEC,3.700609,3.067561,0.941266,0.663471
626,Entospletinib,AN3CA,UCEC,2.035531,3.591925,-1.339338,-0.066188
627,KU-55933,AN3CA,UCEC,3.936723,4.708227,-0.980089,-0.295368
628,ML323,AN3CA,UCEC,3.463627,3.617289,-1.015997,-0.870428
629,Methotrexate,AN3CA,UCEC,0.166429,-2.486406,-0.074562,-1.139290
630,Mycophenolic acid,AN3CA,UCEC,2.173197,2.320181,0.245822,0.341545
631,N-acetyl cysteine,AN3CA,UCEC,9.611282,10.249634,-0.439475,0.291855
632,Pyridostatin,AN3CA,UCEC,2.834374,3.156446,-0.566601,-0.318792
633,SCH772984,AN3CA,UCEC,3.136975,3.502542,0.348670,0.547872
634,Sorafenib,AN3CA,UCEC,1.900821,2.064722,-0.530202,-0.395347
635,Staurosporine,AN3CA,UCEC,-1.975466,-2.721489,0.591194,0.052407
636,Talazoparib,AN3CA,UCEC,4.910517,4.414847,0.967666,0.743872
637,Taselisib,AN3CA,UCEC,-0.517994,-0.209402,-1.348803,-1.166652
638,Temsirolimus,AN3CA,UCEC,0.446699,-0.115605,-0.349504,-0.681255
639,Teniposide,AN3CA,UCEC,1.549794,0.981730,0.543729,0.257224
640,Ulixertinib,AN3CA,UCEC,3.691131,2.887938,0.760773,0.226590
641,glutathione,AN3CA,UCEC,6.711836,9.305210,-2.745653,0.148983
642,5-azacytidine,ASH3,THAP,1.686653,3.401946,-0.935832,0.297470
643,AZD2014,ASH3,THAP,2.375503,2.161552,0.164477,0.016883
644,Acetalax,ASH3,THAP,3.652678,5.279686,-0.544372,0.248607
645,BIBR-1532,ASH3,THAP,4.472276,4.977277,-0.489838,0.008328
646,Dactolisib,ASH3,THAP,-1.440074,-1.757537,0.049413,-0.172622
647,Dasatinib,ASH3,THAP,0.367128,0.875983,-0.395904,-0.176954
648,Dihydrorotenone,ASH3,THAP,1.201596,0.940208,0.263919,0.098251
649,GSK2801,ASH3,THAP,5.240932,4.842908,0.283874,-0.162640
650,Gefitinib,ASH3,THAP,3.989944,3.906695,0.694749,0.626095
651,Lapatinib,ASH3,THAP,3.885285,4.794417,0.420399,0.994555
652,Lestaurtinib,ASH3,THAP,0.920847,0.113892,0.578684,0.079670
653,Methotrexate,ASH3,THAP,0.724688,2.067322,0.149498,0.688371
654,Navitoclax,ASH3,THAP,2.715988,1.823221,0.463039,0.023116
655,Picolinici-acid,ASH3,THAP,5.636042,5.405441,0.455309,0.169391
656,Pyridostatin,ASH3,THAP,3.500215,3.244697,-0.054289,-0.250890
657,RVX-208,ASH3,THAP,5.180015,4.664620,0.409883,-0.068938
658,Veliparib,ASH3,THAP,5.380007,5.208010,0.127103,-0.061310
659,Vorinostat,ASH3,THAP,1.744903,1.844378,0.236018,0.327234
660,XAV939,ASH3,THAP,5.599906,4.592147,1.322916,0.306382
661,BMS-754807,ASPC1,PAAD,8.179430,6.777419,3.011487,2.309692
662,Bleomycin,ASPC1,PAAD,7.084381,8.980778,3.096034,4.418075
663,Cytarabine,ASPC1,PAAD,4.090417,7.046734,1.112322,2.409616
664,Epirubicin,ASPC1,PAAD,3.021728,5.236669,2.291140,3.601027
665,Fulvestrant,ASPC1,PAAD,7.092964,5.871936,2.661423,1.694844
666,LY2109761,ASPC1,PAAD,7.415778,7.343773,2.309797,2.240759
667,Methotrexate,ASPC1,PAAD,2.766324,2.984148,0.968919,1.056344
668,Osimertinib,ASPC1,PAAD,4.628097,3.724478,2.324655,1.618566
669,PD0325901,ASPC1,PAAD,0.503113,0.765045,-0.392331,-0.270238
670,PD173074,ASPC1,PAAD,7.332014,6.495730,2.539209,1.944178
671,PFI-1,ASPC1,PAAD,7.563444,6.607568,3.115956,2.267136
672,PFI3,ASPC1,PAAD,8.423965,7.656624,3.598183,2.685982
673,SGC-CBP30,ASPC1,PAAD,6.858349,6.533761,2.976883,2.609637
674,Tanespimycin,ASPC1,PAAD,2.413602,2.868073,1.571294,1.857545
675,Taselisib,ASPC1,PAAD,4.798985,4.372355,1.789610,1.537786
676,Trametinib,ASPC1,PAAD,0.181218,-0.818853,-0.016063,-0.458989
677,VX-11e,ASPC1,PAAD,3.573957,3.824837,0.612250,0.789873
678,Venetoclax,ASPC1,PAAD,10.273111,7.310577,3.806268,2.378681
679,alpha-lipoic acid,ASPC1,PAAD,11.011581,10.013529,3.455651,2.427330
680,Acetalax,AU565,BRCA,0.355420,0.622933,-2.151404,-2.021022
681,Alisertib,AU565,BRCA,2.659304,3.181458,0.467779,0.695922
682,Alpelisib,AU565,BRCA,2.140057,1.901353,-0.931640,-1.101268
683,Bortezomib,AU565,BRCA,-5.396155,-4.772641,-0.614999,-0.031397
684,Bromosporine,AU565,BRCA,3.349025,3.321868,0.750842,0.729206
685,CPI-637,AU565,BRCA,4.506644,4.518960,0.245900,0.254447
686,Dactolisib,AU565,BRCA,-1.648246,-1.750356,-0.096184,-0.167600
687,Dihydrorotenone,AU565,BRCA,2.238383,0.005059,0.921039,-0.494450
688,GSK2578215A,AU565,BRCA,3.909514,4.495694,-1.060253,-0.453522
689,GSK2606414,AU565,BRCA,3.182869,3.502817,-0.495680,-0.232559
690,GSK2801,AU565,BRCA,5.137767,4.630555,0.168140,-0.400863
691,GSK343,AU565,BRCA,3.772635,3.088527,0.124726,-0.375675
692,Gallibiscoquinazole,AU565,BRCA,3.062162,2.379603,0.392195,-0.364080
693,LCL161,AU565,BRCA,4.248095,4.272258,-0.418882,-0.399372
694,Mirin,AU565,BRCA,3.963031,4.509604,-0.692609,-0.230808
695,NU7441,AU565,BRCA,1.876963,2.619623,-0.934484,-0.381822
696,PRIMA-1MET,AU565,BRCA,3.023483,5.217596,-0.774581,0.443007
697,Ulixertinib,AU565,BRCA,3.015936,3.475708,0.311718,0.617500
698,WZ4003,AU565,BRCA,3.202795,4.547924,-0.694330,0.283823
699,Wnt-C59,AU565,BRCA,4.083617,3.648695,-0.232271,-0.629313
700,AGI-5198,BCPAP,THPD,4.830747,4.952957,0.139540,0.274194
701,AGK2,BCPAP,THPD,3.975929,3.172508,0.767645,-0.099273
702,AZD5363,BCPAP,THPD,2.797193,3.284094,-0.035112,0.302569
703,AZD8186,BCPAP,THPD,3.521380,3.130258,0.275327,-0.003204
704,Afatinib,BCPAP,THPD,1.801716,1.952630,0.139804,0.241704
705,CCT007093,BCPAP,THPD,5.611656,5.326273,0.487388,0.156475
706,Carmustine,BCPAP,THPD,6.199095,6.844484,0.001743,0.663518
707,Dihydrorotenone,BCPAP,THPD,2.933939,1.986235,1.361885,0.761227
708,Dinaciclib,BCPAP,THPD,-1.916858,-1.404516,0.500629,0.848367
709,Ipatasertib,BCPAP,THPD,4.294338,4.461920,0.611823,0.726970
710,L-Oxonoreleagnine,BCPAP,THPD,4.072494,4.179160,0.364433,0.502391
711,MN-64,BCPAP,THPD,5.793074,5.149806,1.080664,0.459784
