drug,cell_line,IC50,OncotreeCode
Methotrexate,LS513,-0.864728,COAD
Mirin,LS513,4.089461,COAD
Mitoxantrone,LS513,0.384495,COAD
Motesanib,LS513,5.775309,COAD
Mycophenolic acid,LS513,0.645459,COAD
N-acetyl cysteine,LS513,8.988045,COAD
NU7441,LS513,3.189255,COAD
Navitoclax,LS513,2.150489,COAD
Nelarabine,LS513,6.796692,COAD
Niraparib,LS513,3.769896,COAD
Nutlin-3a (-),LS513,1.406242,COAD
OF-1,LS513,4.4166,COAD
OSI-027,LS513,4.801549,COAD
OTX015,LS513,2.015937,COAD
Obatoclax Mesylate,LS513,0.521782,COAD
Olaparib,LS513,3.813458,COAD
Oxaliplatin,LS513,1.776041,COAD
PCI-34051,LS513,3.487065,COAD
PD0325901,LS513,-3.224086,COAD
PD173074,LS513,3.514301,COAD
PFI-1,LS513,4.402877,COAD
PFI3,LS513,5.737934,COAD
PLX-4720,LS513,5.060211,COAD
POMHEX,LS513,0.590036,COAD
PRIMA-1MET,LS513,3.392785,COAD
PRT062607,LS513,2.476106,COAD
Palbociclib,LS513,1.209893,COAD
Picolinici-acid,LS513,4.748499,COAD
Pictilisib,LS513,0.296864,COAD
Podophyllotoxin bromide,LS513,-1.023477,COAD
RO-3306,LS513,2.570261,COAD
RVX-208,LS513,5.333803,COAD
Rapamycin,LS513,-1.05794,COAD
Refametinib,LS513,-1.83118,COAD
Ribociclib,LS513,1.62957,COAD
Romidepsin,LS513,-4.322347,COAD
Rucaparib,LS513,3.004406,COAD
Ruxolitinib,LS513,5.222221,COAD
SB216763,LS513,3.048123,COAD
SB505124,LS513,1.328481,COAD
SB590885,LS513,3.307989,COAD
SCH772984,LS513,0.024482,COAD
SGC-CBP30,LS513,4.708829,COAD
SGC0946,LS513,1.776863,COAD
SN-38,LS513,-4.489221,COAD
Sabutoclax,LS513,-0.200939,COAD
Sapitinib,LS513,1.634124,COAD
Schweinfurthin A,LS513,3.308318,COAD
Selumetinib,LS513,-0.11144,COAD
Serdemetan,LS513,3.282957,COAD
Sinularin,LS513,2.589297,COAD
Staurosporine,LS513,-2.235196,COAD
TW 37,LS513,4.467028,COAD
Tanespimycin,LS513,-1.886624,COAD
Taselisib,LS513,0.327674,COAD
Temozolomide,LS513,7.248506,COAD
Temsirolimus,LS513,0.224156,COAD
Teniposide,LS513,1.352384,COAD
Topotecan,LS513,0.179324,COAD
Trametinib,LS513,-5.07196,COAD
UNC0379,LS513,2.50628,COAD
UNC0638,LS513,4.474052,COAD
Uprosertib,LS513,1.288134,COAD
VE-822,LS513,1.942905,COAD
VE821,LS513,2.798011,COAD
VX-11e,LS513,-0.154789,COAD
Veliparib,LS513,5.030822,COAD
Vincristine,LS513,-1.685101,COAD
Vinorelbine,LS513,-3.521728,COAD
Vismodegib,LS513,4.616114,COAD
WEHI-539,LS513,3.719036,COAD
WZ4003,LS513,3.224961,COAD
Wnt-C59,LS513,5.417568,COAD
XAV939,LS513,4.566113,COAD
ZM447439,LS513,1.744665,COAD
Zoledronate,LS513,4.536145,COAD
alpha-lipoic acid,LS513,7.90602,COAD
glutathione,LS513,8.468905,COAD
5-Fluorouracil,A101D,3.945825,MEL
5-azacytidine,A101D,1.198543,MEL
A-366,A101D,5.475173,MEL
ABT737,A101D,0.474327,MEL
AGI-5198,A101D,5.528712,MEL
AGI-6780,A101D,4.501571,MEL
AGK2,A101D,4.176421,MEL
AMG-319,A101D,3.48855,MEL
AT13148,A101D,3.01253,MEL
AZ6102,A101D,1.301374,MEL
AZ960,A101D,1.863709,MEL
AZD1208,A101D,4.76108,MEL
AZD1332,A101D,3.201106,MEL
AZD2014,A101D,0.632457,MEL
AZD3759,A101D,2.991665,MEL
AZD4547,A101D,3.315949,MEL
AZD5153,A101D,0.408255,MEL
AZD5363,A101D,1.810588,MEL
AZD5438,A101D,1.296108,MEL
AZD5582,A101D,-4.857478,MEL
AZD5991,A101D,4.140862,MEL
AZD6738,A101D,1.003643,MEL
AZD7762,A101D,0.300596,MEL
AZD8055,A101D,-1.27046,MEL
AZD8186,A101D,1.907486,MEL
Acetalax,A101D,7.083142,MEL
Afatinib,A101D,1.566515,MEL
Afuresertib,A101D,2.311981,MEL
Alisertib,A101D,1.283772,MEL
Alpelisib,A101D,4.226877,MEL
Avagacestat,A101D,4.064976,MEL
Axitinib,A101D,4.658258,MEL
BI-2536,A101D,-1.946281,MEL
BIBR-1532,A101D,4.784777,MEL
BMS-345541,A101D,4.974567,MEL
BMS-536924,A101D,3.229974,MEL
BMS-754807,A101D,2.67881,MEL
Bleomycin,A101D,2.168683,MEL
Bleomycin (50 uM),A101D,2.454798,MEL
Bortezomib,A101D,-6.884155,MEL
Bosutinib,A101D,3.215838,MEL
Bromosporine,A101D,2.010181,MEL
Buparlisib,A101D,0.294596,MEL
CCT007093,A101D,5.350212,MEL
CPI-637,A101D,4.177282,MEL
CZC24832,A101D,4.688979,MEL
Camptothecin,A101D,-2.762168,MEL
Carmustine,A101D,6.005621,MEL
Cediranib,A101D,2.154311,MEL
Cisplatin,A101D,1.37653,MEL
Crizotinib,A101D,2.45638,MEL
Cyclophosphamide,A101D,5.782912,MEL
Cytarabine,A101D,0.560338,MEL
Dabrafenib,A101D,-1.036739,MEL
Dacarbazine,A101D,6.538847,MEL
Dactinomycin,A101D,-4.545826,MEL
Dactolisib,A101D,-3.345471,MEL
Dasatinib,A101D,1.832577,MEL
Dihydrorotenone,A101D,1.789078,MEL
Dinaciclib,A101D,-3.298414,MEL
Docetaxel,A101D,-4.384575,MEL
Doramapimod,A101D,5.856646,MEL
EHT-1864,A101D,4.342398,MEL
EPZ004777,A101D,4.620337,MEL
EPZ5676,A101D,5.599818,MEL
Elephantin,A101D,2.476098,MEL
Entinostat,A101D,1.364011,MEL
Entospletinib,A101D,3.068,MEL
Epirubicin,A101D,-2.126764,MEL
Erlotinib,A101D,2.081909,MEL
Fludarabine,A101D,4.887141,MEL
Foretinib,A101D,0.441549,MEL
Fulvestrant,A101D,4.57441,MEL
GDC0810,A101D,5.780097,MEL
GNE-317,A101D,-0.016563,MEL
GSK-LSD1,A101D,3.602105,MEL
GSK1904529A,A101D,5.391914,MEL
GSK2110183B,A101D,3.76809,MEL
GSK2578215A,A101D,5.093699,MEL
GSK2606414,A101D,2.515183,MEL
GSK2801,A101D,5.984099,MEL
GSK2830371,A101D,4.95475,MEL
GSK343,A101D,2.482056,MEL
GSK591,A101D,5.284514,MEL
GW441756,A101D,2.560479,MEL
Gallibiscoquinazole,A101D,2.877264,MEL
Gefitinib,A101D,3.788991,MEL
Gemcitabine,A101D,-4.425918,MEL
I-BET-762,A101D,2.429231,MEL
I-BRD9,A101D,4.013667,MEL
ICL-SIRT078,A101D,2.825809,MEL
IWP-2,A101D,3.144803,MEL
Ibrutinib,A101D,6.316881,MEL
Ipatasertib,A101D,3.80683,MEL
Irinotecan,A101D,2.556283,MEL
JNK Inhibitor VIII,A101D,5.683355,MEL
JQ1,A101D,0.888394,MEL
KRAS (G12C) Inhibitor-12,A101D,3.562459,MEL
KU-55933,A101D,3.691217,MEL
L-Oxonoreleagnine,A101D,4.099089,MEL
LCL161,A101D,2.602135,MEL
LGK974,A101D,4.900866,MEL
LJI308,A101D,4.084553,MEL
LMP744,A101D,-0.388949,MEL
LY2109761,A101D,6.18273,MEL
Lapatinib,A101D,2.223729,MEL
Leflunomide,A101D,5.013599,MEL
Lenalidomide,A101D,5.839225,MEL
Lestaurtinib,A101D,-0.900305,MEL
Linsitinib,A101D,5.219105,MEL
Luminespib,A101D,-1.961041,MEL
MG-132,A101D,-2.990291,MEL
MIM1,A101D,4.108693,MEL
MIRA-1,A101D,3.594124,MEL
MK-1775,A101D,-0.077663,MEL
MK-2206,A101D,3.004413,MEL
MK-8776,A101D,3.030025,MEL
ML323,A101D,5.071922,MEL
MN-64,A101D,5.133064,MEL
Methotrexate,A101D,1.868041,MEL
Mirin,A101D,4.675386,MEL
Mitoxantrone,A101D,1.072435,MEL
Motesanib,A101D,5.875725,MEL
Mycophenolic acid,A101D,0.332671,MEL
N-acetyl cysteine,A101D,10.288385,MEL
NU7441,A101D,2.399076,MEL
NVP-ADW742,A101D,2.048064,MEL
Navitoclax,A101D,1.517395,MEL
Nelarabine,A101D,6.568278,MEL
Nilotinib,A101D,3.134265,MEL
Niraparib,A101D,5.437382,MEL
Nutlin-3a (-),A101D,2.31233,MEL
OF-1,A101D,5.183961,MEL
OSI-027,A101D,2.268155,MEL
OTX015,A101D,1.344809,MEL
Obatoclax Mesylate,A101D,-1.038164,MEL
Olaparib,A101D,4.371187,MEL
Osimertinib,A101D,3.342514,MEL
Oxaliplatin,A101D,5.043389,MEL
P22077,A101D,3.386455,MEL
PCI-34051,A101D,4.579814,MEL
PD0325901,A101D,-1.737046,MEL
PD173074,A101D,4.910767,MEL
PFI-1,A101D,3.230754,MEL
PFI3,A101D,5.925184,MEL
PLX-4720,A101D,1.355216,MEL
POMHEX,A101D,2.52872,MEL
PRIMA-1MET,A101D,3.361337,MEL
PRT062607,A101D,3.941058,MEL
Paclitaxel,A101D,-3.72567,MEL
Palbociclib,A101D,3.284073,MEL
Pevonedistat,A101D,-0.281275,MEL
Picolinici-acid,A101D,5.388484,MEL
Pictilisib,A101D,0.58427,MEL
Podophyllotoxin bromide,A101D,-1.337843,MEL
Pyridostatin,A101D,3.786312,MEL
RO-3306,A101D,2.252193,MEL
RVX-208,A101D,5.258357,MEL
Rapamycin,A101D,-4.40798,MEL
Refametinib,A101D,-0.195098,MEL
Remodelin,A101D,5.126682,MEL
Ribociclib,A101D,3.911755,MEL
Romidepsin,A101D,-6.283654,MEL
Rucaparib,A101D,4.782792,MEL
Ruxolitinib,A101D,5.32777,MEL
SB216763,A101D,4.370663,MEL
SB590885,A101D,0.891654,MEL
SCH772984,A101D,0.743311,MEL
SGC-CBP30,A101D,4.19092,MEL
SGC0946,A101D,2.17912,MEL
SN-38,A101D,-4.246648,MEL
Sabutoclax,A101D,-1.107939,MEL
Sapitinib,A101D,5.557492,MEL
Savolitinib,A101D,2.505996,MEL
Schweinfurthin A,A101D,2.28509,MEL
Selumetinib,A101D,1.007914,MEL
Sepantronium bromide,A101D,-6.272035,MEL
Serdemetan,A101D,3.492969,MEL
Sinularin,A101D,3.331862,MEL
Sorafenib,A101D,2.584758,MEL
Staurosporine,A101D,-2.98248,MEL
Talazoparib,A101D,2.845414,MEL
Tamoxifen,A101D,2.528269,MEL
Tanespimycin,A101D,0.500829,MEL
Taselisib,A101D,1.457826,MEL
Telomerase Inhibitor IX,A101D,-1.003577,MEL
Temozolomide,A101D,5.957069,MEL
Temsirolimus,A101D,-0.722323,MEL
Teniposide,A101D,0.287774,MEL
Topotecan,A101D,0.158983,MEL
Trametinib,A101D,-2.414401,MEL
UMI-77,A101D,2.588245,MEL
UNC0379,A101D,4.732749,MEL
UNC0638,A101D,4.579878,MEL
Ulixertinib,A101D,1.439521,MEL
Uprosertib,A101D,1.95192,MEL
VE-822,A101D,4.977676,MEL
VE821,A101D,4.888522,MEL
VX-11e,A101D,1.061044,MEL
Veliparib,A101D,4.824732,MEL
Venetoclax,A101D,1.705522,MEL
Vinblastine,A101D,-3.942379,MEL
Vincristine,A101D,-2.571966,MEL
Vinorelbine,A101D,-4.442995,MEL
Vismodegib,A101D,5.35574,MEL
Vorinostat,A101D,1.598615,MEL
WEHI-539,A101D,2.960597,MEL
WIKI4,A101D,3.78365,MEL
WZ4003,A101D,2.080894,MEL
Wee1 Inhibitor,A101D,2.352351,MEL
Wnt-C59,A101D,5.357343,MEL
XAV939,A101D,4.343798,MEL
YK-4-279,A101D,1.879476,MEL
ZM447439,A101D,1.290835,MEL
Zoledronate,A101D,4.116878,MEL
alpha-lipoic acid,A101D,8.395292,MEL
glutathione,A101D,8.809269,MEL
5-Fluorouracil,C2BBE1,5.541599,COAD
5-azacytidine,C2BBE1,4.549438,COAD
A-366,C2BBE1,4.874423,COAD
ABT737,C2BBE1,1.670033,COAD
AGI-5198,C2BBE1,5.702127,COAD
AGI-6780,C2BBE1,5.229348,COAD
AGK2,C2BBE1,2.370978,COAD
AMG-319,C2BBE1,6.934709,COAD
AT13148,C2BBE1,3.138261,COAD
AZ6102,C2BBE1,2.840922,COAD
AZ960,C2BBE1,2.582341,COAD
AZD1208,C2BBE1,6.71263,COAD
AZD1332,C2BBE1,3.277334,COAD
AZD2014,C2BBE1,1.158246,COAD
AZD3759,C2BBE1,2.738243,COAD
AZD4547,C2BBE1,6.406839,COAD
AZD5153,C2BBE1,2.344276,COAD
AZD5363,C2BBE1,3.404528,COAD
AZD5438,C2BBE1,3.646946,COAD
AZD5582,C2BBE1,4.726047,COAD
AZD5991,C2BBE1,4.779142,COAD
AZD6738,C2BBE1,2.274581,COAD
AZD7762,C2BBE1,2.997346,COAD
AZD8055,C2BBE1,0.312687,COAD
AZD8186,C2BBE1,-0.10401,COAD
Acetalax,C2BBE1,3.792122,COAD
Afatinib,C2BBE1,2.739204,COAD
Afuresertib,C2BBE1,2.654248,COAD
Alisertib,C2BBE1,4.576492,COAD
Alpelisib,C2BBE1,4.185727,COAD
Avagacestat,C2BBE1,6.676652,COAD
Axitinib,C2BBE1,4.039492,COAD
BI-2536,C2BBE1,4.365715,COAD
BIBR-1532,C2BBE1,5.580072,COAD
BMS-345541,C2BBE1,3.509565,COAD
BMS-536924,C2BBE1,5.138553,COAD
BMS-754807,C2BBE1,3.713903,COAD
Bleomycin,C2BBE1,3.146168,COAD
Bleomycin (50 uM),C2BBE1,5.869675,COAD
Bortezomib,C2BBE1,-4.759192,COAD
Bosutinib,C2BBE1,4.010423,COAD
Bromosporine,C2BBE1,4.473172,COAD
Buparlisib,C2BBE1,0.441999,COAD
CCT007093,C2BBE1,6.738015,COAD
CPI-637,C2BBE1,6.79084,COAD
CZC24832,C2BBE1,6.361846,COAD
Camptothecin,C2BBE1,0.342885,COAD
Carmustine,C2BBE1,6.529392,COAD
Cediranib,C2BBE1,2.207552,COAD
Cisplatin,C2BBE1,4.287714,COAD
Crizotinib,C2BBE1,3.915682,COAD
Cyclophosphamide,C2BBE1,6.890442,COAD
Cytarabine,C2BBE1,2.917281,COAD
Dabrafenib,C2BBE1,6.276868,COAD
Dacarbazine,C2BBE1,6.608715,COAD
Dactinomycin,C2BBE1,-2.203037,COAD
Dactolisib,C2BBE1,-2.529623,COAD
Dasatinib,C2BBE1,1.613203,COAD
Dihydrorotenone,C2BBE1,0.328285,COAD
Dinaciclib,C2BBE1,-2.000374,COAD
Docetaxel,C2BBE1,-0.593063,COAD
Doramapimod,C2BBE1,5.709769,COAD
EHT-1864,C2BBE1,4.242232,COAD
EPZ004777,C2BBE1,6.556827,COAD
EPZ5676,C2BBE1,6.435764,COAD
Elephantin,C2BBE1,4.096491,COAD
Entinostat,C2BBE1,2.975619,COAD
Entospletinib,C2BBE1,2.876508,COAD
Epirubicin,C2BBE1,0.967466,COAD
Erlotinib,C2BBE1,3.333798,COAD
Fludarabine,C2BBE1,5.842505,COAD
Foretinib,C2BBE1,2.001516,COAD
Fulvestrant,C2BBE1,4.998894,COAD
GDC0810,C2BBE1,6.462043,COAD
GNE-317,C2BBE1,-0.755963,COAD
GSK-LSD1,C2BBE1,3.847008,COAD
GSK1904529A,C2BBE1,4.52576,COAD
GSK2110183B,C2BBE1,4.672631,COAD
GSK2578215A,C2BBE1,5.269113,COAD
GSK2606414,C2BBE1,4.168855,COAD
GSK2801,C2BBE1,6.634056,COAD
GSK2830371,C2BBE1,6.745721,COAD
GSK343,C2BBE1,5.19843,COAD
GSK591,C2BBE1,4.281626,COAD
GW441756,C2BBE1,3.873771,COAD
Gallibiscoquinazole,C2BBE1,4.495319,COAD
Gefitinib,C2BBE1,3.968477,COAD
Gemcitabine,C2BBE1,1.557271,COAD
I-BET-762,C2BBE1,3.846866,COAD
I-BRD9,C2BBE1,5.351201,COAD
ICL-SIRT078,C2BBE1,4.592394,COAD
IWP-2,C2BBE1,4.165703,COAD
Ibrutinib,C2BBE1,3.283569,COAD
Ipatasertib,C2BBE1,3.74146,COAD
Irinotecan,C2BBE1,5.906862,COAD
JNK Inhibitor VIII,C2BBE1,6.768874,COAD
JQ1,C2BBE1,4.393711,COAD
KRAS (G12C) Inhibitor-12,C2BBE1,6.288245,COAD
KU-55933,C2BBE1,4.599611,COAD
L-Oxonoreleagnine,C2BBE1,5.353515,COAD
LCL161,C2BBE1,6.262801,COAD
LGK974,C2BBE1,3.895076,COAD
LJI308,C2BBE1,6.354227,COAD
LMP744,C2BBE1,1.255376,COAD
LY2109761,C2BBE1,7.032531,COAD
Lapatinib,C2BBE1,3.136563,COAD
Leflunomide,C2BBE1,5.999492,COAD
Lenalidomide,C2BBE1,6.839356,COAD
Lestaurtinib,C2BBE1,2.135856,COAD
Linsitinib,C2BBE1,3.912477,COAD
Luminespib,C2BBE1,-1.83787,COAD
MG-132,C2BBE1,-1.576372,COAD
MIM1,C2BBE1,5.291894,COAD
MIRA-1,C2BBE1,7.291203,COAD
MK-1775,C2BBE1,1.838394,COAD
MK-2206,C2BBE1,2.963832,COAD
MK-8776,C2BBE1,6.157275,COAD
ML323,C2BBE1,4.732432,COAD
MN-64,C2BBE1,6.73699,COAD
Methotrexate,C2BBE1,3.567483,COAD
Mirin,C2BBE1,5.188033,COAD
Mitoxantrone,C2BBE1,4.142433,COAD
Motesanib,C2BBE1,6.813743,COAD
Mycophenolic acid,C2BBE1,1.699033,COAD
N-acetyl cysteine,C2BBE1,10.123821,COAD
NU7441,C2BBE1,2.27521,COAD
NVP-ADW742,C2BBE1,3.117841,COAD
Navitoclax,C2BBE1,1.304275,COAD
Nelarabine,C2BBE1,6.61107,COAD
Nilotinib,C2BBE1,2.652653,COAD
Niraparib,C2BBE1,6.304951,COAD
Nutlin-3a (-),C2BBE1,6.199884,COAD
OF-1,C2BBE1,3.720597,COAD
OSI-027,C2BBE1,1.837895,COAD
OTX015,C2BBE1,3.597799,COAD
Obatoclax Mesylate,C2BBE1,0.076891,COAD
Olaparib,C2BBE1,6.645957,COAD
Osimertinib,C2BBE1,1.751272,COAD
Oxaliplatin,C2BBE1,3.639759,COAD
P22077,C2BBE1,3.61517,COAD
PCI-34051,C2BBE1,4.978184,COAD
PD0325901,C2BBE1,0.513687,COAD
PD173074,C2BBE1,4.181016,COAD
PFI-1,C2BBE1,4.347031,COAD
PFI3,C2BBE1,6.37079,COAD
PLX-4720,C2BBE1,5.289576,COAD
POMHEX,C2BBE1,0.320706,COAD
PRIMA-1MET,C2BBE1,4.13912,COAD
PRT062607,C2BBE1,5.555017,COAD
Paclitaxel,C2BBE1,0.985598,COAD
Palbociclib,C2BBE1,5.892031,COAD
Pevonedistat,C2BBE1,2.716201,COAD
Picolinici-acid,C2BBE1,6.704215,COAD
Pictilisib,C2BBE1,-0.150238,COAD
Podophyllotoxin bromide,C2BBE1,0.771092,COAD
Pyridostatin,C2BBE1,4.722071,COAD
RO-3306,C2BBE1,6.547632,COAD
RVX-208,C2BBE1,6.267203,COAD
Rapamycin,C2BBE1,-0.9889,COAD
Refametinib,C2BBE1,2.472064,COAD
Remodelin,C2BBE1,3.375095,COAD
Ribociclib,C2BBE1,4.650282,COAD
Romidepsin,C2BBE1,-5.591861,COAD
Rucaparib,C2BBE1,5.46074,COAD
Ruxolitinib,C2BBE1,6.248011,COAD
SB216763,C2BBE1,6.027876,COAD
SB505124,C2BBE1,-0.852822,COAD
SB590885,C2BBE1,5.032043,COAD
SCH772984,C2BBE1,2.57271,COAD
SGC-CBP30,C2BBE1,6.256861,COAD
SGC0946,C2BBE1,3.512081,COAD
SN-38,C2BBE1,0.060204,COAD
Sabutoclax,C2BBE1,0.392222,COAD
Sapitinib,C2BBE1,2.325257,COAD
Savolitinib,C2BBE1,3.228321,COAD
Schweinfurthin A,C2BBE1,2.318654,COAD
Selumetinib,C2BBE1,4.305789,COAD
Sepantronium bromide,C2BBE1,-4.336893,COAD
Serdemetan,C2BBE1,5.688705,COAD
Sinularin,C2BBE1,4.319982,COAD
Sorafenib,C2BBE1,2.940689,COAD
Staurosporine,C2BBE1,-0.467004,COAD
Talazoparib,C2BBE1,5.52257,COAD
Tamoxifen,C2BBE1,3.649441,COAD
Tanespimycin,C2BBE1,1.611758,COAD
Taselisib,C2BBE1,1.069836,COAD
Telomerase Inhibitor IX,C2BBE1,0.285884,COAD
Temozolomide,C2BBE1,8.334454,COAD
Temsirolimus,C2BBE1,2.449772,COAD
Teniposide,C2BBE1,3.083709,COAD
Topotecan,C2BBE1,2.807799,COAD
Trametinib,C2BBE1,-0.389648,COAD
UMI-77,C2BBE1,1.697711,COAD
UNC0379,C2BBE1,5.178169,COAD
UNC0638,C2BBE1,6.043509,COAD
Ulixertinib,C2BBE1,3.6026,COAD
Uprosertib,C2BBE1,3.622767,COAD
VE-822,C2BBE1,6.246838,COAD
VE821,C2BBE1,5.84664,COAD
VX-11e,C2BBE1,2.793273,COAD
Veliparib,C2BBE1,6.438521,COAD
Venetoclax,C2BBE1,3.736786,COAD
Vinblastine,C2BBE1,-0.681085,COAD
Vincristine,C2BBE1,0.033341,COAD
Vinorelbine,C2BBE1,-0.222999,COAD
Vismodegib,C2BBE1,5.702972,COAD
Vorinostat,C2BBE1,1.520015,COAD
WEHI-539,C2BBE1,3.352828,COAD
WIKI4,C2BBE1,2.965499,COAD
WZ4003,C2BBE1,4.316267,COAD
Wee1 Inhibitor,C2BBE1,2.728205,COAD
Wnt-C59,C2BBE1,2.717836,COAD
XAV939,C2BBE1,6.515868,COAD
YK-4-279,C2BBE1,4.15991,COAD
ZM447439,C2BBE1,6.392406,COAD
Zoledronate,C2BBE1,4.533507,COAD
alpha-lipoic acid,C2BBE1,8.769834,COAD
glutathione,C2BBE1,9.568579,COAD
5-Fluorouracil,T24,3.676641,BLCA
ABT737,T24,2.922372,BLCA
AGI-5198,T24,4.491747,BLCA
AGI-6780,T24,4.823062,BLCA
AGK2,T24,3.011551,BLCA
AMG-319,T24,3.981233,BLCA
AT13148,T24,4.262287,BLCA
AZ6102,T24,5.641571,BLCA
AZ960,T24,2.300597,BLCA
AZD3759,T24,3.047958,BLCA
AZD4547,T24,5.9779,BLCA
AZD5363,T24,5.13061,BLCA
AZD5582,T24,5.755252,BLCA
AZD6482,T24,4.243434,BLCA
AZD6738,T24,3.155008,BLCA
AZD7762,T24,1.837585,BLCA
AZD8186,T24,4.268136,BLCA
Afatinib,T24,4.26008,BLCA
Afuresertib,T24,3.921459,BLCA
Alisertib,T24,2.86577,BLCA
Alpelisib,T24,5.004475,BLCA
Avagacestat,T24,4.654258,BLCA
Axitinib,T24,5.277683,BLCA
BI-2536,T24,-0.340641,BLCA
BIBR-1532,T24,5.291787,BLCA
BMS-345541,T24,2.973091,BLCA
BMS-536924,T24,2.823552,BLCA
BMS-754807,T24,4.285551,BLCA
BX795,T24,3.437438,BLCA
Bicalutamide,T24,4.649171,BLCA
Bortezomib,T24,-4.437944,BLCA
Bosutinib,T24,3.033785,BLCA
Buparlisib,T24,2.716163,BLCA
CCT-018159,T24,4.191076,BLCA
CCT007093,T24,4.999087,BLCA
CHIR-99021,T24,5.988363,BLCA
CZC24832,T24,5.976076,BLCA
Camptothecin,T24,-2.716812,BLCA
Cediranib,T24,3.828805,BLCA
Crizotinib,T24,4.038558,BLCA
Cyclophosphamide,T24,5.702542,BLCA
Dabrafenib,T24,4.031216,BLCA
Dactinomycin,T24,-2.669904,BLCA
Dactolisib,T24,-0.48585,BLCA
Daporinad,T24,-3.809987,BLCA
Dasatinib,T24,1.057872,BLCA
Dinaciclib,T24,-1.877952,BLCA
Docetaxel,T24,-3.370758,BLCA
Doramapimod,T24,5.606538,BLCA
EHT-1864,T24,2.550438,BLCA
EPZ004777,T24,5.218231,BLCA
EPZ5676,T24,5.953991,BLCA
Elesclomol,T24,0.018695,BLCA
Entinostat,T24,2.891561,BLCA
Entospletinib,T24,5.4929,BLCA
Epirubicin,T24,0.933977,BLCA
Erlotinib,T24,4.176574,BLCA
Foretinib,T24,3.645213,BLCA
Fulvestrant,T24,3.678193,BLCA
GDC0810,T24,5.989416,BLCA
GNE-317,T24,1.897137,BLCA
GSK1904529A,T24,3.800976,BLCA
GSK2578215A,T24,5.301663,BLCA
GSK2606414,T24,5.84969,BLCA
GSK269962A,T24,2.938107,BLCA
GSK343,T24,3.563799,BLCA
GSK591,T24,4.439006,BLCA
GW441756,T24,4.189939,BLCA
Gefitinib,T24,3.984099,BLCA
Gemcitabine,T24,-2.44739,BLCA
I-BET-762,T24,4.707874,BLCA
I-BRD9,T24,5.214352,BLCA
IOX2,T24,2.87546,BLCA
IWP-2,T24,3.677204,BLCA
Ibrutinib,T24,5.572146,BLCA
Ipatasertib,T24,4.994767,BLCA
Irinotecan,T24,2.142898,BLCA
JNK Inhibitor VIII,T24,5.132682,BLCA
JQ1,T24,3.510815,BLCA
KRAS (G12C) Inhibitor-12,T24,4.963361,BLCA
KU-55933,T24,5.991511,BLCA
LCL161,T24,5.854921,BLCA
LGK974,T24,3.765726,BLCA
LJI308,T24,4.506576,BLCA
LY2109761,T24,3.89556,BLCA
Lapatinib,T24,5.329931,BLCA
Leflunomide,T24,6.504627,BLCA
Lenalidomide,T24,5.527016,BLCA
Lestaurtinib,T24,1.369592,BLCA
Linsitinib,T24,5.169216,BLCA
Luminespib,T24,-2.130741,BLCA
MG-132,T24,-0.730415,BLCA
MIRA-1,T24,5.831209,BLCA
MK-1775,T24,3.332611,BLCA
MK-2206,T24,5.044995,BLCA
MK-8776,T24,3.808978,BLCA
ML323,T24,4.470764,BLCA
MN-64,T24,5.298937,BLCA
Methotrexate,T24,3.360931,BLCA
Mirin,T24,5.614115,BLCA
Motesanib,T24,5.989251,BLCA
NU7441,T24,2.768407,BLCA
NVP-ADW742,T24,5.54076,BLCA
Navitoclax,T24,1.76338,BLCA
Nilotinib,T24,4.839505,BLCA
Niraparib,T24,5.465353,BLCA
Nutlin-3a (-),T24,4.911149,BLCA
OF-1,T24,3.065939,BLCA
OSI-027,T24,4.394987,BLCA
OTX015,T24,3.940779,BLCA
Olaparib,T24,5.996099,BLCA
Osimertinib,T24,2.636923,BLCA
Oxaliplatin,T24,5.008338,BLCA
P22077,T24,5.804031,BLCA
PCI-34051,T24,5.075807,BLCA
PD0325901,T24,3.157315,BLCA
PD173074,T24,4.786927,BLCA
PF-4708671,T24,3.862684,BLCA
PFI-1,T24,5.265511,BLCA
PFI3,T24,5.996194,BLCA
PLX-4720,T24,3.648677,BLCA
PRIMA-1MET,T24,6.203072,BLCA
PRT062607,T24,4.87691,BLCA
Paclitaxel,T24,-2.463073,BLCA
Palbociclib,T24,4.45165,BLCA
Pevonedistat,T24,2.116654,BLCA
Picolinici-acid,T24,5.490814,BLCA
Pictilisib,T24,3.431247,BLCA
Piperlongumine,T24,3.409943,BLCA
Pyridostatin,T24,4.609552,BLCA
RO-3306,T24,3.760007,BLCA
RVX-208,T24,5.508965,BLCA
Rapamycin,T24,-1.772196,BLCA
Refametinib,T24,3.364863,BLCA
Ribociclib,T24,4.535413,BLCA
Rucaparib,T24,5.089969,BLCA
Ruxolitinib,T24,5.763647,BLCA
SB216763,T24,5.996194,BLCA
SB505124,T24,5.744643,BLCA
SB590885,T24,5.303046,BLCA
SCH772984,T24,4.329239,BLCA
SGC0946,T24,2.948902,BLCA
SL0101,T24,5.014249,BLCA
SN-38,T24,-3.845778,BLCA
Sabutoclax,T24,1.144689,BLCA
Sapitinib,T24,4.687859,BLCA
Savolitinib,T24,3.693609,BLCA
Selumetinib,T24,3.700016,BLCA
Sepantronium bromide,T24,-2.793148,BLCA
Serdemetan,T24,4.573168,BLCA
Sorafenib,T24,2.928301,BLCA
