drug,cell_line,IC50
GSK-LSD1,639V,2.536328
GSK1904529A,639V,4.135181
GSK2578215A,639V,5.336673
GSK2606414,639V,2.611808
GSK2801,639V,4.86781
GSK2830371,639V,5.441341
GSK343,639V,3.473457
GW441756,639V,3.708389
Gallibiscoquinazole,639V,2.248005
Gemcitabine,639V,-4.142469
I-BET-762,639V,2.863646
I-BRD9,639V,3.48719
ICL-SIRT078,639V,4.832977
Ibrutinib,639V,5.050064
Ipatasertib,639V,3.483806
Irinotecan,639V,0.044682
JNK Inhibitor VIII,639V,5.156246
JQ1,639V,1.727972
KRAS (G12C) Inhibitor-12,639V,3.15769
KU-55933,639V,4.362731
L-Oxonoreleagnine,639V,2.88989
LCL161,639V,3.649721
LGK974,639V,3.362055
LJI308,639V,5.040472
LMP744,639V,-3.065909
LY2109761,639V,5.367496
Lapatinib,639V,4.36933
Leflunomide,639V,5.460242
Lenalidomide,639V,5.421818
Lestaurtinib,639V,0.22688
Linsitinib,639V,4.596185
Luminespib,639V,-3.864752
MG-132,639V,-1.384256
MIM1,639V,3.677448
MIRA-1,639V,4.973255
MK-2206,639V,3.745862
ML323,639V,4.252292
MN-64,639V,5.032525
Methotrexate,639V,-1.682376
Mitoxantrone,639V,0.184807
Motesanib,639V,5.440233
N-acetyl cysteine,639V,10.325475
NU7441,639V,3.072574
Navitoclax,639V,1.732153
Nelarabine,639V,5.792855
Nilotinib,639V,3.977861
Niraparib,639V,4.787425
Nutlin-3a (-),639V,4.821859
OF-1,639V,3.936777
OSI-027,639V,4.288856
OTX015,639V,3.101669
Obatoclax Mesylate,639V,-0.208806
Olaparib,639V,3.24447
Osimertinib,639V,2.029137
Oxaliplatin,639V,3.24661
P22077,639V,2.866645
PCI-34051,639V,4.699274
PD0325901,639V,2.683414
PFI-1,639V,3.012422
PFI3,639V,5.06244
POMHEX,639V,2.049182
PRIMA-1MET,639V,4.403403
PRT062607,639V,3.940372
Paclitaxel,639V,-3.880692
Palbociclib,639V,3.95007
Pevonedistat,639V,-1.137647
Picolinici-acid,639V,4.883869
Pictilisib,639V,1.526683
Podophyllotoxin bromide,639V,-0.68291
Pyridostatin,639V,3.405875
RO-3306,639V,3.064892
RVX-208,639V,4.683602
Rapamycin,639V,-1.822279
Refametinib,639V,3.173927
Remodelin,639V,4.147298
Ribociclib,639V,4.028918
Romidepsin,639V,-4.955669
Rucaparib,639V,4.741023
Ruxolitinib,639V,4.65365
SB216763,639V,5.020709
SB590885,639V,4.737487
SCH772984,639V,3.127721
SGC-CBP30,639V,4.230052
SGC0946,639V,2.260948
SN-38,639V,-6.639479
Sabutoclax,639V,-1.315522
Savolitinib,639V,2.617926
Schweinfurthin A,639V,2.88186
Selumetinib,639V,4.45312
Serdemetan,639V,4.129406
Sinularin,639V,3.056955
Sorafenib,639V,2.118368
Staurosporine,639V,-1.343163
Talazoparib,639V,0.714109
Tamoxifen,639V,3.120544
Tanespimycin,639V,-1.385798
Taselisib,639V,2.765864
Telomerase Inhibitor IX,639V,-0.375634
Temozolomide,639V,5.628865
Temsirolimus,639V,1.248546
Teniposide,639V,-0.44041
Topotecan,639V,-2.381179
Trametinib,639V,1.437469
UMI-77,639V,4.71336
UNC0379,639V,4.613669
UNC0638,639V,4.701384
Ulixertinib,639V,2.592871
Uprosertib,639V,4.38863
VE-822,639V,4.171536
VE821,639V,4.684924
VX-11e,639V,3.724253
Veliparib,639V,5.008346
Venetoclax,639V,3.591351
Vinblastine,639V,-3.986408
Vincristine,639V,-1.399724
Vinorelbine,639V,-3.138535
Vismodegib,639V,4.989091
Vorinostat,639V,2.734486
WEHI-539,639V,4.606744
WIKI4,639V,3.785005
WZ4003,639V,4.891639
Wee1 Inhibitor,639V,1.875232
Wnt-C59,639V,4.604793
YK-4-279,639V,1.537407
ZM447439,639V,3.213633
Zoledronate,639V,3.140853
alpha-lipoic acid,639V,7.688197
glutathione,639V,8.756368
5-Fluorouracil,647V,5.704743
5-azacytidine,647V,3.405207
ABT737,647V,3.443263
AGI-5198,647V,5.010793
AGI-6780,647V,5.696102
AMG-319,647V,5.225537
AT13148,647V,2.971706
AZ6102,647V,1.909072
AZ960,647V,3.499597
AZD1332,647V,4.690272
AZD2014,647V,2.262595
AZD3759,647V,2.160446
AZD4547,647V,2.4382
AZD5153,647V,2.522325
AZD5363,647V,3.430208
AZD5438,647V,2.822122
AZD5582,647V,-3.121957
AZD5991,647V,5.384012
AZD6738,647V,2.083514
AZD8055,647V,0.426628
AZD8186,647V,2.663878
Acetalax,647V,4.084317
Afatinib,647V,1.500279
Alisertib,647V,3.198671
Alpelisib,647V,5.226755
Avagacestat,647V,4.900768
Axitinib,647V,2.809442
BI-2536,647V,-1.821124
BMS-345541,647V,3.36727
BMS-536924,647V,2.879559
Bleomycin,647V,3.452695
Bleomycin (50 uM),647V,2.762866
Bortezomib,647V,-5.477789
Bosutinib,647V,3.524225
Bromosporine,647V,2.582657
Buparlisib,647V,1.119601
CCT007093,647V,4.140672
CPI-637,647V,4.387936
CZC24832,647V,5.059213
Carmustine,647V,5.747663
Cediranib,647V,1.901074
Cisplatin,647V,1.193862
Crizotinib,647V,3.592705
Cyclophosphamide,647V,5.386631
Cytarabine,647V,1.005767
Dabrafenib,647V,5.392532
Dacarbazine,647V,5.11573
Dactinomycin,647V,-3.976653
Dactolisib,647V,-1.134338
Dasatinib,647V,0.989241
Dihydrorotenone,647V,0.372852
Dinaciclib,647V,-2.357262
Docetaxel,647V,-4.232215
EHT-1864,647V,3.675987
EPZ004777,647V,5.088592
EPZ5676,647V,4.710547
Elephantin,647V,2.718614
Entinostat,647V,2.909232
Entospletinib,647V,3.989864
Epirubicin,647V,-1.84776
Erlotinib,647V,2.443217
Fludarabine,647V,6.025414
Foretinib,647V,1.544389
Fulvestrant,647V,4.057308
GDC0810,647V,5.327544
GNE-317,647V,0.526002
GSK-LSD1,647V,2.756207
GSK1904529A,647V,4.345797
GSK2578215A,647V,4.869287
GSK2606414,647V,3.597981
GSK2801,647V,4.990094
GSK2830371,647V,5.418181
GSK343,647V,3.129495
GSK591,647V,4.878599
GW441756,647V,2.334289
Gefitinib,647V,3.360305
Gemcitabine,647V,-3.547056
I-BET-762,647V,3.935046
I-BRD9,647V,4.719776
IWP-2,647V,2.891736
Ibrutinib,647V,5.233841
Ipatasertib,647V,4.666543
Irinotecan,647V,-0.019908
JNK Inhibitor VIII,647V,5.365157
JQ1,647V,2.260645
KRAS (G12C) Inhibitor-12,647V,5.518498
KU-55933,647V,4.113824
L-Oxonoreleagnine,647V,3.791685
LCL161,647V,5.306282
LGK974,647V,4.374359
LJI308,647V,5.31866
LMP744,647V,-2.735258
LY2109761,647V,5.742177
Lapatinib,647V,4.509514
Leflunomide,647V,5.569576
Lenalidomide,647V,5.349918
Lestaurtinib,647V,-0.166697
Linsitinib,647V,4.173132
Luminespib,647V,-1.540991
MG-132,647V,-1.787023
MIM1,647V,4.370074
MK-1775,647V,0.387829
MK-8776,647V,4.316356
ML323,647V,4.199263
MN-64,647V,5.538926
Mirin,647V,4.115364
Mitoxantrone,647V,0.894451
Mycophenolic acid,647V,0.693734
N-acetyl cysteine,647V,9.715781
NVP-ADW742,647V,2.855479
Navitoclax,647V,2.318244
Nelarabine,647V,5.783849
Nilotinib,647V,4.361504
Niraparib,647V,2.24114
Nutlin-3a (-),647V,5.218272
OF-1,647V,4.569322
OSI-027,647V,3.810558
OTX015,647V,3.486345
Obatoclax Mesylate,647V,-0.779182
Olaparib,647V,2.347985
Osimertinib,647V,2.066568
Oxaliplatin,647V,4.891684
P22077,647V,3.9656
PCI-34051,647V,4.550601
PD173074,647V,4.046604
PFI-1,647V,5.303136
PLX-4720,647V,5.348029
POMHEX,647V,-0.126846
PRIMA-1MET,647V,5.577286
PRT062607,647V,4.801519
Paclitaxel,647V,-1.039269
Palbociclib,647V,5.057745
Pevonedistat,647V,-1.666422
Picolinici-acid,647V,5.487063
Pictilisib,647V,1.037974
Podophyllotoxin bromide,647V,0.235248
Pyridostatin,647V,2.703914
RO-3306,647V,4.632151
RVX-208,647V,5.649462
Rapamycin,647V,-1.202686
Refametinib,647V,3.262816
Remodelin,647V,4.886558
Ribociclib,647V,4.010969
Romidepsin,647V,-5.124042
Rucaparib,647V,4.227861
Ruxolitinib,647V,5.124531
SB216763,647V,4.98586
SB590885,647V,3.593224
SCH772984,647V,3.20544
SGC-CBP30,647V,4.878561
SGC0946,647V,1.124774
SN-38,647V,-6.631519
Sapitinib,647V,3.853651
Savolitinib,647V,1.177716
Schweinfurthin A,647V,3.282921
Sepantronium bromide,647V,-5.770751
Serdemetan,647V,4.155111
Sinularin,647V,3.433508
Sorafenib,647V,2.895656
Staurosporine,647V,-2.470568
Talazoparib,647V,-1.247449
Tamoxifen,647V,3.830708
Tanespimycin,647V,0.10644
Taselisib,647V,2.343525
Telomerase Inhibitor IX,647V,-0.109581
Temozolomide,647V,4.418395
Temsirolimus,647V,0.654953
Teniposide,647V,-0.260882
Topotecan,647V,-2.785431
Trametinib,647V,1.164391
UMI-77,647V,1.698745
UNC0379,647V,4.374953
UNC0638,647V,4.447791
Ulixertinib,647V,3.117781
Uprosertib,647V,4.049584
VE-822,647V,4.926216
VE821,647V,5.011199
VX-11e,647V,3.853453
Veliparib,647V,4.864266
Venetoclax,647V,1.643681
Vinblastine,647V,-1.945654
Vincristine,647V,-0.720006
Vinorelbine,647V,-1.851746
Vismodegib,647V,4.0
Vorinostat,647V,1.866718
WEHI-539,647V,3.510769
WIKI4,647V,3.820442
WZ4003,647V,4.658872
Wee1 Inhibitor,647V,1.361944
Wnt-C59,647V,5.377765
YK-4-279,647V,3.004067
ZM447439,647V,1.838385
Zoledronate,647V,3.956013
alpha-lipoic acid,647V,7.57121
glutathione,647V,8.567609
5-Fluorouracil,697,2.253101
5-azacytidine,697,-0.177128
ABT737,697,-2.458444
AGI-5198,697,3.871163
AGI-6780,697,2.826894
AMG-319,697,2.491237
AT13148,697,1.920367
AZ6102,697,1.156963
AZ960,697,-0.800703
AZD1332,697,2.865023
AZD2014,697,-0.249461
AZD3759,697,2.144702
AZD4547,697,0.542792
AZD5153,697,-1.859884
AZD5363,697,0.984178
AZD5438,697,-0.083222
AZD5991,697,-2.993819
AZD6738,697,-0.820948
AZD7762,697,-2.157743
AZD8186,697,1.779143
Acetalax,697,4.319271
Afatinib,697,0.312853
Afuresertib,697,1.070939
Alpelisib,697,2.050415
Avagacestat,697,3.712944
Axitinib,697,0.129092
BI-2536,697,-4.029953
BIBR-1532,697,3.571155
BMS-536924,697,0.986137
BMS-754807,697,-0.906732
Bleomycin (50 uM),697,1.266705
Bortezomib,697,-5.433288
Bosutinib,697,-0.787153
Bromosporine,697,0.308264
Buparlisib,697,-0.376334
CCT007093,697,4.317213
CPI-637,697,1.901091
CZC24832,697,3.380139
Camptothecin,697,-5.013665
Cediranib,697,1.366117
Cisplatin,697,-0.051323
Crizotinib,697,0.209241
Cyclophosphamide,697,3.463679
Cytarabine,697,-5.32641
Dabrafenib,697,0.768096
Dacarbazine,697,4.845423
Dactinomycin,697,-6.795544
Dactolisib,697,-4.084134
Dasatinib,697,-0.099122
Dihydrorotenone,697,1.344376
Dinaciclib,697,-3.818191
Docetaxel,697,-6.618681
Doramapimod,697,4.316906
EPZ004777,697,4.136611
EPZ5676,697,3.431578
Elephantin,697,1.414854
Entinostat,697,-0.126633
Entospletinib,697,1.389303
Epirubicin,697,-5.123477
Erlotinib,697,0.94029
Fludarabine,697,0.196626
Foretinib,697,-1.667044
Fulvestrant,697,2.365352
GDC0810,697,4.103026
GNE-317,697,-1.2858
GSK-LSD1,697,1.165449
GSK1904529A,697,2.198304
GSK2110183B,697,1.872766
GSK2606414,697,1.323642
GSK2801,697,3.551834
GSK2830371,697,2.23121
GSK343,697,2.342132
GSK591,697,2.462297
GW441756,697,2.230069
Gallibiscoquinazole,697,1.746934
Gemcitabine,697,-5.760367
I-BET-762,697,0.288191
I-BRD9,697,2.038604
ICL-SIRT078,697,2.018403
Ibrutinib,697,3.225762
Ipatasertib,697,1.534852
Irinotecan,697,-0.178906
JNK Inhibitor VIII,697,4.244964
JQ1,697,-1.608236
KRAS (G12C) Inhibitor-12,697,2.178651
KU-55933,697,2.554623
L-Oxonoreleagnine,697,2.979721
LCL161,697,3.58641
LGK974,697,3.47521
LJI308,697,3.515854
LMP744,697,-3.982194
LY2109761,697,4.515153
Lapatinib,697,1.689682
Leflunomide,697,3.458384
Lenalidomide,697,3.205714
Lestaurtinib,697,-3.5463
Linsitinib,697,2.338151
Luminespib,697,-4.603822
MG-132,697,-1.171642
MIM1,697,1.589921
MIRA-1,697,1.760941
MK-2206,697,-0.037289
ML323,697,3.227182
MN-64,697,4.464949
Methotrexate,697,-3.934445
Mitoxantrone,697,-3.603022
Motesanib,697,4.209837
N-acetyl cysteine,697,9.61
NU7441,697,1.241707
Navitoclax,697,-1.782363
Nelarabine,697,1.858464
Nilotinib,697,1.331009
Niraparib,697,-0.529285
Nutlin-3a (-),697,0.279861
OF-1,697,4.535409
OSI-027,697,1.564812
OTX015,697,-0.693477
Obatoclax Mesylate,697,-1.380774
Olaparib,697,0.636699
Osimertinib,697,0.408694
Oxaliplatin,697,0.979902
P22077,697,1.746053
PCI-34051,697,1.494133
PD0325901,697,0.890717
PFI-1,697,1.500032
PFI3,697,4.505667
POMHEX,697,-0.211093
PRIMA-1MET,697,1.170668
PRT062607,697,1.297366
Paclitaxel,697,-5.969496
Palbociclib,697,-1.542848
Pevonedistat,697,-1.36052
Picolinici-acid,697,3.782731
Pictilisib,697,-0.874276
Podophyllotoxin bromide,697,-2.178391
Pyridostatin,697,1.385244
RO-3306,697,0.334871
RVX-208,697,3.220623
Rapamycin,697,-4.236751
Refametinib,697,2.684146
Remodelin,697,3.261899
Ribociclib,697,0.356101
Romidepsin,697,-6.471878
Rucaparib,697,0.434871
Ruxolitinib,697,4.173744
SB216763,697,3.620745
SB590885,697,1.229213
SCH772984,697,1.844601
SGC-CBP30,697,2.872852
SGC0946,697,1.208482
SN-38,697,-6.163897
Sabutoclax,697,-2.736504
Savolitinib,697,1.370717
Schweinfurthin A,697,-3.222962
Selumetinib,697,3.473996
Serdemetan,697,2.294465
Sinularin,697,2.043021
Sorafenib,697,1.296461
Staurosporine,697,-5.550027
Talazoparib,697,-4.130524
Tamoxifen,697,2.701165
Tanespimycin,697,-0.03205
Taselisib,697,0.647953
Telomerase Inhibitor IX,697,0.068768
Temozolomide,697,5.596331
Temsirolimus,697,-1.174619
Teniposide,697,-2.87998
Topotecan,697,-1.942516
Trametinib,697,0.510164
UMI-77,697,3.105107
UNC0379,697,0.625072
UNC0638,697,1.452549
Ulixertinib,697,1.621232
Uprosertib,697,1.342776
VE-822,697,1.299999
VE821,697,0.986515
VX-11e,697,1.8068
Veliparib,697,2.923028
Venetoclax,697,-3.781931
Vinblastine,697,-6.319451
Vincristine,697,-4.715096
Vinorelbine,697,-6.198092
Vismodegib,697,2.765249
Vorinostat,697,-0.14413
WEHI-539,697,3.358262
WIKI4,697,2.592088
WZ4003,697,2.138157
Wee1 Inhibitor,697,-0.337426
Wnt-C59,697,2.595579
YK-4-279,697,-0.571283
ZM447439,697,-0.758715
Zoledronate,697,2.324538
alpha-lipoic acid,697,6.810454
glutathione,697,8.474032
5-Fluorouracil,769P,3.134774
5-azacytidine,769P,2.774044
ABT737,769P,1.709122
AGI-5198,769P,5.807596
AGI-6780,769P,4.769137
AMG-319,769P,4.726984
AT13148,769P,2.203389
AZ6102,769P,1.404247
AZ960,769P,1.892463
AZD1332,769P,3.591715
AZD2014,769P,2.195804
AZD3759,769P,0.756883
AZD4547,769P,4.274817
AZD5153,769P,0.56506
AZD5363,769P,4.05536
AZD5438,769P,1.612122
AZD5582,769P,5.486633
AZD5991,769P,5.823893
AZD6738,769P,0.76542
AZD8055,769P,-1.400903
AZD8186,769P,3.336007
Acetalax,769P,5.886187
Afatinib,769P,0.103137
Afuresertib,769P,3.438328
Alisertib,769P,2.116156
Alpelisib,769P,3.884329
Avagacestat,769P,4.316661
Axitinib,769P,3.161444
BI-2536,769P,-2.057378
BMS-345541,769P,3.248696
BMS-536924,769P,2.97961
Bleomycin,769P,3.385224
Bleomycin (50 uM),769P,2.700748
Bortezomib,769P,-4.63341
Bosutinib,769P,1.137231
Bromosporine,769P,1.475601
Buparlisib,769P,1.294132
CCT007093,769P,5.823893
CPI-637,769P,2.706814
CZC24832,769P,5.531066
Carmustine,769P,4.821457
Cediranib,769P,1.640217
Cisplatin,769P,2.601141
Crizotinib,769P,1.615984
Cyclophosphamide,769P,5.109245
Cytarabine,769P,0.610753
Dabrafenib,769P,3.654654
Dacarbazine,769P,5.21074
Dactinomycin,769P,-3.86605
Dactolisib,769P,-3.353933
Daporinad,769P,-3.203338
Dasatinib,769P,-0.766399
Dihydrorotenone,769P,1.106221
Dinaciclib,769P,-2.714711
Doramapimod,769P,5.755668
EHT-1864,769P,3.860744
EPZ004777,769P,5.687113
EPZ5676,769P,4.514918
Elephantin,769P,2.268779
Entinostat,769P,3.237669
Entospletinib,769P,4.349717
Epirubicin,769P,-1.591235
Erlotinib,769P,1.718921
Fludarabine,769P,3.678881
Foretinib,769P,1.896629
Fulvestrant,769P,3.797895
GDC0810,769P,5.70797
GNE-317,769P,-0.431254
GSK-LSD1,769P,2.57337
GSK2110183B,769P,4.506613
GSK2578215A,769P,5.823893
GSK2606414,769P,3.712785
GSK2801,769P,5.686286
GSK2830371,769P,5.26509
GSK343,769P,3.067926
GSK591,769P,3.933475
Gallibiscoquinazole,769P,1.880106
Gefitinib,769P,1.485871
Gemcitabine,769P,-2.512969
I-BET-762,769P,2.202489
ICL-SIRT078,769P,3.14894
IWP-2,769P,2.503989
Ibrutinib,769P,2.0725
Ipatasertib,769P,4.882299
Irinotecan,769P,3.950929
JNK Inhibitor VIII,769P,4.826301
JQ1,769P,-0.491723
KU-55933,769P,5.823893
L-Oxonoreleagnine,769P,3.413092
LCL161,769P,5.271657
LGK974,769P,4.178542
LJI308,769P,4.891254
LMP744,769P,0.845974
LY2109761,769P,4.716101
Lapatinib,769P,1.117318
Leflunomide,769P,5.457872
Lenalidomide,769P,5.66846
Lestaurtinib,769P,-0.247151
Linsitinib,769P,4.675092
Luminespib,769P,-1.495358
MG-132,769P,-1.33947
MIM1,769P,4.925317
MIRA-1,769P,4.897958
MK-2206,769P,3.854256
MK-8776,769P,1.698518
ML323,769P,5.532918
MN-64,769P,4.893593
Mirin,769P,7.678931
Mitoxantrone,769P,1.067683
Motesanib,769P,5.805613
Mycophenolic acid,769P,1.788742
N-acetyl cysteine,769P,10.651029
NVP-ADW742,769P,2.455655
Navitoclax,769P,0.766534
Nelarabine,769P,6.380533
Nilotinib,769P,1.524846
Niraparib,769P,3.552446
Nutlin-3a (-),769P,1.934591
OF-1,769P,4.019007
OSI-027,769P,2.113458
Obatoclax Mesylate,769P,-0.267621
Olaparib,769P,3.751352
Osimertinib,769P,1.079264
Oxaliplatin,769P,3.103924
P22077,769P,5.789211
PCI-34051,769P,4.281172
PD173074,769P,3.35377
PFI-1,769P,4.090233
PFI3,769P,5.475997
POMHEX,769P,0.327573
PRIMA-1MET,769P,4.062931
PRT062607,769P,3.70285
Paclitaxel,769P,-2.846495
Palbociclib,769P,1.509867
Pevonedistat,769P,1.729972
Pictilisib,769P,1.159384
Podophyllotoxin bromide,769P,-0.907359
Pyridostatin,769P,5.811022
RO-3306,769P,3.229151
RVX-208,769P,4.757404
Rapamycin,769P,-1.342704
Refametinib,769P,1.192955
Ribociclib,769P,2.686232
Romidepsin,769P,-3.712753
Rucaparib,769P,4.002683
Ruxolitinib,769P,4.834307
SB216763,769P,5.102048
SB590885,769P,3.663632
SCH772984,769P,3.029153
SGC-CBP30,769P,3.998836
SGC0946,769P,1.97763
SN-38,769P,-1.977949
Sabutoclax,769P,-0.106161
Savolitinib,769P,3.518163
Schweinfurthin A,769P,-0.890036
Selumetinib,769P,3.534427
Sepantronium bromide,769P,-5.709178
Serdemetan,769P,2.907237
Sinularin,769P,3.390972
Sorafenib,769P,2.299214
Staurosporine,769P,-5.214011
TW 37,769P,0.083317
Talazoparib,769P,2.302952
Tamoxifen,769P,4.187547
Tanespimycin,769P,-0.929974
Taselisib,769P,2.393281
Telomerase Inhibitor IX,769P,1.716204
Temozolomide,769P,7.081192
Temsirolimus,769P,0.900179
Teniposide,769P,1.295609
Topotecan,769P,0.850496
Trametinib,769P,-0.374576
UMI-77,769P,4.571134
UNC0379,769P,2.370345
UNC0638,769P,4.368066
Ulixertinib,769P,2.785387
Uprosertib,769P,3.588773
VE-822,769P,1.990394
VE821,769P,2.021339
VX-11e,769P,2.895692
Veliparib,769P,5.130058
Venetoclax,769P,4.199437
Vinblastine,769P,-4.0273
Vincristine,769P,-0.361528
Vismodegib,769P,4.593953
Vorinostat,769P,1.182583
WEHI-539,769P,3.702996
WIKI4,769P,4.59489
WZ4003,769P,4.097515
Wee1 Inhibitor,769P,1.140593
Wnt-C59,769P,4.178601
YK-4-279,769P,2.050547
ZM447439,769P,4.208869
Zoledronate,769P,3.954788
alpha-lipoic acid,769P,7.941053
glutathione,769P,8.605272
5-Fluorouracil,8305C,6.856521
5-azacytidine,8305C,4.667935
ABT737,8305C,2.01409
AGI-5198,8305C,5.809287
AGI-6780,8305C,6.106509
AMG-319,8305C,4.523959
AT13148,8305C,3.548563
AZ6102,8305C,4.701252
AZ960,8305C,3.491479
AZD1332,8305C,6.211495
AZD2014,8305C,1.55662
AZD3759,8305C,3.909448
AZD4547,8305C,4.758196
AZD5153,8305C,1.718437
AZD5363,8305C,3.810685
AZD5438,8305C,3.093911
AZD5582,8305C,4.584191
AZD5991,8305C,6.552555
AZD6738,8305C,2.622889
AZD8055,8305C,1.407842
AZD8186,8305C,1.745439
Acetalax,8305C,6.793964
Afatinib,8305C,2.072085
Afuresertib,8305C,2.813609
Alisertib,8305C,4.145539
Alpelisib,8305C,3.77075
Avagacestat,8305C,5.728806
Axitinib,8305C,4.139222
BI-2536,8305C,0.877799
BMS-345541,8305C,3.14721
BMS-536924,8305C,1.341733
Bleomycin,8305C,3.816716
Bleomycin (50 uM),8305C,6.474914
Bortezomib,8305C,-5.40709
Bosutinib,8305C,4.349052
Bromosporine,8305C,3.564334
Buparlisib,8305C,0.743335
CCT007093,8305C,6.466824
CPI-637,8305C,3.516462
CZC24832,8305C,6.50753
Carmustine,8305C,7.131892
Cediranib,8305C,2.08338
Cisplatin,8305C,5.245444
Crizotinib,8305C,2.97925
Cyclophosphamide,8305C,4.944026
Cytarabine,8305C,4.419963
Dabrafenib,8305C,1.7977
Dacarbazine,8305C,6.399446
Dactinomycin,8305C,-2.478889
Dactolisib,8305C,-0.796013
Daporinad,8305C,-3.948268
Dasatinib,8305C,-0.57959
Dihydrorotenone,8305C,2.26305
Dinaciclib,8305C,-1.758181
Doramapimod,8305C,6.503136
EHT-1864,8305C,4.960307
EPZ004777,8305C,6.152677
EPZ5676,8305C,6.949407
Elephantin,8305C,3.158964
Entinostat,8305C,4.105944
Entospletinib,8305C,2.505135
Epirubicin,8305C,-0.246083
Erlotinib,8305C,4.052758
Fludarabine,8305C,5.565839
Foretinib,8305C,1.23365
Fulvestrant,8305C,4.815051
GDC0810,8305C,5.404304
GNE-317,8305C,-0.427404
GSK-LSD1,8305C,3.954894
GSK2110183B,8305C,5.367992
GSK2578215A,8305C,4.588743
GSK2606414,8305C,3.53375
GSK2801,8305C,5.011139
GSK2830371,8305C,6.571965
GSK343,8305C,4.602963
GSK591,8305C,5.053281
Gallibiscoquinazole,8305C,3.898922
Gefitinib,8305C,4.31673
Gemcitabine,8305C,2.132408
I-BET-762,8305C,3.098822
ICL-SIRT078,8305C,4.928085
IWP-2,8305C,3.891792
Ibrutinib,8305C,6.504929
Ipatasertib,8305C,3.544707
Irinotecan,8305C,4.777038
JNK Inhibitor VIII,8305C,6.435777
JQ1,8305C,3.733664
KU-55933,8305C,5.165975
L-Oxonoreleagnine,8305C,4.326254
LCL161,8305C,5.77298
LGK974,8305C,6.481601
LJI308,8305C,5.929731
LMP744,8305C,-0.698957
LY2109761,8305C,5.585032
Lapatinib,8305C,3.725192
Leflunomide,8305C,4.823114
Lenalidomide,8305C,6.366461
Lestaurtinib,8305C,0.95428
Linsitinib,8305C,3.915545
Luminespib,8305C,-1.121181
MG-132,8305C,-1.888015
MIM1,8305C,4.781956
MIRA-1,8305C,6.198847
MK-2206,8305C,2.620111
MK-8776,8305C,4.072543
ML323,8305C,5.198649
MN-64,8305C,4.795433
Mirin,8305C,5.03219
Mitoxantrone,8305C,2.021809
Motesanib,8305C,6.505874
Mycophenolic acid,8305C,3.075283
N-acetyl cysteine,8305C,10.701952
NVP-ADW742,8305C,2.419228
Navitoclax,8305C,2.661592
Nelarabine,8305C,6.892444
Nilotinib,8305C,4.180825
Niraparib,8305C,6.206915
Nutlin-3a (-),8305C,5.79319
OF-1,8305C,5.10661
OSI-027,8305C,1.007399
Obatoclax Mesylate,8305C,0.679357
Olaparib,8305C,4.704431
Osimertinib,8305C,2.661997
Oxaliplatin,8305C,6.862185
P22077,8305C,6.563501
PCI-34051,8305C,4.649697
PD173074,8305C,3.408068
PFI-1,8305C,4.208331
PFI3,8305C,6.081712
POMHEX,8305C,3.275907
PRIMA-1MET,8305C,3.475225
PRT062607,8305C,2.805697
Paclitaxel,8305C,-0.017345
Palbociclib,8305C,2.813661
Pevonedistat,8305C,4.705601
Pictilisib,8305C,0.094211
Podophyllotoxin bromide,8305C,-1.384537
Pyridostatin,8305C,3.557604
RO-3306,8305C,4.48209
RVX-208,8305C,4.581882
Rapamycin,8305C,-0.115672
Refametinib,8305C,2.134432
Ribociclib,8305C,4.008295
Romidepsin,8305C,-5.987926
Rucaparib,8305C,4.484839
Ruxolitinib,8305C,5.70245
SB216763,8305C,6.217568
SB590885,8305C,5.162772
SCH772984,8305C,2.253946
SGC-CBP30,8305C,5.558018
SGC0946,8305C,2.342892
SN-38,8305C,-1.113346
Sabutoclax,8305C,1.585295
Savolitinib,8305C,3.427075
Schweinfurthin A,8305C,1.243149
Selumetinib,8305C,2.541264
Sepantronium bromide,8305C,-3.997338
Serdemetan,8305C,4.755257
Sinularin,8305C,3.614159
Sorafenib,8305C,3.779212
Staurosporine,8305C,-2.810044
TW 37,8305C,2.679228
Talazoparib,8305C,5.924517
Tamoxifen,8305C,4.324613
Tanespimycin,8305C,1.341408
Taselisib,8305C,0.791153
Telomerase Inhibitor IX,8305C,1.481118
Temozolomide,8305C,7.37519
Temsirolimus,8305C,0.962375
Teniposide,8305C,1.772459
Topotecan,8305C,0.602438
Trametinib,8305C,-0.012582
UMI-77,8305C,2.892551
UNC0379,8305C,3.115427
UNC0638,8305C,5.81837
Ulixertinib,8305C,3.78967
Uprosertib,8305C,5.676236
VE-822,8305C,4.762297
VE821,8305C,3.558931
VX-11e,8305C,3.129914
Veliparib,8305C,6.470475
Venetoclax,8305C,2.835241
Vinblastine,8305C,-3.777949
Vincristine,8305C,-3.838618
Vismodegib,8305C,5.084087
Vorinostat,8305C,1.992046
WEHI-539,8305C,4.726874
WIKI4,8305C,5.565865
WZ4003,8305C,3.601592
Wee1 Inhibitor,8305C,2.481485
Wnt-C59,8305C,5.468503
YK-4-279,8305C,2.467329
ZM447439,8305C,2.689677
Zoledronate,8305C,3.780223
alpha-lipoic acid,8305C,8.93191
glutathione,8305C,9.1334
5-Fluorouracil,8505C,6.413517
5-azacytidine,8505C,3.713375
ABT737,8505C,3.409585
AGI-5198,8505C,4.080037
AGI-6780,8505C,3.945921
AMG-319,8505C,5.277653
AT13148,8505C,6.376146
AZ6102,8505C,2.271585
AZ960,8505C,3.873095
AZD1332,8505C,6.302715
