,drug,cell_line,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
1161,CZC24832,NCIH526,SCLC,4.508728,CZC24832,5.137594,0.949818,-0.226369
1162,Camptothecin,NCIH526,SCLC,-4.845681,Camptothecin,-2.257481,1.838996,-1.053004
1163,Cediranib,NCIH526,SCLC,2.870305,Cediranib,2.271131,1.192376,-0.162257
1164,Crizotinib,NCIH526,SCLC,1.537962,Crizotinib,2.560661,1.510603,-0.976913
1165,Cyclophosphamide,NCIH526,SCLC,4.527271,Cyclophosphamide,5.25922,0.888712,-0.475368
1166,Dactinomycin,NCIH526,SCLC,-2.434466,Dactinomycin,-3.772788,1.88294,-0.20757
1167,Dactolisib,NCIH526,SCLC,0.322827,Dactolisib,-1.510724,1.429786,-0.222516
1168,Dasatinib,NCIH526,SCLC,3.255488,Dasatinib,1.287237,2.324073,0.786844
1169,Dinaciclib,NCIH526,SCLC,-3.808682,Dinaciclib,-2.654463,1.473357,-0.217247
1170,Docetaxel,NCIH526,SCLC,-5.038353,Docetaxel,-3.417161,2.548602,-0.279496
1171,Doramapimod,NCIH526,SCLC,4.940972,Doramapimod,4.93907,1.188278,-0.255554
1172,EHT-1864,NCIH526,SCLC,3.250001,EHT-1864,3.678237,0.983429,-0.490254
1173,EPZ004777,NCIH526,SCLC,4.109671,EPZ004777,5.153416,0.977035,-0.041804
1174,EPZ5676,NCIH526,SCLC,5.115191,EPZ5676,5.542946,1.028703,-0.168665
1175,Entinostat,NCIH526,SCLC,0.351749,Entinostat,2.030317,1.637052,-1.048105
1176,Entospletinib,NCIH526,SCLC,2.895012,Entospletinib,3.672838,1.222475,0.511407
1177,Epirubicin,NCIH526,SCLC,-0.145733,Epirubicin,-0.852455,1.690941,-0.74118
1178,Erlotinib,NCIH526,SCLC,2.912879,Erlotinib,2.979885,1.448855,0.033833
1179,Fulvestrant,NCIH526,SCLC,3.037046,Fulvestrant,3.730929,1.263247,-0.454461
1180,GDC0810,NCIH526,SCLC,4.699397,GDC0810,5.087362,0.94553,-0.555914
1181,GNE-317,NCIH526,SCLC,2.617907,GNE-317,0.681846,1.302066,0.348919
1182,GSK1904529A,NCIH526,SCLC,3.082267,GSK1904529A,4.348623,1.104047,-0.102413
1183,GSK2578215A,NCIH526,SCLC,4.417688,GSK2578215A,4.933854,0.966128,-0.201878
1184,GSK2606414,NCIH526,SCLC,2.913971,GSK2606414,3.785602,1.215971,-0.284639
1185,GSK343,NCIH526,SCLC,2.991239,GSK343,3.602119,1.367117,-0.212423
1186,GW441756,NCIH526,SCLC,3.305685,GW441756,3.441226,0.92854,-0.575387
1187,Gefitinib,NCIH526,SCLC,2.607787,Gefitinib,3.147493,1.212598,0.174914
1188,Gemcitabine,NCIH526,SCLC,-1.811061,Gemcitabine,-0.766782,3.010521,-0.92641
1189,I-BET-762,NCIH526,SCLC,-0.966445,I-BET-762,3.178213,1.581827,-0.168282
1190,I-BRD9,NCIH526,SCLC,2.634291,I-BRD9,4.358221,1.274025,-0.241626
1191,IWP-2,NCIH526,SCLC,1.711338,IWP-2,2.870543,0.89695,-0.627111
1192,Ibrutinib,NCIH526,SCLC,4.936892,Ibrutinib,4.055961,1.812726,0.490609
1193,Ipatasertib,NCIH526,SCLC,3.882288,Ipatasertib,3.403906,1.455375,-0.132058
1194,Irinotecan,NCIH526,SCLC,-1.602118,Irinotecan,2.49049,1.934295,-1.09284
1195,JNK Inhibitor VIII,NCIH526,SCLC,4.939971,JNK Inhibitor VIII,5.096918,0.961142,-0.452431
1196,JQ1,NCIH526,SCLC,-1.663548,JQ1,2.025591,1.952515,-0.224457
1197,KRAS (G12C) Inhibitor-12,NCIH526,SCLC,2.761203,KRAS (G12C) Inhibitor-12,4.449045,1.534301,-0.617888
1198,KU-55933,NCIH526,SCLC,4.554626,KU-55933,5.04103,1.126742,-0.216098
1199,LCL161,NCIH526,SCLC,4.93237,LCL161,4.766877,1.238491,-0.326346
1200,LGK974,NCIH526,SCLC,2.007659,LGK974,4.238238,1.107629,-0.596622
1201,LY2109761,NCIH526,SCLC,2.928068,LY2109761,5.00674,1.042965,-0.192312
1202,Lapatinib,NCIH526,SCLC,4.665953,Lapatinib,3.219614,1.583425,0.418862
1203,Leflunomide,NCIH526,SCLC,4.328657,Leflunomide,5.037278,0.913415,-0.643211
1204,Lenalidomide,NCIH526,SCLC,4.7637,Lenalidomide,5.236581,1.07135,-0.650759
1205,Lestaurtinib,NCIH526,SCLC,-1.578207,Lestaurtinib,-0.014942,1.617099,-0.34251
1206,Linsitinib,NCIH526,SCLC,3.82681,Linsitinib,3.964537,1.322202,-0.333411
1207,Luminespib,NCIH526,SCLC,-1.00642,Luminespib,-2.12391,1.817546,0.245156
1208,MG-132,NCIH526,SCLC,-1.192539,MG-132,-1.2843,0.72251,0.231353
1209,MIRA-1,NCIH526,SCLC,4.774784,MIRA-1,5.237632,1.234442,-0.758982
1210,MK-1775,NCIH526,SCLC,-0.009786,MK-1775,0.636509,1.419839,-0.785056
1211,MK-2206,NCIH526,SCLC,3.811037,MK-2206,2.725214,1.48772,0.042291
1212,ML323,NCIH526,SCLC,2.516391,ML323,4.536112,1.055599,-0.380337
1213,MN-64,NCIH526,SCLC,3.697933,MN-64,4.673443,1.036058,-0.182781
1214,Mirin,NCIH526,SCLC,4.918605,Mirin,4.782781,1.183568,-0.664642
1215,Motesanib,NCIH526,SCLC,4.719507,Motesanib,5.481288,1.133491,-0.510695
1216,NU7441,NCIH526,SCLC,3.017819,NU7441,3.132711,1.343787,0.109845
1217,NVP-ADW742,NCIH526,SCLC,2.697792,NVP-ADW742,2.882258,1.472598,-0.333856
1218,Navitoclax,NCIH526,SCLC,-1.91338,Navitoclax,1.776309,2.029373,-1.06078
1219,Nilotinib,NCIH526,SCLC,2.664366,Nilotinib,3.364192,1.706385,-0.181219
1220,Niraparib,NCIH526,SCLC,1.252064,Niraparib,4.113814,1.516015,-0.606083
1221,Nutlin-3a (-),NCIH526,SCLC,4.799553,Nutlin-3a (-),4.421065,1.79125,0.368711
1222,OF-1,NCIH526,SCLC,2.089588,OF-1,4.121389,1.170053,-0.282993
1223,OSI-027,NCIH526,SCLC,4.36702,OSI-027,2.584887,1.493868,0.168771
1224,OTX015,NCIH526,SCLC,-2.412613,OTX015,2.300635,1.867904,0.006548
1225,Olaparib,NCIH526,SCLC,2.856011,Olaparib,4.229661,1.301754,-1.0615
1226,Osimertinib,NCIH526,SCLC,2.182404,Osimertinib,1.653115,1.279752,0.05276
1227,Oxaliplatin,NCIH526,SCLC,2.044998,Oxaliplatin,4.289635,1.783409,-1.079303
1228,P22077,NCIH526,SCLC,4.940972,P22077,4.40732,1.512212,-0.573388
1229,PCI-34051,NCIH526,SCLC,3.087423,PCI-34051,4.396021,1.286151,-0.550303
1230,PD173074,NCIH526,SCLC,4.770515,PD173074,3.763295,1.405445,0.142987
1231,PFI-1,NCIH526,SCLC,3.437289,PFI-1,4.054494,1.126123,-0.17963
1232,PFI3,NCIH526,SCLC,4.881021,PFI3,5.397184,0.841197,-0.968116
1233,PLX-4720,NCIH526,SCLC,3.348848,PLX-4720,4.213301,1.475022,0.001387
1234,PRIMA-1MET,NCIH526,SCLC,6.009737,PRIMA-1MET,4.41929,1.802017,-0.780686
1235,PRT062607,NCIH526,SCLC,2.801062,PRT062607,3.172207,1.396623,0.382436
1236,Paclitaxel,NCIH526,SCLC,-4.299135,Paclitaxel,-2.855697,2.01671,-0.018496
1237,Palbociclib,NCIH526,SCLC,4.330783,Palbociclib,3.471142,1.587659,0.006788
1238,Pevonedistat,NCIH526,SCLC,-1.977756,Pevonedistat,0.871473,2.147707,-1.059488
1239,Picolinici-acid,NCIH526,SCLC,3.509534,Picolinici-acid,5.268822,0.806529,-0.67082
1240,Pictilisib,NCIH526,SCLC,3.684767,Pictilisib,1.220241,1.263352,0.439452
1241,RO-3306,NCIH526,SCLC,3.467418,RO-3306,3.507804,1.618155,-0.810605
1242,RVX-208,NCIH526,SCLC,1.970459,RVX-208,4.738824,1.076382,-0.406673
1243,Ribociclib,NCIH526,SCLC,3.498079,Ribociclib,3.658547,1.223182,0.090678
1244,Rucaparib,NCIH526,SCLC,3.476752,Rucaparib,3.987035,1.062433,-0.907931
1245,Ruxolitinib,NCIH526,SCLC,2.593905,Ruxolitinib,4.797735,1.162398,-0.118822
1246,SB216763,NCIH526,SCLC,4.939912,SB216763,5.18065,1.038908,-0.344528
1247,SB590885,NCIH526,SCLC,4.175473,SB590885,4.342276,1.355433,-0.128735
1248,SGC0946,NCIH526,SCLC,1.92691,SGC0946,2.104319,0.798566,-0.119968
1249,SN-38,NCIH526,SCLC,-6.480038,SN-38,-2.169489,3.597159,-0.965943
1250,Sabutoclax,NCIH526,SCLC,-0.918476,Sabutoclax,-0.348779,1.269565,-0.504684
1251,Sapitinib,NCIH526,SCLC,4.367389,Sapitinib,3.736865,1.78758,0.694592
1252,Savolitinib,NCIH526,SCLC,1.958897,Savolitinib,2.740489,1.190454,-0.563328
1253,Sepantronium bromide,NCIH526,SCLC,-3.686503,Sepantronium bromide,-4.169654,1.627967,-0.38546
1254,Serdemetan,NCIH526,SCLC,3.670289,Serdemetan,3.750761,1.276441,-0.26184
1255,Sorafenib,NCIH526,SCLC,1.289069,Sorafenib,2.545221,1.215386,-0.403507
1256,Staurosporine,NCIH526,SCLC,-3.485347,Staurosporine,-2.794054,1.384635,0.176116
1257,Talazoparib,NCIH526,SCLC,1.60736,Talazoparib,2.767285,2.214847,-1.623702
1258,Tamoxifen,NCIH526,SCLC,3.83745,Tamoxifen,3.976104,1.224334,-0.365627
1259,Tanespimycin,NCIH526,SCLC,-0.131331,Tanespimycin,-0.081091,1.587668,0.491171
1260,Taselisib,NCIH526,SCLC,4.136393,Taselisib,1.767096,1.694162,0.32179
1261,Telomerase Inhibitor IX,NCIH526,SCLC,-0.41769,Telomerase Inhibitor IX,0.654709,1.233162,-0.629488
1262,Temozolomide,NCIH526,SCLC,6.087408,Temozolomide,6.264369,1.303074,-0.422027
1263,Temsirolimus,NCIH526,SCLC,2.108784,Temsirolimus,1.039094,1.694959,0.329828
1264,Ulixertinib,NCIH526,SCLC,4.142594,Ulixertinib,2.547238,1.503594,0.366843
1265,Uprosertib,NCIH526,SCLC,3.630161,Uprosertib,2.863995,1.707317,0.129262
1266,VE-822,NCIH526,SCLC,2.712431,VE-822,3.131455,1.791876,-0.525754
1267,Veliparib,NCIH526,SCLC,4.823655,Veliparib,5.263978,0.912873,-0.632395
1268,Venetoclax,NCIH526,SCLC,-0.897788,Venetoclax,2.374326,2.075205,-0.485672
1269,Vismodegib,NCIH526,SCLC,4.940972,Vismodegib,4.949888,0.982005,-0.344476
1270,Vorinostat,NCIH526,SCLC,0.827514,Vorinostat,1.487515,1.090544,-0.486464
1271,WEHI-539,NCIH526,SCLC,2.711856,WEHI-539,3.678485,1.717039,-0.623141
1272,WIKI4,NCIH526,SCLC,4.152582,WIKI4,3.734385,0.961632,-0.039986
1273,WZ4003,NCIH526,SCLC,2.996072,WZ4003,4.157618,1.375173,-0.065435
1274,Wnt-C59,NCIH526,SCLC,2.133816,Wnt-C59,4.338048,1.095405,-0.517332
1275,XAV939,NCIH526,SCLC,2.698588,XAV939,4.28841,0.991368,-0.142358
1276,YK-4-279,NCIH526,SCLC,2.836383,YK-4-279,2.247231,1.651518,-0.642093
1277,ZM447439,NCIH526,SCLC,2.276241,ZM447439,2.576872,1.70601,-0.568605
1278,5-Fluorouracil,HCC15,LUSC,3.781245,5-Fluorouracil,4.392229,1.71976,-0.57287
1279,ABT737,HCC15,LUSC,-0.988617,ABT737,1.875342,2.053694,0.55601
1280,AGI-5198,HCC15,LUSC,4.365662,AGI-5198,4.704103,0.907583,-0.05529
1281,AGI-6780,HCC15,LUSC,4.793574,AGI-6780,4.344912,1.086023,-0.008523
1282,AGK2,HCC15,LUSC,2.703345,AGK2,3.26451,0.926755,-0.08192
1283,AZ960,HCC15,LUSC,2.195069,AZ960,1.895669,1.724101,-0.516511
1284,AZD3759,HCC15,LUSC,3.881852,AZD3759,2.512182,1.084536,-0.084928
1285,AZD4547,HCC15,LUSC,1.624731,AZD4547,3.088286,1.600252,-0.26486
1286,AZD5363,HCC15,LUSC,3.99744,AZD5363,2.84782,1.441898,-0.460356
1287,AZD5582,HCC15,LUSC,2.058598,AZD5582,2.157595,2.342092,0.081467
1288,AZD6738,HCC15,LUSC,4.292481,AZD6738,2.057259,1.461663,-0.294455
1289,AZD7762,HCC15,LUSC,1.252185,AZD7762,0.164435,1.542725,-0.258272
1290,AZD8186,HCC15,LUSC,4.304506,AZD8186,3.134757,1.404232,-0.331871
1291,Afatinib,HCC15,LUSC,2.654989,Afatinib,1.594663,1.481016,0.341685
1292,Afuresertib,HCC15,LUSC,3.383025,Afuresertib,2.40255,1.471751,-0.413762
1293,Alpelisib,HCC15,LUSC,5.020437,Alpelisib,3.451086,1.407226,-0.494135
1294,Avagacestat,HCC15,LUSC,4.988074,Avagacestat,4.759122,1.072116,-0.241303
1295,Axitinib,HCC15,LUSC,1.454935,Axitinib,2.903591,1.677112,-0.09082
1296,BMS-345541,HCC15,LUSC,4.040057,BMS-345541,3.277956,1.320431,-0.513354
1297,BMS-536924,HCC15,LUSC,1.670699,BMS-536924,2.108959,1.381132,-0.721917
1298,BMS-754807,HCC15,LUSC,0.605509,BMS-754807,2.163231,1.99775,-0.758974
1299,Bortezomib,HCC15,LUSC,-4.670093,Bortezomib,-4.739097,1.068388,0.445352
1300,Bosutinib,HCC15,LUSC,3.633181,Bosutinib,2.618644,1.532012,0.064146
1301,Buparlisib,HCC15,LUSC,0.630955,Buparlisib,1.132283,0.942456,-0.236626
1302,CCT007093,HCC15,LUSC,5.591403,CCT007093,5.191327,0.862412,-0.150505
1303,CZC24832,HCC15,LUSC,5.490473,CZC24832,5.137594,0.949818,-0.2453
1304,Camptothecin,HCC15,LUSC,-1.569395,Camptothecin,-2.257481,1.838996,0.20111
1305,Cediranib,HCC15,LUSC,4.216703,Cediranib,2.271131,1.192376,0.067143
1306,Crizotinib,HCC15,LUSC,2.212301,Crizotinib,2.560661,1.510603,-0.641608
1307,Cyclophosphamide,HCC15,LUSC,5.693207,Cyclophosphamide,5.25922,0.888712,0.09701
1308,Dactinomycin,HCC15,LUSC,-3.141519,Dactinomycin,-3.772788,1.88294,-0.074191
1309,Dactolisib,HCC15,LUSC,-1.35908,Dactolisib,-1.510724,1.429786,-0.319932
1310,Dasatinib,HCC15,LUSC,2.529458,Dasatinib,1.287237,2.324073,-0.546583
1311,Dinaciclib,HCC15,LUSC,0.652501,Dinaciclib,-2.654463,1.473357,-0.208641
1312,Docetaxel,HCC15,LUSC,-6.299937,Docetaxel,-3.417161,2.548602,-0.056362
1313,Doramapimod,HCC15,LUSC,5.677689,Doramapimod,4.93907,1.188278,-0.124908
1314,EHT-1864,HCC15,LUSC,3.386187,EHT-1864,3.678237,0.983429,0.132673
1315,EPZ004777,HCC15,LUSC,5.556386,EPZ004777,5.153416,0.977035,0.164623
1316,EPZ5676,HCC15,LUSC,5.398817,EPZ5676,5.542946,1.028703,0.332592
1317,Entinostat,HCC15,LUSC,5.27237,Entinostat,2.030317,1.637052,-0.245476
1318,Entospletinib,HCC15,LUSC,3.692273,Entospletinib,3.672838,1.222475,-0.29831
1319,Epirubicin,HCC15,LUSC,1.361232,Epirubicin,-0.852455,1.690941,-0.202441
1320,Erlotinib,HCC15,LUSC,2.289131,Erlotinib,2.979885,1.448855,-0.081421
1321,Fulvestrant,HCC15,LUSC,3.672254,Fulvestrant,3.730929,1.263247,0.029914
1322,GDC0810,HCC15,LUSC,4.799229,GDC0810,5.087362,0.94553,-0.281018
1323,GNE-317,HCC15,LUSC,1.370545,GNE-317,0.681846,1.302066,-0.337056
1324,GSK1904529A,HCC15,LUSC,4.655478,GSK1904529A,4.348623,1.104047,-0.037451
1325,GSK2578215A,HCC15,LUSC,5.903462,GSK2578215A,4.933854,0.966128,-0.005037
1326,GSK2606414,HCC15,LUSC,4.52096,GSK2606414,3.785602,1.215971,-0.280511
1327,GSK343,HCC15,LUSC,4.314133,GSK343,3.602119,1.367117,-0.153666
1328,GW441756,HCC15,LUSC,2.074706,GW441756,3.441226,0.92854,-0.402051
1329,Gefitinib,HCC15,LUSC,2.847451,Gefitinib,3.147493,1.212598,0.404033
1330,Gemcitabine,HCC15,LUSC,-1.694657,Gemcitabine,-0.766782,3.010521,-0.126077
1331,I-BET-762,HCC15,LUSC,3.996917,I-BET-762,3.178213,1.581827,-0.81741
1332,I-BRD9,HCC15,LUSC,5.90624,I-BRD9,4.358221,1.274025,-0.221526
1333,IWP-2,HCC15,LUSC,3.603655,IWP-2,2.870543,0.89695,-0.252789
1334,Ibrutinib,HCC15,LUSC,5.833521,Ibrutinib,4.055961,1.812726,0.235532
1335,Ipatasertib,HCC15,LUSC,5.488079,Ipatasertib,3.403906,1.455375,-0.344089
1336,Irinotecan,HCC15,LUSC,3.504034,Irinotecan,2.49049,1.934295,-0.00727
1337,JNK Inhibitor VIII,HCC15,LUSC,5.476094,JNK Inhibitor VIII,5.096918,0.961142,-0.127334
1338,JQ1,HCC15,LUSC,2.197578,JQ1,2.025591,1.952515,-0.765311
1339,KRAS (G12C) Inhibitor-12,HCC15,LUSC,5.475134,KRAS (G12C) Inhibitor-12,4.449045,1.534301,-0.257805
1340,KU-55933,HCC15,LUSC,4.705804,KU-55933,5.04103,1.126742,-0.178974
1341,LCL161,HCC15,LUSC,5.550115,LCL161,4.766877,1.238491,-0.12321
1342,LGK974,HCC15,LUSC,3.397026,LGK974,4.238238,1.107629,0.055649
1343,LY2109761,HCC15,LUSC,5.857356,LY2109761,5.00674,1.042965,0.109042
1344,Lapatinib,HCC15,LUSC,4.208715,Lapatinib,3.219614,1.583425,0.052539
1345,Leflunomide,HCC15,LUSC,5.084894,Leflunomide,5.037278,0.913415,-0.101925
1346,Lenalidomide,HCC15,LUSC,5.886203,Lenalidomide,5.236581,1.07135,0.03655
1347,Lestaurtinib,HCC15,LUSC,1.28909,Lestaurtinib,-0.014942,1.617099,0.101631
1348,Linsitinib,HCC15,LUSC,3.419618,Linsitinib,3.964537,1.322202,-0.349947
1349,Luminespib,HCC15,LUSC,0.460433,Luminespib,-2.12391,1.817546,-0.507725
1350,MG-132,HCC15,LUSC,-1.067239,MG-132,-1.2843,0.72251,-0.123842
1351,MIRA-1,HCC15,LUSC,5.343437,MIRA-1,5.237632,1.234442,0.070373
1352,MK-1775,HCC15,LUSC,0.281253,MK-1775,0.636509,1.419839,-0.148044
1353,MK-2206,HCC15,LUSC,3.603684,MK-2206,2.725214,1.48772,0.009344
1354,ML323,HCC15,LUSC,4.134647,ML323,4.536112,1.055599,-0.084409
1355,MN-64,HCC15,LUSC,4.062556,MN-64,4.673443,1.036058,0.038723
1356,Mirin,HCC15,LUSC,6.244376,Mirin,4.782781,1.183568,-0.613502
1357,Motesanib,HCC15,LUSC,5.72587,Motesanib,5.481288,1.133491,0.23646
1358,NU7441,HCC15,LUSC,3.060368,NU7441,3.132711,1.343787,-0.443927
1359,NVP-ADW742,HCC15,LUSC,2.13579,NVP-ADW742,2.882258,1.472598,-0.323412
1360,Navitoclax,HCC15,LUSC,-1.558481,Navitoclax,1.776309,2.029373,0.597948
1361,Nilotinib,HCC15,LUSC,2.615787,Nilotinib,3.364192,1.706385,-0.142804
1362,Niraparib,HCC15,LUSC,5.669255,Niraparib,4.113814,1.516015,-0.242752
1363,Nutlin-3a (-),HCC15,LUSC,5.488922,Nutlin-3a (-),4.421065,1.79125,-0.777615
1364,OF-1,HCC15,LUSC,4.070004,OF-1,4.121389,1.170053,-0.031958
1365,OSI-027,HCC15,LUSC,3.423416,OSI-027,2.584887,1.493868,-0.224371
1366,OTX015,HCC15,LUSC,3.786651,OTX015,2.300635,1.867904,-0.943668
1367,Olaparib,HCC15,LUSC,4.324566,Olaparib,4.229661,1.301754,0.15008
1368,Osimertinib,HCC15,LUSC,2.527723,Osimertinib,1.653115,1.279752,0.280564
1369,Oxaliplatin,HCC15,LUSC,4.97381,Oxaliplatin,4.289635,1.783409,-0.285579
1370,P22077,HCC15,LUSC,5.102451,P22077,4.40732,1.512212,0.09396
1371,PCI-34051,HCC15,LUSC,4.804417,PCI-34051,4.396021,1.286151,-0.15442
1372,PD173074,HCC15,LUSC,5.390967,PD173074,3.763295,1.405445,-0.17381
1373,PFI-1,HCC15,LUSC,3.872103,PFI-1,4.054494,1.126123,-0.615335
1374,PFI3,HCC15,LUSC,5.655653,PFI3,5.397184,0.841197,0.033977
1375,PLX-4720,HCC15,LUSC,5.700125,PLX-4720,4.213301,1.475022,-0.188957
1376,PRIMA-1MET,HCC15,LUSC,6.975727,PRIMA-1MET,4.41929,1.802017,-0.182178
1377,PRT062607,HCC15,LUSC,3.346811,PRT062607,3.172207,1.396623,-0.720845
1378,Paclitaxel,HCC15,LUSC,-5.090637,Paclitaxel,-2.855697,2.01671,-0.122845
1379,Palbociclib,HCC15,LUSC,5.828476,Palbociclib,3.471142,1.587659,-0.271706
1380,Pevonedistat,HCC15,LUSC,0.333266,Pevonedistat,0.871473,2.147707,0.139401
1381,Picolinici-acid,HCC15,LUSC,5.714695,Picolinici-acid,5.268822,0.806529,-0.370119
1382,Pictilisib,HCC15,LUSC,1.962602,Pictilisib,1.220241,1.263352,-0.686884
1383,RO-3306,HCC15,LUSC,3.896495,RO-3306,3.507804,1.618155,-0.55713
1384,RVX-208,HCC15,LUSC,5.67318,RVX-208,4.738824,1.076382,-0.267779
1385,Ribociclib,HCC15,LUSC,4.509072,Ribociclib,3.658547,1.223182,0.036072
1386,Rucaparib,HCC15,LUSC,5.0122,Rucaparib,3.987035,1.062433,-0.034877
1387,Ruxolitinib,HCC15,LUSC,5.470563,Ruxolitinib,4.797735,1.162398,0.130891
1388,SB216763,HCC15,LUSC,5.778833,SB216763,5.18065,1.038908,0.107724
1389,SB590885,HCC15,LUSC,5.135103,SB590885,4.342276,1.355433,0.226764
1390,SGC0946,HCC15,LUSC,2.872606,SGC0946,2.104319,0.798566,0.016568
1391,SN-38,HCC15,LUSC,-3.870402,SN-38,-2.169489,3.597159,0.163904
1392,Sabutoclax,HCC15,LUSC,1.060855,Sabutoclax,-0.348779,1.269565,-0.037699
1393,Sapitinib,HCC15,LUSC,5.727848,Sapitinib,3.736865,1.78758,0.478939
1394,Savolitinib,HCC15,LUSC,2.748387,Savolitinib,2.740489,1.190454,-0.252676
1395,Sepantronium bromide,HCC15,LUSC,-4.306695,Sepantronium bromide,-4.169654,1.627967,0.110275
1396,Serdemetan,HCC15,LUSC,3.380139,Serdemetan,3.750761,1.276441,-0.000968
1397,Sorafenib,HCC15,LUSC,2.839081,Sorafenib,2.545221,1.215386,0.071411
1398,Staurosporine,HCC15,LUSC,-1.944589,Staurosporine,-2.794054,1.384635,-0.137565
1399,Talazoparib,HCC15,LUSC,3.63208,Talazoparib,2.767285,2.214847,0.011699
1400,Tamoxifen,HCC15,LUSC,3.551005,Tamoxifen,3.976104,1.224334,0.312325
1401,Tanespimycin,HCC15,LUSC,-1.02217,Tanespimycin,-0.081091,1.587668,-0.720675
1402,Taselisib,HCC15,LUSC,3.479368,Taselisib,1.767096,1.694162,-0.468689
1403,Telomerase Inhibitor IX,HCC15,LUSC,3.705303,Telomerase Inhibitor IX,0.654709,1.233162,-0.29219
1404,Temozolomide,HCC15,LUSC,6.809803,Temozolomide,6.264369,1.303074,0.3048
1405,Temsirolimus,HCC15,LUSC,1.640197,Temsirolimus,1.039094,1.694959,-0.012842
1406,Ulixertinib,HCC15,LUSC,2.641013,Ulixertinib,2.547238,1.503594,-1.434292
1407,Uprosertib,HCC15,LUSC,4.600816,Uprosertib,2.863995,1.707317,-0.385641
1408,VE-822,HCC15,LUSC,4.662567,VE-822,3.131455,1.791876,-0.512646
1409,Veliparib,HCC15,LUSC,5.359856,Veliparib,5.263978,0.912873,0.072182
1410,Venetoclax,HCC15,LUSC,0.933266,Venetoclax,2.374326,2.075205,0.310888
1411,Vismodegib,HCC15,LUSC,5.321994,Vismodegib,4.949888,0.982005,0.110021
1412,Vorinostat,HCC15,LUSC,2.026298,Vorinostat,1.487515,1.090544,0.100983
1413,WEHI-539,HCC15,LUSC,1.15853,WEHI-539,3.678485,1.717039,-0.141824
1414,WIKI4,HCC15,LUSC,3.787966,WIKI4,3.734385,0.961632,-0.078014
1415,WZ4003,HCC15,LUSC,4.069662,WZ4003,4.157618,1.375173,-0.225233
1416,Wnt-C59,HCC15,LUSC,4.522879,Wnt-C59,4.338048,1.095405,0.205157
1417,XAV939,HCC15,LUSC,4.629889,XAV939,4.28841,0.991368,-0.555661
1418,YK-4-279,HCC15,LUSC,1.296869,YK-4-279,2.247231,1.651518,-0.341745
1419,ZM447439,HCC15,LUSC,0.966315,ZM447439,2.576872,1.70601,0.072652
1420,5-Fluorouracil,NCIH1793,LUAD,7.762684,5-Fluorouracil,4.392229,1.71976,-0.158315
1421,ABT737,NCIH1793,LUAD,3.969508,ABT737,1.875342,2.053694,0.526277
1422,AGI-5198,NCIH1793,LUAD,5.92788,AGI-5198,4.704103,0.907583,0.439428
1423,AGI-6780,NCIH1793,LUAD,5.015413,AGI-6780,4.344912,1.086023,0.123713
1424,AGK2,NCIH1793,LUAD,4.416084,AGK2,3.26451,0.926755,0.104664
1425,AZ960,NCIH1793,LUAD,3.727776,AZ960,1.895669,1.724101,0.022197
1426,AZD3759,NCIH1793,LUAD,4.490499,AZD3759,2.512182,1.084536,0.158128
1427,AZD4547,NCIH1793,LUAD,4.19106,AZD4547,3.088286,1.600252,0.403771
1428,AZD5363,NCIH1793,LUAD,5.471025,AZD5363,2.84782,1.441898,-0.185188
1429,AZD5582,NCIH1793,LUAD,4.502788,AZD5582,2.157595,2.342092,0.35068
1430,AZD6738,NCIH1793,LUAD,3.088976,AZD6738,2.057259,1.461663,0.000066
1431,AZD7762,NCIH1793,LUAD,1.851707,AZD7762,0.164435,1.542725,0.216556
1432,AZD8186,NCIH1793,LUAD,3.68307,AZD8186,3.134757,1.404232,-0.179831
1433,Afatinib,NCIH1793,LUAD,3.458241,Afatinib,1.594663,1.481016,0.21821
1434,Afuresertib,NCIH1793,LUAD,5.996949,Afuresertib,2.40255,1.471751,-0.069568
1435,Alpelisib,NCIH1793,LUAD,4.932421,Alpelisib,3.451086,1.407226,-0.584103
1436,Avagacestat,NCIH1793,LUAD,6.305094,Avagacestat,4.759122,1.072116,0.334265
1437,Axitinib,NCIH1793,LUAD,6.652557,Axitinib,2.903591,1.677112,0.1376
1438,BMS-345541,NCIH1793,LUAD,4.965067,BMS-345541,3.277956,1.320431,-0.130797
1439,BMS-536924,NCIH1793,LUAD,2.194709,BMS-536924,2.108959,1.381132,-0.152779
1440,BMS-754807,NCIH1793,LUAD,5.273042,BMS-754807,2.163231,1.99775,-0.067603
1441,Bortezomib,NCIH1793,LUAD,-0.697855,Bortezomib,-4.739097,1.068388,0.442164
1442,Bosutinib,NCIH1793,LUAD,4.015889,Bosutinib,2.618644,1.532012,0.521546
1443,Buparlisib,NCIH1793,LUAD,0.636215,Buparlisib,1.132283,0.942456,-0.058065
1444,CCT007093,NCIH1793,LUAD,6.796024,CCT007093,5.191327,0.862412,0.071799
1445,CZC24832,NCIH1793,LUAD,6.533476,CZC24832,5.137594,0.949818,0.499204
1446,Camptothecin,NCIH1793,LUAD,-1.569089,Camptothecin,-2.257481,1.838996,0.243725
1447,Cediranib,NCIH1793,LUAD,3.63172,Cediranib,2.271131,1.192376,0.042184
1448,Crizotinib,NCIH1793,LUAD,6.820332,Crizotinib,2.560661,1.510603,0.020902
