,cell_line,drug,IC50,prediction,OncotreeCode,pca_1,pca_2,pca_1>0.002
1251,NCIH1963,PRT062607,4.44673,3.585217,SCLC,-0.000609,0.001745,0
1252,NCIH1963,Paclitaxel,-3.832206,-2.703129,SCLC,0.004448,0.000948,1
1253,NCIH1963,Palbociclib,4.180942,4.131394,SCLC,-0.000485,0.001444,0
1254,NCIH1963,Pevonedistat,-3.098671,0.67931,SCLC,-0.000512,0.001357,0
1255,NCIH1963,Picolinici-acid,4.794951,5.297373,SCLC,-0.00067,0.002024,0
1256,NCIH1963,Pictilisib,2.938834,2.755671,SCLC,-0.000022,0.001331,0
1257,NCIH1963,RO-3306,2.194586,2.705707,SCLC,-0.000528,0.00191,0
1258,NCIH1963,RVX-208,5.127401,5.011351,SCLC,-0.000716,0.001508,0
1259,NCIH1963,Refametinib,4.118365,4.424412,SCLC,0.000078,0.001242,0
1260,NCIH1963,Ribociclib,3.66775,4.330128,SCLC,-0.00064,0.001463,0
1261,NCIH1963,Rucaparib,3.578198,3.841542,SCLC,-0.000528,0.001801,0
1262,NCIH1963,Ruxolitinib,3.573226,5.023202,SCLC,-0.000557,0.001637,0
1263,NCIH1963,SB216763,4.952986,5.226435,SCLC,-0.000754,0.001583,0
1264,NCIH1963,SB590885,4.521328,4.686057,SCLC,-0.000048,0.001211,0
1265,NCIH1963,SCH772984,3.377435,4.511411,SCLC,0.000604,0.001232,0
1266,NCIH1963,SGC0946,2.170814,2.170321,SCLC,0.000356,0.001226,0
1267,NCIH1963,SN-38,-4.604099,-4.585735,SCLC,-0.000592,0.001497,0
1268,NCIH1963,Sabutoclax,-1.793487,-0.28573,SCLC,0.003671,0.001361,1
1269,NCIH1963,Savolitinib,1.971505,2.78989,SCLC,-0.000594,0.001742,0
1270,NCIH1963,Selumetinib,5.208932,5.184289,SCLC,-0.000718,0.001582,0
1271,NCIH1963,Sepantronium bromide,-4.865703,-4.264031,SCLC,-0.000679,0.001755,0
1272,NCIH1963,Serdemetan,3.056209,3.707265,SCLC,-0.00055,0.001768,0
1273,NCIH1963,Sorafenib,1.077468,2.656658,SCLC,-0.000158,0.001242,0
1274,NCIH1963,Staurosporine,-1.752548,-2.054756,SCLC,0.000069,0.001299,0
1275,NCIH1963,Talazoparib,3.404999,1.715069,SCLC,-0.000616,0.001542,0
1276,NCIH1963,Tamoxifen,2.649422,4.35798,SCLC,-0.000601,0.00178,0
1277,NCIH1963,Tanespimycin,-0.150311,2.172911,SCLC,0.000311,0.00137,0
1278,NCIH1963,Taselisib,3.278449,3.315842,SCLC,-0.000084,0.001162,0
1279,NCIH1963,Telomerase Inhibitor IX,-1.604189,0.669412,SCLC,-0.000364,0.001504,0
1280,NCIH1963,Temozolomide,5.835663,6.368166,SCLC,-0.000622,0.002056,0
1281,NCIH1963,Trametinib,1.760647,2.426029,SCLC,0.000449,0.001129,0
1282,NCIH1963,Ulixertinib,3.043402,3.548554,SCLC,-0.000583,0.00165,0
1283,NCIH1963,Uprosertib,4.201295,4.028352,SCLC,-0.000597,0.001513,0
1284,NCIH1963,VE-822,3.699082,3.688969,SCLC,-0.00002,0.001149,0
1285,NCIH1963,Veliparib,4.307682,5.12097,SCLC,-0.00052,0.001737,0
1286,NCIH1963,Venetoclax,-3.214138,1.581356,SCLC,0.004581,0.000963,1
1287,NCIH1963,Vismodegib,4.862808,5.101329,SCLC,-0.000443,0.001476,0
1288,NCIH1963,Vorinostat,0.064386,1.155493,SCLC,-0.000474,0.002156,0
1289,NCIH1963,WEHI-539,-1.506392,3.606963,SCLC,0.000487,0.001191,0
1290,NCIH1963,WIKI4,2.416891,3.950123,SCLC,0.000113,0.001173,0
1291,NCIH1963,WZ4003,4.820798,4.552401,SCLC,-0.000186,0.001341,0
1292,NCIH1963,Wnt-C59,1.738098,4.533952,SCLC,-0.00059,0.001589,0
1293,NCIH1963,XAV939,4.831257,4.343196,SCLC,-0.000536,0.001617,0
1294,NCIH1963,YK-4-279,1.946954,2.15545,SCLC,-0.00056,0.001736,0
1295,NCIH1963,ZM447439,-0.234532,1.361359,SCLC,-0.000143,0.001378,0
1296,NCIH526,5-Fluorouracil,2.199228,3.508241,SCLC,-0.000621,0.001376,0
1297,NCIH526,ABT737,-2.545526,-2.748837,SCLC,0.004263,0.000722,1
1298,NCIH526,AGI-5198,4.834197,3.699947,SCLC,-0.00041,0.000403,0
1299,NCIH526,AGI-6780,2.071847,3.788381,SCLC,-0.000013,0.000648,0
1300,NCIH526,AGK2,3.765725,2.804438,SCLC,-0.000119,0.000443,0
1301,NCIH526,AZ960,-0.116924,0.147039,SCLC,-0.000695,0.000723,0
1302,NCIH526,AZD3759,2.817461,2.493528,SCLC,-0.000364,0.000676,0
1303,NCIH526,AZD4547,3.127968,1.152395,SCLC,-0.000235,0.000406,0
1304,NCIH526,AZD5363,3.720848,3.223736,SCLC,-0.000652,0.000772,0
1305,NCIH526,AZD5582,1.752615,1.591563,SCLC,0.004569,0.000378,1
1306,NCIH526,AZD6738,4.758818,0.567733,SCLC,-0.000593,0.000594,0
1307,NCIH526,AZD7762,0.919555,-0.577518,SCLC,-0.000443,0.001036,0
1308,NCIH526,AZD8186,3.632845,3.523893,SCLC,-0.000226,0.000443,0
1309,NCIH526,Afatinib,1.592269,1.033266,SCLC,-0.000306,0.000425,0
1310,NCIH526,Afuresertib,2.957972,3.004775,SCLC,-0.000697,0.000835,0
1311,NCIH526,Alpelisib,3.83775,3.184716,SCLC,-0.000314,0.000641,0
1312,NCIH526,Avagacestat,4.450674,4.428739,SCLC,-0.000083,0.000374,0
1313,NCIH526,Axitinib,0.818767,0.417251,SCLC,-0.000515,0.000786,0
1314,NCIH526,BMS-345541,2.212395,2.316931,SCLC,-0.000518,0.000981,0
1315,NCIH526,BMS-536924,2.674545,1.691804,SCLC,-0.000265,0.000552,0
1316,NCIH526,BMS-754807,0.187923,-0.977221,SCLC,-0.000215,0.000421,0
1317,NCIH526,Bortezomib,-4.421346,-5.510383,SCLC,-0.000617,0.000867,0
1318,NCIH526,Bosutinib,2.681641,2.022663,SCLC,-0.000235,0.000531,0
1319,NCIH526,Buparlisib,0.987368,0.176916,SCLC,-0.00067,0.000739,0
1320,NCIH526,CCT007093,4.585229,4.55895,SCLC,-0.000626,0.00134,0
1321,NCIH526,CZC24832,4.508728,4.711004,SCLC,-0.00056,0.000721,0
1322,NCIH526,Camptothecin,-4.845681,-5.146049,SCLC,-0.000675,0.000782,0
1323,NCIH526,Cediranib,2.870305,1.525152,SCLC,-0.000309,0.000512,0
1324,NCIH526,Crizotinib,1.537962,0.652593,SCLC,-0.0006,0.0006,0
1325,NCIH526,Cyclophosphamide,4.527271,4.646141,SCLC,-0.00061,0.001354,0
1326,NCIH526,Dactinomycin,-2.434466,-4.126884,SCLC,0.004724,0.001039,1
1327,NCIH526,Dactolisib,0.322827,-1.894897,SCLC,-0.000095,0.000348,0
1328,NCIH526,Dasatinib,3.255488,2.91117,SCLC,-0.000431,0.000477,0
1329,NCIH526,Dinaciclib,-3.808682,-3.542723,SCLC,-0.000598,0.001046,0
1330,NCIH526,Docetaxel,-5.038353,-5.460578,SCLC,0.00427,0.000416,1
1331,NCIH526,Doramapimod,4.940972,4.502376,SCLC,-0.000171,0.000408,0
1332,NCIH526,EHT-1864,3.250001,3.227535,SCLC,-0.000163,0.00048,0
1333,NCIH526,EPZ004777,4.109671,4.643955,SCLC,-0.000103,0.000382,0
1334,NCIH526,EPZ5676,5.115191,4.921158,SCLC,0.000412,0.000383,0
1335,NCIH526,Entinostat,0.351749,0.535454,SCLC,-0.000693,0.000897,0
1336,NCIH526,Entospletinib,2.895012,3.641253,SCLC,-0.000621,0.000575,0
1337,NCIH526,Epirubicin,-0.145733,-1.845554,SCLC,0.000213,0.000463,0
1338,NCIH526,Erlotinib,2.912879,2.659131,SCLC,-0.000543,0.000974,0
1339,NCIH526,Fulvestrant,3.037046,2.977825,SCLC,0.000064,0.000592,0
1340,NCIH526,GDC0810,4.699397,4.405749,SCLC,-0.000193,0.000477,0
1341,NCIH526,GSK1904529A,3.082267,3.6705,SCLC,0.004295,0.00025,1
1342,NCIH526,GSK2578215A,4.417688,4.392881,SCLC,-0.000399,0.000603,0
1343,NCIH526,GSK2606414,2.913971,3.526432,SCLC,-0.000142,0.000429,0
1344,NCIH526,GSK343,2.991239,3.04947,SCLC,0.000319,0.000291,0
1345,NCIH526,GW441756,3.305685,2.546787,SCLC,-0.000522,0.000945,0
1346,NCIH526,Gefitinib,2.607787,2.864253,SCLC,-0.00058,0.000758,0
1347,NCIH526,Gemcitabine,-1.811061,-3.452105,SCLC,-0.000647,0.001118,0
1348,NCIH526,I-BET-762,-0.966445,3.570885,SCLC,-0.000613,0.000552,0
1349,NCIH526,I-BRD9,2.634291,3.98092,SCLC,-0.000036,0.000439,0
1350,NCIH526,IWP-2,1.711338,2.184633,SCLC,-0.000306,0.000359,0
1351,NCIH526,Ibrutinib,4.936892,4.361018,SCLC,-0.000221,0.000461,0
1352,NCIH526,Ipatasertib,3.882288,3.687329,SCLC,-0.000381,0.00057,0
1353,NCIH526,Irinotecan,-1.602118,0.192825,SCLC,0.000524,0.00033,0
1354,NCIH526,JNK Inhibitor VIII,4.939971,4.820579,SCLC,-0.000535,0.000953,0
1355,NCIH526,JQ1,-1.663548,1.173055,SCLC,-0.000315,0.000478,0
1356,NCIH526,KRAS (G12C) Inhibitor-12,2.761203,3.624196,SCLC,-0.00043,0.000981,0
1357,NCIH526,KU-55933,4.554626,4.28294,SCLC,-0.000619,0.000938,0
1358,NCIH526,LCL161,4.93237,4.553748,SCLC,-0.000092,0.000554,0
1359,NCIH526,LGK974,2.007659,3.933432,SCLC,-0.000607,0.00085,0
1360,NCIH526,LY2109761,2.928068,4.543384,SCLC,-0.00025,0.000616,0
1361,NCIH526,Lapatinib,4.665953,3.214397,SCLC,0.000384,0.000372,0
1362,NCIH526,Leflunomide,4.328657,4.465595,SCLC,-0.000587,0.001003,0
1363,NCIH526,Lenalidomide,4.7637,4.345095,SCLC,-0.000551,0.001041,0
1364,NCIH526,Lestaurtinib,-1.578207,-1.6681,SCLC,-0.000118,0.000376,0
1365,NCIH526,Linsitinib,3.82681,2.671789,SCLC,-0.000106,0.00042,0
1366,NCIH526,Luminespib,-1.00642,-2.020303,SCLC,-0.000127,0.000445,0
1367,NCIH526,MG-132,-1.192539,-1.301196,SCLC,-0.000399,0.000706,0
1368,NCIH526,MIRA-1,4.774784,4.309615,SCLC,-0.000516,0.001255,0
1369,NCIH526,MK-1775,-0.009786,-0.724549,SCLC,0.000065,0.000388,0
1370,NCIH526,MK-2206,3.811037,2.839857,SCLC,-0.0001,0.000467,0
1371,NCIH526,ML323,2.516391,4.147943,SCLC,-0.000502,0.000795,0
1372,NCIH526,MN-64,3.697933,4.075019,SCLC,-0.00059,0.001069,0
1373,NCIH526,Mirin,4.918605,4.093535,SCLC,-0.00059,0.001056,0
1374,NCIH526,Motesanib,4.719507,4.838099,SCLC,-0.000624,0.000706,0
1375,NCIH526,NU7441,3.017819,2.565055,SCLC,-0.000522,0.000863,0
1376,NCIH526,NVP-ADW742,2.697792,1.713259,SCLC,-0.000255,0.000472,0
1377,NCIH526,Navitoclax,-1.91338,-2.620544,SCLC,0.004739,0.00037,1
1378,NCIH526,Nilotinib,2.664366,3.020346,SCLC,0.000498,0.000417,0
1379,NCIH526,Niraparib,1.252064,2.129664,SCLC,-0.000613,0.001035,0
1380,NCIH526,Nutlin-3a (-),4.799553,4.580024,SCLC,0.000437,0.00038,0
1381,NCIH526,OF-1,2.089588,3.939116,SCLC,-0.000764,0.00082,0
1382,NCIH526,OSI-027,4.36702,2.265535,SCLC,-0.000392,0.000592,0
1383,NCIH526,OTX015,-2.412613,2.306969,SCLC,-0.000317,0.000375,0
1384,NCIH526,Olaparib,2.856011,2.031497,SCLC,-0.000334,0.000387,0
1385,NCIH526,Osimertinib,2.182404,1.032332,SCLC,-0.000134,0.000398,0
1386,NCIH526,Oxaliplatin,2.044998,2.088152,SCLC,-0.000603,0.001259,0
1387,NCIH526,P22077,4.940972,3.385643,SCLC,-0.000472,0.001008,0
1388,NCIH526,PCI-34051,3.087423,3.106165,SCLC,-0.000612,0.000971,0
1389,NCIH526,PD0325901,2.625691,2.788532,SCLC,-0.000666,0.000751,0
1390,NCIH526,PD173074,4.770515,2.021947,SCLC,0.000025,0.000647,0
1391,NCIH526,PFI-1,3.437289,3.738936,SCLC,-0.000551,0.000882,0
1392,NCIH526,PFI3,4.881021,4.683341,SCLC,-0.00059,0.000992,0
1393,NCIH526,PLX-4720,3.348848,4.420067,SCLC,-0.000765,0.000795,0
1394,NCIH526,PRIMA-1MET,6.009737,3.266933,SCLC,-0.000589,0.001303,0
1395,NCIH526,PRT062607,2.801062,2.683255,SCLC,-0.000601,0.000924,0
1396,NCIH526,Paclitaxel,-4.299135,-4.313172,SCLC,0.004638,0.000475,1
1397,NCIH526,Palbociclib,4.330783,1.974685,SCLC,-0.000425,0.000557,0
1398,NCIH526,Pevonedistat,-1.977756,-1.686979,SCLC,-0.000568,0.00056,0
1399,NCIH526,Picolinici-acid,3.509534,4.747516,SCLC,-0.000622,0.001284,0
1400,NCIH526,Pictilisib,3.684767,1.286815,SCLC,-0.000025,0.000474,0
1401,NCIH526,RO-3306,3.467418,1.758667,SCLC,-0.00049,0.000998,0
1402,NCIH526,RVX-208,1.970459,4.441346,SCLC,-0.000779,0.000751,0
1403,NCIH526,Refametinib,4.835301,3.198973,SCLC,-0.000071,0.000496,0
1404,NCIH526,Ribociclib,3.498079,3.103567,SCLC,-0.000638,0.000781,0
1405,NCIH526,Rucaparib,3.476752,2.602906,SCLC,-0.000542,0.001036,0
1406,NCIH526,Ruxolitinib,2.593905,4.139305,SCLC,-0.000556,0.000975,0
1407,NCIH526,SB216763,4.939912,4.596357,SCLC,-0.000734,0.000735,0
1408,NCIH526,SB590885,4.175473,3.639392,SCLC,-0.000237,0.000433,0
1409,NCIH526,SCH772984,4.064227,3.9502,SCLC,0.00059,0.000273,0
1410,NCIH526,SGC0946,1.92691,1.776927,SCLC,0.000266,0.000459,0
1411,NCIH526,SN-38,-6.480038,-6.091616,SCLC,-0.000488,0.00052,0
1412,NCIH526,Sabutoclax,-0.918476,-1.286595,SCLC,0.003839,0.000578,1
1413,NCIH526,Savolitinib,1.958897,1.752598,SCLC,-0.000573,0.000743,0
1414,NCIH526,Selumetinib,5.088089,4.627436,SCLC,-0.000642,0.000862,0
1415,NCIH526,Sepantronium bromide,-3.686503,-4.802103,SCLC,-0.000633,0.000881,0
1416,NCIH526,Serdemetan,3.670289,2.461,SCLC,-0.000616,0.001051,0
1417,NCIH526,Sorafenib,1.289069,1.656044,SCLC,-0.000259,0.000412,0
1418,NCIH526,Staurosporine,-3.485347,-2.931873,SCLC,0.000019,0.000438,0
1419,NCIH526,Talazoparib,1.60736,-2.15598,SCLC,-0.00062,0.00067,0
1420,NCIH526,Tamoxifen,3.83745,3.039716,SCLC,-0.000631,0.001053,0
1421,NCIH526,Tanespimycin,-0.131331,1.49024,SCLC,0.000522,0.000346,0
1422,NCIH526,Taselisib,4.136393,1.352537,SCLC,-0.000202,0.000494,0
1423,NCIH526,Telomerase Inhibitor IX,-0.41769,0.190219,SCLC,-0.000577,0.000909,0
1424,NCIH526,Temozolomide,6.087408,5.822006,SCLC,-0.000606,0.001324,0
1425,NCIH526,Trametinib,2.852055,1.883551,SCLC,0.000343,0.000324,0
1426,NCIH526,Ulixertinib,4.142594,3.16216,SCLC,-0.00066,0.000836,0
1427,NCIH526,Uprosertib,3.630161,3.50778,SCLC,-0.000589,0.000853,0
1428,NCIH526,VE-822,2.712431,2.008368,SCLC,-0.000085,0.000391,0
1429,NCIH526,Veliparib,4.823655,4.296579,SCLC,-0.000673,0.001283,0
1430,NCIH526,Venetoclax,-0.897788,-1.87371,SCLC,0.004491,0.000362,1
1431,NCIH526,Vismodegib,4.940972,4.423303,SCLC,-0.000592,0.000772,0
1432,NCIH526,Vorinostat,0.827514,0.604329,SCLC,-0.000492,0.00136,0
1433,NCIH526,WEHI-539,2.711856,1.849545,SCLC,0.000236,0.000521,0
1434,NCIH526,WIKI4,4.152582,3.156094,SCLC,-0.00018,0.000315,0
1435,NCIH526,WZ4003,2.996072,3.560715,SCLC,-0.000212,0.00047,0
1436,NCIH526,Wnt-C59,2.133816,3.707488,SCLC,-0.000661,0.000664,0
1437,NCIH526,XAV939,2.698588,3.98045,SCLC,-0.000478,0.000937,0
1438,NCIH526,YK-4-279,2.836383,0.776962,SCLC,-0.000562,0.001,0
1439,NCIH526,ZM447439,2.276241,-0.232929,SCLC,-0.000112,0.000536,0
1440,CHAGOK1,5-Fluorouracil,4.569442,5.894975,NSCLC,-0.000655,0.00059,0
1441,CHAGOK1,ABT737,3.563814,2.564241,NSCLC,0.004515,0.000073,1
1442,CHAGOK1,AGI-5198,3.809299,4.51482,NSCLC,-0.000138,-0.000072,0
1443,CHAGOK1,AGI-6780,4.399959,4.431222,NSCLC,-0.000266,-0.000109,0
1444,CHAGOK1,AGK2,2.548914,3.240674,NSCLC,-0.000334,0.000036,0
1445,CHAGOK1,AZ960,3.669145,2.977335,NSCLC,-0.000693,0.000056,0
1446,CHAGOK1,AZD3759,1.52675,1.61926,NSCLC,-0.000336,0.0002,0
1447,CHAGOK1,AZD4547,4.591859,3.493947,NSCLC,-0.000158,-0.000122,0
1448,CHAGOK1,AZD5363,2.987233,3.563082,NSCLC,-0.000619,0.000006,0
1449,CHAGOK1,AZD5582,2.114447,2.700043,NSCLC,0.0045,-0.000019,1
1450,CHAGOK1,AZD6738,2.911168,2.452287,NSCLC,-0.000471,-0.000088,0
1451,CHAGOK1,AZD7762,0.727099,1.139225,NSCLC,-0.000514,0.000218,0
1452,CHAGOK1,AZD8186,2.576062,3.593222,NSCLC,-0.000378,-0.000089,0
1453,CHAGOK1,Afatinib,2.948399,-0.467499,NSCLC,-0.000217,-0.000103,0
1454,CHAGOK1,Afuresertib,2.213763,3.122589,NSCLC,-0.00066,0.000063,0
1455,CHAGOK1,Alpelisib,3.6956,3.432866,NSCLC,-0.000326,-0.000009,0
1456,CHAGOK1,Avagacestat,3.723991,5.261995,NSCLC,-0.000257,-0.000004,0
1457,CHAGOK1,Axitinib,3.378187,3.383715,NSCLC,-0.000546,0.000288,0
1458,CHAGOK1,BMS-345541,3.102781,3.930718,NSCLC,-0.000494,0.000244,0
1459,CHAGOK1,BMS-536924,3.860143,2.621698,NSCLC,-0.0002,-0.000112,0
1460,CHAGOK1,BMS-754807,2.18103,2.772964,NSCLC,-0.000198,-0.000193,0
1461,CHAGOK1,Bortezomib,-3.296726,-4.900267,NSCLC,-0.000619,0.00037,0
1462,CHAGOK1,Bosutinib,3.916068,2.634729,NSCLC,-0.000076,0.000077,0
1463,CHAGOK1,Buparlisib,0.722969,1.598181,NSCLC,-0.000738,0.000208,0
1464,CHAGOK1,CCT007093,3.750846,5.223042,NSCLC,-0.000464,0.000371,0
1465,CHAGOK1,CZC24832,4.956107,5.404944,NSCLC,-0.000589,-0.000004,0
1466,CHAGOK1,Camptothecin,0.533855,-1.344864,NSCLC,-0.000731,0.000161,0
1467,CHAGOK1,Cediranib,3.342266,2.499457,NSCLC,-0.000497,-0.000081,0
1468,CHAGOK1,Crizotinib,3.08656,3.597367,NSCLC,-0.000665,-0.000053,0
1469,CHAGOK1,Cyclophosphamide,5.14786,5.633223,NSCLC,-0.000629,0.000453,0
1470,CHAGOK1,Dactinomycin,-4.707119,-2.489579,NSCLC,0.004972,0.000928,1
1471,CHAGOK1,Dactolisib,0.482026,-0.045282,NSCLC,-0.000033,-0.000141,0
1472,CHAGOK1,Dasatinib,3.190523,1.942803,NSCLC,-0.000535,0.000056,0
1473,CHAGOK1,Dinaciclib,-3.186909,-2.689451,NSCLC,-0.000525,0.000379,0
1474,CHAGOK1,Docetaxel,-4.440499,-2.861007,NSCLC,0.004258,-0.000117,1
1475,CHAGOK1,Doramapimod,3.263429,5.38769,NSCLC,-0.00025,-0.000228,0
1476,CHAGOK1,EHT-1864,2.82852,3.289474,NSCLC,-0.000163,0.00004,0
1477,CHAGOK1,EPZ004777,4.021079,5.819278,NSCLC,-0.0001,-0.000229,0
1478,CHAGOK1,EPZ5676,4.083725,6.344639,NSCLC,0.000708,-0.000241,0
1479,CHAGOK1,Entinostat,3.167627,2.813618,NSCLC,-0.000606,0.000154,0
1480,CHAGOK1,Entospletinib,4.137014,3.933119,NSCLC,-0.000579,-0.000021,0
1481,CHAGOK1,Epirubicin,-0.478148,0.005341,NSCLC,0.000357,-0.000323,0
1482,CHAGOK1,Erlotinib,4.556587,1.892982,NSCLC,-0.000618,0.0003,0
1483,CHAGOK1,Fulvestrant,3.229421,3.730632,NSCLC,0.000087,-0.000006,0
1484,CHAGOK1,GDC0810,4.708848,5.187423,NSCLC,-0.000225,-0.000289,0
1485,CHAGOK1,GSK1904529A,4.672158,4.506722,NSCLC,0.00447,-0.00016,1
1486,CHAGOK1,GSK2578215A,5.061228,5.2969,NSCLC,-0.000404,0.000027,0
1487,CHAGOK1,GSK2606414,4.867774,4.020589,NSCLC,-0.000106,-0.000162,0
1488,CHAGOK1,GSK343,3.049636,3.882639,NSCLC,0.00037,-0.000303,0
1489,CHAGOK1,GW441756,3.464708,3.280675,NSCLC,-0.000597,0.000333,0
1490,CHAGOK1,Gefitinib,3.781468,2.172788,NSCLC,-0.000702,0.00024,0
1491,CHAGOK1,Gemcitabine,3.698076,2.617393,NSCLC,-0.000686,0.000476,0
1492,CHAGOK1,I-BET-762,3.899441,4.07435,NSCLC,-0.000579,0.000007,0
1493,CHAGOK1,I-BRD9,3.618418,4.952187,NSCLC,-0.000062,0.000029,0
1494,CHAGOK1,IWP-2,2.943606,2.98462,NSCLC,-0.000343,-0.000149,0
1495,CHAGOK1,Ibrutinib,3.500775,1.774173,NSCLC,-0.000077,-0.000015,0
1496,CHAGOK1,Ipatasertib,3.717394,4.07651,NSCLC,-0.000384,0.000035,0
1497,CHAGOK1,Irinotecan,5.04437,3.554269,NSCLC,0.000485,-0.000266,0
1498,CHAGOK1,JNK Inhibitor VIII,4.418213,5.590122,NSCLC,-0.000548,0.0004,0
1499,CHAGOK1,JQ1,2.2206,2.984072,NSCLC,-0.000345,-0.000161,0
1500,CHAGOK1,KRAS (G12C) Inhibitor-12,4.61479,5.349416,NSCLC,-0.000416,0.000136,0
1501,CHAGOK1,KU-55933,5.530563,5.288787,NSCLC,-0.000604,0.000252,0
1502,CHAGOK1,LCL161,4.331604,4.984083,NSCLC,0.000015,0.000031,0
1503,CHAGOK1,LGK974,5.110368,3.934731,NSCLC,-0.000339,0.000178,0
1504,CHAGOK1,LY2109761,4.070643,5.497651,NSCLC,-0.000391,-0.00004,0
1505,CHAGOK1,Lapatinib,3.846474,2.204904,NSCLC,0.000492,-0.000323,0
1506,CHAGOK1,Leflunomide,5.60516,5.149644,NSCLC,-0.000622,0.000289,0
1507,CHAGOK1,Lenalidomide,5.443445,5.786499,NSCLC,-0.000465,0.000268,0
1508,CHAGOK1,Lestaurtinib,0.792011,0.979431,NSCLC,0.000008,-0.00004,0
1509,CHAGOK1,Linsitinib,3.565386,4.096065,NSCLC,-0.000109,-0.000134,0
1510,CHAGOK1,Luminespib,-1.243679,-1.411421,NSCLC,-0.000125,-0.000122,0
1511,CHAGOK1,MG-132,-0.552766,-1.121442,NSCLC,-0.00036,0.000101,0
1512,CHAGOK1,MIRA-1,4.256942,5.874889,NSCLC,-0.000537,0.000602,0
1513,CHAGOK1,MK-1775,0.553005,0.693299,NSCLC,-0.00023,-0.000285,0
1514,CHAGOK1,MK-2206,4.203314,3.455828,NSCLC,-0.000151,-0.000033,0
1515,CHAGOK1,ML323,3.579956,4.128327,NSCLC,-0.000615,-0.000062,0
1516,CHAGOK1,MN-64,3.652587,4.860415,NSCLC,-0.000499,0.000305,0
1517,CHAGOK1,Mirin,5.210506,5.292768,NSCLC,-0.000656,0.000462,0
1518,CHAGOK1,Motesanib,5.532584,5.669926,NSCLC,-0.000619,0.000196,0
1519,CHAGOK1,NU7441,3.171191,3.549237,NSCLC,-0.00073,0.000033,0
1520,CHAGOK1,NVP-ADW742,3.817541,3.508862,NSCLC,-0.000412,-0.000158,0
1521,CHAGOK1,Navitoclax,2.71222,2.440071,NSCLC,0.005174,0.000067,1
1522,CHAGOK1,Nilotinib,2.636923,4.156449,NSCLC,0.0007,-0.000103,0
1523,CHAGOK1,Niraparib,4.749528,4.951859,NSCLC,-0.000616,0.000472,0
1524,CHAGOK1,Nutlin-3a (-),4.704478,6.036888,NSCLC,0.000514,-0.000327,0
1525,CHAGOK1,OF-1,3.604362,4.189145,NSCLC,-0.000642,2.47E-04,0
1526,CHAGOK1,OSI-027,3.633004,2.860468,NSCLC,-0.000555,1.33E-04,0
1527,CHAGOK1,OTX015,2.404388,2.93408,NSCLC,-0.000307,-2.94E-04,0
1528,CHAGOK1,Olaparib,5.559225,4.62919,NSCLC,-0.000354,-1.48E-04,0
1529,CHAGOK1,Osimertinib,2.038667,0.176358,NSCLC,-0.000147,-1.49E-05,0
1530,CHAGOK1,Oxaliplatin,4.397251,5.057968,NSCLC,-0.00065,5.27E-04,0
1531,CHAGOK1,P22077,5.533133,4.914202,NSCLC,-0.000446,1.22E-04,0
1532,CHAGOK1,PCI-34051,4.063203,5.151949,NSCLC,-0.000581,2.99E-04,0
1533,CHAGOK1,PD0325901,4.359828,2.109738,NSCLC,-0.000601,2.49E-04,0
1534,CHAGOK1,PD173074,4.724197,4.632881,NSCLC,0.000028,-1.08E-05,0
1535,CHAGOK1,PFI-1,4.952317,4.298995,NSCLC,-0.00053,-2.70E-07,0
1536,CHAGOK1,PFI3,5.533133,5.477183,NSCLC,-0.000535,2.63E-04,0
1537,CHAGOK1,PLX-4720,3.092865,4.833459,NSCLC,-0.000739,6.29E-05,0
1538,CHAGOK1,PRIMA-1MET,5.213208,5.673325,NSCLC,-0.000555,5.47E-04,0
1539,CHAGOK1,PRT062607,4.311551,3.971383,NSCLC,-0.000629,1.29E-04,0
1540,CHAGOK1,Paclitaxel,-3.999079,-2.195514,NSCLC,0.004686,-1.78E-05,1
1541,CHAGOK1,Palbociclib,4.839199,4.444133,NSCLC,-0.000445,-1.88E-04,0
1542,CHAGOK1,Pevonedistat,1.914842,1.944313,NSCLC,-0.000574,-1.05E-04,0
1543,CHAGOK1,Picolinici-acid,5.529618,5.546662,NSCLC,-0.000595,4.88E-04,0
1544,CHAGOK1,Pictilisib,1.809491,1.203164,NSCLC,-0.000053,5.78E-05,0
1545,CHAGOK1,RO-3306,3.308589,4.198289,NSCLC,-0.000509,3.53E-04,0
1546,CHAGOK1,RVX-208,4.697183,5.277552,NSCLC,-0.000668,5.05E-05,0
1547,CHAGOK1,Refametinib,3.964557,2.577841,NSCLC,-0.000209,-1.54E-05,0
1548,CHAGOK1,Ribociclib,4.101754,4.08694,NSCLC,-0.00037,-1.78E-04,0
1549,CHAGOK1,Rucaparib,4.705175,4.573281,NSCLC,-0.000494,2.83E-04,0
1550,CHAGOK1,Ruxolitinib,5.169647,5.548388,NSCLC,-0.000451,0.000196,0
1551,CHAGOK1,SB216763,5.5248,5.253893,NSCLC,-0.000682,0.000072,0
1552,CHAGOK1,SB590885,4.825777,4.749002,NSCLC,-0.000143,-0.000047,0
1553,CHAGOK1,SCH772984,3.17765,2.911987,NSCLC,0.000816,-0.000191,0
1554,CHAGOK1,SGC0946,2.352893,2.26967,NSCLC,0.000228,-0.000013,0
1555,CHAGOK1,SN-38,0.698284,-1.009672,NSCLC,-0.000583,-0.000141,0
1556,CHAGOK1,Sabutoclax,0.043204,0.469069,NSCLC,0.003209,0.000048,1
